"taxon","lfc_(Intercept)","lfc_ResponseResponder","se_(Intercept)","se_ResponseResponder","W_(Intercept)","W_ResponseResponder","p_(Intercept)","p_ResponseResponder","q_(Intercept)","q_ResponseResponder","diff_(Intercept)","diff_ResponseResponder","passed_ss_(Intercept)","passed_ss_ResponseResponder","diff_robust_(Intercept)","diff_robust_ResponseResponder"
"Diplocloster_modestus",-0.220215251150625,0.163085641968442,0.072212133889763,0.121830156925882,-3.04956022331094,1.33863114095518,0.00865735049387782,0.202024170068082,0.0189144658486971,0.274833605251495,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Dorea_formicigenerans",-0.116970268345809,0.164636044515576,0.150258836866579,0.264820983563937,-0.778458497250791,0.621688063762617,0.438100905887028,0.535534065850084,0.563991970797094,0.645575312257636,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Dorea_longicatena",0.35988338907372,-0.602099531975213,0.212356221504182,0.329209389712967,1.69471554223634,-1.82892575603684,0.0930933394531421,0.07024898010655,0.147607457150928,0.109552839862367,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Dorea_phocaeensis",-0.304938345878785,0.198336048750832,0.0893753848182712,0.131850008683789,-3.41188288586195,1.50425510571254,0.00332124693376866,0.15086727890698,0.00824954883548989,0.212421128701027,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Dorea_sp_AF36_15AT",-0.134922383096891,0.246212357591159,0.133132873508077,0.191392201572936,-1.01344153056762,1.28642836838539,0.314107640202822,0.202250536932994,0.428075899037474,0.274833605251495,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Eisenbergiella_massiliensis",-0.584895269470906,0.776116620958248,0.177059144681602,0.257738640538433,-3.30338921789495,3.0112544216765,0.00134313105997816,0.00332504436002845,0.00368538411112047,0.00766752910761995,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Eisenbergiella_sp_OF01_20",0.327224976172952,-1.01869991080309,0.0922994547841968,0.12364651678782,3.54525361973187,-8.23880799287858,0.00403168122471543,2.77871106241685e-06,0.00977762060797127,1.8809736422514e-05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Eisenbergiella_tayi",-0.27319023114611,0.417595636700382,0.204019193397342,0.248468352805289,-1.33904181561022,1.68067937822097,0.184005683993766,0.0963716279114967,0.264535544179372,0.144264696946493,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Enterocloster_aldenensis",-0.143650537452702,-0.0779771554232257,0.162971982310691,0.241858605907548,-0.881443150018547,-0.32240802484834,0.380256936232088,0.747837473080876,0.500509129741381,0.86510400641844,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Enterocloster_asparagiformis",-0.375203462477657,0.423361847528537,0.117052260890965,0.155627867478343,-3.20543541510198,2.72034728990584,0.00224695563651175,0.00871238838581991,0.00582789335617363,0.0180095008243794,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Enterocloster_bolteae",-0.0348190697608991,-0.185662138148383,0.239818195540248,0.311956163531468,-0.145189441036619,-0.595154575715427,0.884774690921495,0.552721940376534,1,0.663596393441991,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Enterocloster_citroniae",-0.318587612659397,0.326824790296426,0.14294670069657,0.214012589389626,-2.22871609562822,1.52712880690125,0.0281415306616395,0.12998329280438,0.0519795588832681,0.186122398973196,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Enterocloster_clostridioformis",-0.312750654779258,0.222369276542724,0.188359995621626,0.262893522643295,-1.6603878851617,0.84585300659706,0.100436658744559,0.399955201086081,0.157427434571624,0.495719122472889,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Enterocloster_hominis",-0.220747975129707,0.398466362101399,0.15169842818687,0.20737019353346,-1.45517641657947,1.92152187019637,0.148547986748476,0.0573263045666065,0.219701224098587,0.0913888430082569,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Enterocloster_lavalensis",-0.242891272364465,0.263608712635344,0.172215511895637,0.234309769370219,-1.41039137352307,1.12504362640907,0.161760160734979,0.263465758399838,0.236123836523097,0.347477349126865,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Extibacter_muris",0.458190244821691,-1.23693355948227,0.0364811791833175,0.0976435061081546,12.559633626953,-12.6678527716137,1.55906491645883e-05,1.48326769237576e-05,7.83986929419297e-05,7.72989117536998e-05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Faecalicatena_contorta",-0.298041298475268,0.322713701175651,0.132999842239971,0.179503543259113,-2.24091467670702,1.79781242930572,0.0279517163006201,0.0761783547361448,0.0517064782017476,0.117168206036118,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Faecalicatena_fissicatena",0.501779598698253,-0.805737823998363,0.0591966921565051,0.146938921148298,8.47648036433591,-5.4834880894843,2.73172813591472e-10,2.90858457329612e-06,8.01306919868319e-09,1.95812906792395e-05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Faecalicatena_orotica",-1.04559367983242,1.54899099806403,0.0454771798123183,0.106740973736769,-22.9916121480602,14.5116813519423,2.64696562935461e-09,1.50327162558705e-07,4.88986899088302e-08,2.02187289381735e-06,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Faecalicatena_SGB4872",0.58895994996961,-1.40383805092006,0.013693746073927,0.0810308262850708,43.0094107770112,-17.3247406608108,0.0147992051037289,0.0367055521968763,0.0301365631203206,0.0619469045295227,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Faecalimonas_umbilicata",-0.0196661867361753,-0.242036771155626,0.172172439544669,0.255183213109639,-0.114223779300479,-0.948482340222103,0.909484045905459,0.347109512580947,1,0.43995773611083,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Frisingicoccus_caecimuris",-0.287029204357193,0.256337650138051,0.0500715667886017,0.0996658481233821,-5.73237912783933,2.5719707900415,0.000437759703596738,0.0330261668119761,0.00136536697425616,0.0568271473636236,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Frisingicoccus_SGB4674",0.649132564207623,-1.09416023151535,0.114610722403966,0.190432675416226,5.66380309444032,-5.74565383342883,5.15336494476904e-06,4.14599773956504e-06,3.0233074342645e-05,2.60605572201231e-05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Fusicatenibacter_saccharivorans",-0.342644030914886,0.507279300407933,0.270736819328364,0.376621773409888,-1.26559819888889,1.34691973811043,0.207836857016337,0.180262782488937,0.294654784630757,0.248297265249804,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Fusicatenibacter_sp_CLA_AA_H277",-0.457060905035312,0.907769889928724,0.0964268065691179,0.163410445548573,-4.73997761927016,5.55515216228265,1.64639770055798e-05,9.14769555063961e-07,8.17887889954611e-05,7.66664008053606e-06,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"GGB25053_SGB36975",-0.468442130662332,-0.10807680359236,0.0599404295696663,0.103033369988377,-7.81512802002664,-1.04894951610874,0.00144686852873613,0.353396531940152,0.00392630402511654,0.446548233179761,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"GGB28640_SGB4673",-0.15437804815366,-0.0950878221198765,0.090773561800907,0.127136183325067,-1.70069395858077,-0.747921005908695,0.132794862957872,0.47887595205457,0.20118335890494,0.584133834585376,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"GGB3433_SGB4573",-0.0183353603183079,-0.113558616911896,0.233425532226856,0.319116700331727,-0.0785490779153008,-0.355852942806974,0.937587434095704,0.722887362242028,1,0.838603794992635,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"GGB3433_SGB4574",-0.398456859129358,0.542343111231083,0.154685836959334,0.206396521054968,-2.57591041922029,2.62767564326652,0.0132751838543938,0.0116433017430804,0.0273495426565437,0.0233624556147803,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"GGB3441_SGB4591",-0.243184442467468,0.319634614063371,0.0659483794633948,0.102332121915155,-3.68749686415645,3.12350225990998,0.0345765932620947,0.0523288945943044,0.0626446513219128,0.0848278922897145,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"GGB3444_SGB4594",-0.210538819775335,0.297696393121958,0.149324914215148,0.202190706923433,-1.40993765763688,1.47235447984606,0.164088151987968,0.146523463267649,0.238955795802809,0.207388617446498,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"GGB3446_SGB4597",-0.148618750878568,0.281694553540351,0.102176224572311,0.145939510042056,-1.45453359135804,1.93021446665933,0.160583119108726,0.0671967440551913,0.235032646829907,0.105460367740122,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"GGB3449_SGB4601",-0.466982295213485,0.0105424032485045,0.0122520620650399,0.086677415470785,-38.1145877922032,0.121628029530459,3.9730303478602e-05,0.910883231408613,0.000176070985200136,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"GGB3451_SGB4604",0.376120655155647,-0.980948832814687,NA,0.0811064138570311,NA,-12.0945901336957,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"GGB3451_SGB4605",1.1825921793685,-2.72572106580725,NA,0.0811064138570311,NA,-33.6067264743324,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"GGB3475_SGB4638",-0.384836461662164,0.771151664807966,0.0835375502498412,0.141451381433921,-4.60674822892469,5.45170826181158,0.00012403831753708,1.53201510376343e-05,0.000461677363159163,7.89724940517385e-05,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"GGB3496_SGB4671",-0.0351337609284035,-0.0931603198714081,0.0481891078702096,0.137950771717957,-0.72908095794243,-0.675315684800055,0.472469222896533,0.505437333679359,0.601324465504678,0.612892514855286,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"GGB3497_SGB4672",0.649191069897946,-1.27749618384013,0.0773870270846646,0.119150910531428,8.38888757398192,-10.7216653078213,2.30519162147915e-06,1.6783856830844e-07,1.5434761291643e-05,2.19975655485105e-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"GGB3504_SGB4680",-0.074088998569792,0.746563408021014,NA,0.0811064138570311,NA,9.20473945916293,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"GGB3518_SGB4697",0.106742383155259,-0.244171377226697,0.0469432902495754,0.109655853515297,2.27385815071248,-2.22670627603691,0.0720898639975702,0.0764808624002987,0.119535279199201,0.117486811068788,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"GGB3519_SGB4698",-2.67618535232831,4.41990878846492,0.0169833856819071,0.0881773276955922,-157.576669484656,50.1252295116431,5.63549453351e-07,1.74855666272651e-05,4.78822707950643e-06,8.79274207542476e-05,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"GGB3534_SGB4722",-0.829684226446606,1.66300275161351,0.0926747061357425,0.126159669509263,-8.95265020027526,13.1817304062564,7.63044128408425e-10,8.94940804892073e-14,1.740871048517e-08,1.10256707162703e-10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"GGB3537_SGB4727",-0.201639943318427,0.21357185850978,0.141834038367892,0.188618830174499,-1.42166115862407,1.13229341053698,0.161094839190342,0.262705444641216,0.235431603656585,0.346895078025701,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"GGB3538_SGB4728",-0.200459538400872,0.294417116165434,0.0367186981448805,0.103656633989555,-5.45933130880406,2.8403113706654,0.00547265359411612,0.0468528581574692,0.0126735135863742,0.0774606678454995,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"GGB3576_SGB4784",-0.170584853417226,0.325347350663818,0.0733461618002007,0.123548638735528,-2.32575024009995,2.633354393813,0.033502819165649,0.018072123676178,0.0608782790738636,0.0342536251831558,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"GGB3583_SGB4799",0.0162471485877677,-0.240281000590996,0.0304856491376884,0.107121575895675,0.532944157245511,-2.24306820154518,0.613224251612952,0.066067757379643,0.750016875914321,0.103953355161839,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"GGB3585_SGB4803",-0.278873657525295,0.354244235368045,0.0682214542488387,0.174055389309719,-4.08777063749037,2.03523853396859,0.000690763742292159,0.0568238217108944,0.00205735214689487,0.091036343755295,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"GGB3588_SGB4808",-0.790176609837272,1.77454755982925,0.0468874786768257,0.0914879792759777,-16.8526146454495,19.3965106003298,2.78907743771716e-06,1.2159648143851e-06,1.77875756952351e-05,9.79818358407523e-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"GGB3593_SGB4817",-0.379843321318527,1.06053237934165,0.0569580607445865,0.0996206056060274,-6.66882468175725,10.6457130318578,3.52067930330607e-05,3.9425581297711e-07,0.000157726432788112,4.08170724023361e-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"GGB3600_SGB47662",-1.39917650093409,4.53254739550223,0.0501830028784434,0.0926733549297174,-27.8814821887654,48.908851944981,0.0228232846757459,0.0130146396200377,0.0431262066265629,0.0255726252183197,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"GGB3600_SGB4859",0.0279261547081273,-0.0537425227470482,NA,0.101623598926687,NA,-0.528839003092372,1,0.619542841166803,1,0.730408402217705,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"GGB3600_SGB4860",-0.993565661340402,0.894814718052587,0.0541807461486898,0.102032782315399,-18.3379840988851,8.76987471817222,5.20216161143625e-05,0.000932052095520161,0.000221766889456383,0.00259207264487774,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"GGB3600_SGB4861",0.270129121081367,-3.38935746244092,0.0714240374147229,0.105488715094972,3.78204776513634,-32.1300478386664,0.0194014824380593,5.59379259400701e-06,0.0376419312814001,3.34541382321196e-05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"GGB3602_SGB4865",-0.276390994727683,0.113464716382002,0.156370865184958,0.207827812864417,-1.76753511212439,0.545955398452968,0.0904052784396911,0.590353409823293,0.144460834030739,0.702041892762835,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"GGB3602_SGB66069",-0.0146616203022355,0.209411090430925,0.0274185042674363,0.0965740351055284,-0.534734504815727,2.16839951030417,0.615747922929818,0.0823091799779562,0.751834926709154,0.124882893759658,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"GGB3603_SGB4866",0.0897197361462693,-0.503986625511227,0.0644074163211616,0.107575854782981,1.39300318613761,-4.68494186291107,0.19706518224589,0.00114419945301188,0.281056648690209,0.00309179735919842,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"GGB3606_SGB4870",-0.58533650425518,0.668227796142558,0.0471366219117307,0.132210661453951,-12.4178712965748,5.05426558489236,1.650934015301e-06,0.000984027183504144,1.1689371878453e-05,0.00271820961900696,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"GGB3609_SGB4877",0.281045538543561,-1.10944015517021,0.0547016845532192,0.113714529125197,5.13778580749433,-9.75636239014576,0.000887544914292948,1.02013596742921e-05,0.00254884693335411,5.53659696860258e-05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"GGB3619_SGB4894",0.702256076297556,-0.789021320585348,0.032543308843449,0.094644227290521,21.5791233668276,-8.33670835690126,1.04625085704286e-12,5.16370173204718e-07,9.20700754197721e-11,4.7475227864792e-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"GGB3626_SGB4905",-0.316021553668905,0.479125743586978,0.0333427988802248,0.0983489989247515,-9.47795518918881,4.87168907487879,7.85682434806627e-05,0.0027895991944645,0.000316327045647635,0.0066347224084561,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"GGB3627_SGB4906",-0.00524269322008874,0.159629331050219,0.0387645967004078,0.101776306274898,-0.135244363835561,1.5684331343197,0.895395155459083,0.151224928190835,1,0.212681634167933,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"GGB3649_SGB4958",-0.153685091561506,0.0437035261355154,0.0397710597024618,0.0911120339532023,-3.86424432014802,0.479667989389445,0.0180817965650668,0.656512155569639,0.0355291441278506,0.771041921507907,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"GGB3653_SGB4964",-0.243361227210657,0.302038972669785,0.190974245610545,0.272232631565661,-1.27431437905478,1.10948849494163,0.205312694336818,0.269706843920502,0.29174768099534,0.354998751826985,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"GGB3677_SGB4990",0.42652085498147,-1.05174900176963,0.0493375249052582,0.0960506896526708,8.64495849357075,-10.949937013184,0.000132009252506033,3.4445560359286e-05,0.000485478803246067,0.000154879307892848,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"GGB3678_SGB4991",0.561899486394735,-1.24071786752311,0.0992834221847967,0.138760528575839,5.65954994328125,-8.94143226648921,0.00014672072065847,2.2343274986296e-06,0.000530087764959635,1.61923028135981e-05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"GGB3733_SGB5066",0.591011350854928,-0.452705357443032,0.0246107846495706,0.090677454696913,24.0143237718851,-4.99247976198921,2.33301198354638e-06,0.00413124836301646,1.55365987228602e-05,0.00935606246918433,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"GGB3740_SGB5076",1.30539914867769,-1.90493655673518,0.0686497096296804,0.118300553940779,19.0153630032734,-16.102515950084,0.000317577545144761,0.000520945662065327,0.00104334809498225,0.00157691659868423,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"GGB3740_SGB5077",1.78210468503751,-2.26741962513706,0.0677744722002642,0.157172644379305,26.2946302225953,-14.4262993989279,3.32687095804377e-19,2.53006011611501e-13,4.09870502030993e-16,1.10359921345532e-10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"GGB3816_SGB5181",0.492797243230854,-0.586712237440999,NA,0.0864188546548048,NA,-6.78916932866778,1,0.00105492177497899,1,0.00289457377900695,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"GGB3817_SGB5182",-0.206186138236201,0.117650077018731,0.0785582141331066,0.111464036641103,-2.62462863382874,1.05549808318486,0.0210006574841027,0.310419332694336,0.0403003271346021,0.399203150187288,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"GGB3818_SGB5183",-0.158419851328457,-0.103824896504697,0.0474168251429338,0.0935207016491616,-3.34100503040671,-1.11018089763902,0.00531179376338588,0.287034519096419,0.0124013594087106,0.374604372380073,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"GGB3819_SGB5184",0.4237900698849,-0.823823053105279,0.0875929811792576,0.165469115489012,4.83817383744048,-4.97871189237116,7.6902876783046e-06,4.52407249931272e-06,4.21085974207612e-05,2.80083282369511e-05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"GGB3828_SGB5197",1.43795503696468,-2.90999988322293,0.0309867677268415,0.0845545436308607,46.4054544068849,-34.415653591924,2.20311979711458e-05,5.39366851386096e-05,0.000103994007281424,0.000229137917554369,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"GGB41473_SGB58537",-0.105778754002327,0.107140290294671,0.0400184069500806,0.0938297927506181,-2.64325249464021,1.14185790199313,0.0245962777222439,0.280117449979223,0.0460526050969674,0.367529395302838,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"GGB42689_SGB59892",-0.675341468856346,0.482140478553659,0.0633211204001228,0.110840917347904,-10.6653430101821,4.34984200861792,0.000125420590691313,0.0073602979955029,0.00046541616786656,0.0156883860388574,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"GGB51441_SGB71759",-0.0966579389739562,0.576950536254403,0.0713397284865663,0.119801377231068,-1.35489636734681,4.81589235106708,0.188067920439271,6.63236443325807e-05,0.269726833860354,0.0002741970799253,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"GGB55957_SGB77276",0.0739411859385559,-0.513195700309204,0.0543724548655577,0.120534997239867,1.35990155532584,-4.25764891575794,0.188283341818104,0.000350891898270146,0.269726833860354,0.00114973090071495,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"GGB58071_SGB79702",1.20154503784684,-1.90976263134933,0.0386116964583734,0.100097063290256,31.1186802978782,-19.0791075039985,1.23647301386669e-09,5.89873582653472e-08,2.5388912551396e-08,9.19904118770985e-07,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"GGB74505_SGB47518",-0.0418914683087163,0.173023941654692,0.0773329146850416,0.117229410842464,-0.541702953772404,1.47594311368848,0.594007271310923,0.155530652640939,0.728176077865729,0.218238911222821,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"GGB81342_SGB47944",1.36491159424157,-2.52195496438876,0.0243027127204243,0.0824112800357262,56.1629316835269,-30.6020603404711,0.000316879390415359,0.00106611418592718,0.00104334809498225,0.00291878372680508,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Jingyaoa_shaoxingensis",0.15244461176545,-0.183904403114352,0.0443502990516645,0.0908963329316097,3.43728486673483,-2.02323237014106,0.0752140462010447,0.180378289284558,0.123551606559583,0.248297265249804,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Jutongia_hominis",-0.0025132452574872,0.657191381658267,0.0582940552275243,0.0970219604513366,-0.0431132342342266,6.77363535637784,0.967677589587571,0.00247888225335841,1,0.00597648324097369,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Jutongia_huaianensis",0.230152187935739,-0.0414682789928358,NA,0.0921679193321345,NA,-0.449920962665996,1,0.671602408939468,1,0.785022929614255,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Kineothrix_SGB4886",0.39915122136658,-0.521659981755897,0.079333515938695,0.141687299562023,5.03130633558488,-3.68176952605088,4.31614859911509e-05,0.00123547205511955,0.000189234700146256,0.00329459214698548,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Clostridium_hylemonae",-0.19127917895544,-0.0168295660516281,0.0785584997098848,0.129460809036524,-2.43486293223306,-0.1299973804959,0.0262074314147984,0.898094315892298,0.0486991787376043,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Clostridium_scindens",-0.32654499691746,0.377683965672085,0.192041185571808,0.270333635016629,-1.70039044460782,1.39710312277217,0.0926713227223569,0.165977034626609,0.147127667002505,0.231055035773991,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Clostridium_symbiosum",-0.240721459034086,0.06527864735219,0.209098405688446,0.267014311932692,-1.15123526763163,0.244476211329994,0.252201503575801,0.807330221188123,0.350295662238316,0.919252155733611,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Lachnoclostridium_edouardi",0.0728136920003081,-0.64497044384644,0.0835160895808168,0.120208353471334,0.871852266620408,-5.36543780212616,0.39021330063107,8.30036021263759e-06,0.51034266069796,4.6063260279142e-05,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Lachnoclostridium_pacaense",0.228518510207441,-0.616088281982958,0.154406858530018,0.211023558093733,1.47997642321708,-2.91952371360027,0.14371032407948,0.00481266044217628,0.214347602016851,0.010741300117321,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Lachnoclostridium_phocaeense",-0.555749027786749,0.756339863946072,0.0530250115234504,0.109093320244378,-10.4808846206656,6.93296218551059,1.5684457842045e-05,0.000224589968403976,7.85498051276398e-05,0.000781623844840956,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lachnoclostridium_SGB4602",0.609301068179893,-1.39323429574673,0.0602322416298533,0.113250054061932,10.1158623968247,-12.3022837144503,5.42353668869479e-05,1.75810695375942e-05,0.000228828671249041,8.80482832126671e-05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Lachnoclostridium_sp_An118",0.0768801349162785,-0.274709885578977,0.0545111149635963,0.100773726744172,1.41035704310251,-2.72600701050152,0.183826048580392,0.0184020323419499,0.264535544179372,0.0347186888901719,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Lachnoclostridium_sp_An131",-0.268962591460198,0.411981318798808,0.153910955429524,0.180535295836858,-1.74752077075733,2.2819987465005,0.0895745449823518,0.0288692249882085,0.143638103608974,0.0508825253011057,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Lachnoclostridium_sp_An138",-0.121025161607291,-0.0151553637154318,0.137096119810197,0.194453878859144,-0.882775980639308,-0.0779380889923508,0.38194750221173,0.938215338206851,0.501815778212407,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Lachnoclostridium_sp_An14",-0.132707048824484,0.212545377372256,0.0432471441778922,0.0964177637659997,-3.06857369075306,2.20442135422359,0.0373448493475349,0.092197218992994,0.0670683008690423,0.138520699755328,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Lachnospira_eligens",0.0334174179225765,-0.103771244457618,0.233425639055053,0.320546933173833,0.143160871521466,-0.323731827443012,0.886466348660212,0.746852681366389,1,0.864776788950556,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Lachnospira_pectinoschiza",-0.123447640059256,-0.0100437476770503,0.216184794208582,0.300307961177946,-0.571028320984271,-0.0334448265628858,0.569177842946814,0.973382172662436,0.702632367244965,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Lachnospira_sp_NSJ_43",-0.259089114967876,0.467153040244943,0.151058240707607,0.207747575223733,-1.7151604159708,2.24865700474166,0.0935148670865044,0.0297126764217863,0.148085239396624,0.0519959682311986,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Eubacterium_rectale",-0.259254224876652,0.357224254845495,0.274063619261434,0.377084169739142,-0.945963661923858,0.947332939201913,0.345869786610241,0.345174399442869,0.463994276000072,0.437955571692703,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Lachnospiraceae_bacterium",-0.298544398631148,0.489269120489518,0.159245892262132,0.240893714366947,-1.87473845880884,2.03105806133334,0.0639336699347697,0.0450730763141088,0.107311010026752,0.0748383153894636,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Lachnospiraceae_bacterium_2_1_46FAA",1.19865194191518,-4.84826088636486,0.0272981110516835,0.0832566402333825,43.9097027499732,-58.2327232131198,0.0144958791479373,0.0109312628687699,0.0295677534938058,0.0221138191368218,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Lachnospiraceae_bacterium_AM48_27BH",-0.378550421030036,0.821641410079531,0.0931438236133685,0.126858641420229,-4.06414946632816,6.47682649664978,0.000259213261512587,1.82740458820896e-07,0.000877337192811834,2.34516922153483e-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Lachnospiraceae_bacterium_CLA_AA_H215",-0.150115337695206,0.566122998433,0.063960818209359,0.123576993131821,-2.34698901449076,4.58113589014996,0.0330711515645145,0.000360213777495302,0.0603609758925657,0.00116785098387951,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Lachnospiraceae_bacterium_CLA_AA_H244",-0.526406861990292,1.00546165614538,0.223231783160834,0.264358781241955,-2.35811789224936,3.80339798595578,0.02037470453512,0.000249596708264398,0.0392826854260843,0.000854175401615941,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Lachnospiraceae_bacterium_EP_SM_12S_S03",-1.22692418574433,1.38672312652961,0.0440881656847872,0.115454733997705,-27.8288780376201,12.0109680955757,3.00042954492399e-09,2.12899190454554e-06,5.43607235197993e-08,1.57060959664677e-05,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lachnospiraceae_bacterium_OF09_6",1.19535676004071,-2.1702202136875,0.0436388474243295,0.0891818958467165,27.3920332592072,-24.3347620397935,2.21746808885915e-08,5.03855289669089e-08,2.81641307780873e-07,8.06168463470542e-07,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
