"effect","term","estimate","std.error","df","statistic","p.value","microbe","model_type","padj","pres"
"fixed","ResponseResponder:I(Days^2)",-9.82586890839747e-07,2.25506872744188e-06,42,-0.435723700516383,0.665268519149756,"s__GGB9637_SGB15111","ZIGMM",1,4
"fixed","ResponseResponder",-0.00151032858900008,0.00131238164212308,40,-1.15083032292099,0.256635330697038,"s__GGB9199_SGB14138","ZIGMM",1,2
"fixed","ResponseResponder:Days",-2.40256892507216e-05,6.15105813757749e-05,42,-0.390594410154345,0.698071267268525,"s__GGB9199_SGB14138","ZIGMM",1,2
"fixed","ResponseResponder:I(Days^2)",2.85689825642913e-07,5.15710439703754e-07,42,0.55397332232992,0.582534764096833,"s__GGB9199_SGB14138","ZIGMM",1,2
"fixed","ResponseResponder",-0.00740824881069146,0.00472241411219453,40,-1.56874188385161,0.124585916213634,"s__Dysosmobacter_SGB15074","ZIGMM",1,3
"fixed","ResponseResponder:Days",0.000184723616109561,0.000164329601349839,42,1.12410432808332,0.267352659404097,"s__Dysosmobacter_SGB15074","ZIGMM",1,3
"fixed","ResponseResponder:I(Days^2)",-1.06399527953016e-06,1.35249420497811e-06,42,-0.786691192918918,0.435879281526604,"s__Dysosmobacter_SGB15074","ZIGMM",1,3
"fixed","ResponseResponder",-0.00117834727672951,0.00120487303018197,40,-0.977984606852348,0.333960032052921,"s__GGB9640_SGB15115","ZIGMM",1,2
"fixed","ResponseResponder:Days",-3.63906788035087e-05,5.71510043742775e-05,42,-0.636746094000186,0.527745711103018,"s__GGB9640_SGB15115","ZIGMM",1,2
"fixed","ResponseResponder:I(Days^2)",3.48599855023517e-07,4.78826065962436e-07,42,0.728030238543582,0.470634681676515,"s__GGB9640_SGB15115","ZIGMM",1,2
"fixed","ResponseResponder",-0.00787187244077826,0.00470320196409691,40,-1.67372621904613,0.101988088304319,"s__GGB9289_SGB14244","ZIGMM",1,4
"fixed","ResponseResponder:Days",0.000246555764199326,0.000188777330815233,42,1.30606658720397,0.198638020618241,"s__GGB9289_SGB14244","ZIGMM",1,4
"fixed","ResponseResponder:I(Days^2)",-1.52243805247505e-06,1.57395691706398e-06,42,-0.967267932158498,0.338947246092448,"s__GGB9289_SGB14244","ZIGMM",1,4
"fixed","ResponseResponder",-0.0303065028900974,0.0370662294681509,40,-0.817631124744916,0.418411691276308,"s__GGB9712_SGB15244","ZIGMM",1,15
"fixed","ResponseResponder:Days",-0.000908526297518272,0.00122209582934324,42,-0.743416576428802,0.461368100652643,"s__GGB9712_SGB15244","ZIGMM",1,15
"fixed","ResponseResponder:I(Days^2)",4.78857758769125e-06,1.00994848820756e-05,42,0.474140774861693,0.637855318624732,"s__GGB9712_SGB15244","ZIGMM",1,15
"fixed","ResponseResponder",-0.00428814190557049,0.00219332363005356,40,-1.95508854544451,0.0575851903633638,"s__GGB33512_SGB15202","ZIGMM",1,2
"fixed","ResponseResponder:Days",0.000119667200487757,0.000101027536277468,42,1.18450082915112,0.242874724989951,"s__GGB33512_SGB15202","ZIGMM",1,2
"fixed","ResponseResponder:I(Days^2)",-5.7026287475324e-07,8.47215659351492e-07,42,-0.673102377722518,0.504569232160278,"s__GGB33512_SGB15202","ZIGMM",1,2
"fixed","ResponseResponder",-0.000266585968967905,0.000757375318327275,40,-0.351986607586687,0.726695999000438,"s__GGB38145_SGB53822","ZIGMM",1,1
"fixed","ResponseResponder:Days",-4.55497376697022e-05,3.66735240989871e-05,42,-1.24203328664998,0.221115249977916,"s__GGB38145_SGB53822","ZIGMM",1,1
"fixed","ResponseResponder:I(Days^2)",3.51374805870647e-07,3.0601321363474e-07,42,1.14823409648595,0.257369944049512,"s__GGB38145_SGB53822","ZIGMM",1,1
"fixed","ResponseResponder",-0.00206133334010448,0.00573908952016956,40,-0.359174278927014,0.721353851932859,"s__GGB9634_SGB15097","ZIGMM",1,4
"fixed","ResponseResponder:Days",-0.000374049231722972,0.000248848001421403,42,-1.50312331056078,0.14028987548629,"s__GGB9634_SGB15097","ZIGMM",1,4
"fixed","ResponseResponder:I(Days^2)",2.32169379758951e-06,2.08288919359272e-06,42,1.11465065195566,0.271338003510992,"s__GGB9634_SGB15097","ZIGMM",1,4
"fixed","ResponseResponder",0.00223195620215566,0.00338960746087743,40,0.658470406357287,0.514008380422709,"s__GGB9296_SGB14253","ZIGMM",1,7
"fixed","ResponseResponder:Days",-7.74664696784881e-05,0.00010685602408239,42,-0.724961183458957,0.472495708924688,"s__GGB9296_SGB14253","ZIGMM",1,7
"fixed","ResponseResponder:I(Days^2)",1.5052377633727e-07,8.81540682056015e-07,42,0.170750799595776,0.865239661994608,"s__GGB9296_SGB14253","ZIGMM",1,7
"fixed","ResponseResponder",-0.00820266175259032,0.00762078304948351,40,-1.07635418818887,0.288218141071617,"s__GGB9590_SGB15012","ZIGMM",1,4
"fixed","ResponseResponder:Days",0.000100736319801275,0.000300772149052496,42,0.334925690821502,0.739348176612004,"s__GGB9590_SGB15012","ZIGMM",1,4
"fixed","ResponseResponder:I(Days^2)",-1.1997402134028e-06,2.50556735564136e-06,42,-0.47882975913681,0.634543282417959,"s__GGB9590_SGB15012","ZIGMM",1,4
"fixed","ResponseResponder",-0.0008007409568014,0.00170674674184751,40,-0.469162141733236,0.641501005952925,"s__GGB9444_SGB14834","ZIGMM",1,3
"fixed","ResponseResponder:Days",-0.000107001577544684,5.71274445521156e-05,42,-1.87303280207239,0.0680348272756039,"s__GGB9444_SGB14834","ZIGMM",1,3
"fixed","ResponseResponder:I(Days^2)",6.00779510555244e-07,4.61609158727875e-07,42,1.30148958094961,0.200184986086716,"s__GGB9444_SGB14834","ZIGMM",1,3
"fixed","ResponseResponder",0.00873495590109601,0.015004416294012,40,0.582158994387671,0.563726718046804,"s__Dysosmobacter_sp_Marseille_Q4140","ZIGMM",1,3
"fixed","ResponseResponder:Days",0.000374880046547273,0.000395992152164237,42,0.94668554540392,0.349214146403419,"s__Dysosmobacter_sp_Marseille_Q4140","ZIGMM",1,3
"fixed","ResponseResponder:I(Days^2)",-3.91772510521511e-06,3.24207115330598e-06,42,-1.20840195046927,0.233652510092457,"s__Dysosmobacter_sp_Marseille_Q4140","ZIGMM",1,3
"fixed","ResponseResponder",-0.000161881270245406,0.000459907499555679,40,-0.351986585132448,0.726696015710998,"s__GGB4564_SGB6302","ZIGMM",1,1
"fixed","ResponseResponder:Days",-2.76595540827482e-05,2.22695779429364e-05,42,-1.24203315184612,0.221115299210044,"s__GGB4564_SGB6302","ZIGMM",1,1
"fixed","ResponseResponder:I(Days^2)",2.13368308472944e-07,1.85823023266615e-07,42,1.14823397403672,0.257369994019049,"s__GGB4564_SGB6302","ZIGMM",1,1
"fixed","ResponseResponder",-0.00462637517066489,0.00235772609421715,40,-1.96221909831346,0.0567202590536608,"s__Ellagibacter_isourolithinifaciens","ZIGMM",1,6
"fixed","ResponseResponder:Days",3.34895595088478e-05,0.000105970966877115,42,0.316025799289749,0.75354814093005,"s__Ellagibacter_isourolithinifaciens","ZIGMM",1,6
"fixed","ResponseResponder:I(Days^2)",-3.61859897137586e-08,8.88253912417842e-07,42,-0.0407383398011271,0.967697541724902,"s__Ellagibacter_isourolithinifaciens","ZIGMM",1,6
"fixed","ResponseResponder",-0.000108448606090346,0.000331209655681982,40,-0.327431897681375,0.745048794723439,"s__Butyricicoccus_intestinisimiae","ZIGMM",1,2
"fixed","ResponseResponder:Days",-2.22088474651897e-05,1.6038349923314e-05,42,-1.38473393905105,0.173446334664947,"s__Butyricicoccus_intestinisimiae","ZIGMM",1,2
"fixed","ResponseResponder:I(Days^2)",1.68705671257139e-07,1.33827756774518e-07,42,1.26061794147372,0.2144050188775,"s__Butyricicoccus_intestinisimiae","ZIGMM",1,2
"fixed","ResponseResponder",-0.00443244552581512,0.00392274936720425,40,-1.12993339897576,0.265234636993434,"s__GGB9636_SGB15107","ZIGMM",1,4
"fixed","ResponseResponder:Days",-3.26828691967032e-05,0.000176124177091359,42,-0.185567193195457,0.853677475480917,"s__GGB9636_SGB15107","ZIGMM",1,4
"fixed","ResponseResponder:I(Days^2)",3.92479501166974e-07,1.47623303139859e-06,42,0.265865546169996,0.791643540955064,"s__GGB9636_SGB15107","ZIGMM",1,4
"fixed","ResponseResponder",0.000181008739745549,0.00115303225142534,40,0.156984975504191,0.876046413306607,"s__GGB6649_SGB9391","ZIGMM",1,7
"fixed","ResponseResponder:Days",-3.02613329225211e-05,5.39190394716938e-05,42,-0.561236498628794,0.577618761434057,"s__GGB6649_SGB9391","ZIGMM",1,7
"fixed","ResponseResponder:I(Days^2)",1.60053061021181e-07,4.52094549121754e-07,42,0.354025637628461,0.725090862081599,"s__GGB6649_SGB9391","ZIGMM",1,7
"fixed","ResponseResponder",0.25478485753921,0.367666563380862,40,0.692978048360849,0.492327503861614,"s__Enterococcus_faecalis","ZIGMM",1,7
"fixed","ResponseResponder:Days",0.0526164665378063,0.0186131402738189,42,2.82684521600131,0.00716941229447598,"s__Enterococcus_faecalis","ZIGMM",1,7
"fixed","ResponseResponder:I(Days^2)",-0.000679520800687257,0.000177065509086856,42,-3.83768021333806,0.000411477567513335,"s__Enterococcus_faecalis","ZIGMM",1,7
"fixed","ResponseResponder",-0.000463384636349801,0.000288645069034479,40,-1.60537866764822,0.116277710682147,"s__GGB9559_SGB14969","ZIGMM",1,2
"fixed","ResponseResponder:Days",-9.89536072915786e-07,1.39763868002643e-05,42,-0.0708005643416421,0.943892540133342,"s__GGB9559_SGB14969","ZIGMM",1,2
"fixed","ResponseResponder:I(Days^2)",3.42330857357962e-08,1.16620982920859e-07,42,0.293541392624236,0.770554028275762,"s__GGB9559_SGB14969","ZIGMM",1,2
"fixed","ResponseResponder",-0.00235317163003515,0.0147723383502554,40,-0.159295811823486,0.874237446628503,"s__Clostridium_sp_1001270J_160509_D11","ZIGMM",1,8
"fixed","ResponseResponder:Days",0.000758481556219764,0.000373406067914511,42,2.03125128752169,0.0485895006244446,"s__Clostridium_sp_1001270J_160509_D11","ZIGMM",1,8
"fixed","ResponseResponder:I(Days^2)",-4.4090350454086e-06,3.06148987689003e-06,42,-1.44015992954628,0.157235246058875,"s__Clostridium_sp_1001270J_160509_D11","ZIGMM",1,8
"fixed","ResponseResponder",0.00096903366462272,0.00266122936020298,40,0.364130081801295,0.717678694817494,"s__GGB9711_SGB15240","ZIGMM",1,2
"fixed","ResponseResponder:Days",-0.000256020737703858,0.000128861736416596,42,-1.98678634033125,0.0534952052299753,"s__GGB9711_SGB15240","ZIGMM",1,2
"fixed","ResponseResponder:I(Days^2)",1.67490433793801e-06,1.07525490095906e-06,42,1.5576811939607,0.126813028060402,"s__GGB9711_SGB15240","ZIGMM",1,2
"fixed","ResponseResponder",-0.00369768565698763,0.00230915077489021,40,-1.60131841419642,0.117175620360879,"s__GGB34228_SGB53814","ZIGMM",1,4
"fixed","ResponseResponder:Days",8.55440432242742e-05,0.000102867081559898,42,0.83159784381035,0.410339167844867,"s__GGB34228_SGB53814","ZIGMM",1,4
"fixed","ResponseResponder:I(Days^2)",-4.59919368565754e-07,8.61980368562022e-07,42,-0.533561302948237,0.596457699015706,"s__GGB34228_SGB53814","ZIGMM",1,4
"fixed","ResponseResponder",-0.00319554297248572,0.00420613855690726,40,-0.759733168380305,0.451868705312851,"c__CFGB1217","ZIGMM",1,13
"fixed","ResponseResponder:Days",0.000126837603725811,0.000203669236553364,42,0.622762700308829,0.536807426154434,"c__CFGB1217","ZIGMM",1,13
"fixed","ResponseResponder:I(Days^2)",-4.08585788694021e-07,1.69946960440629e-06,42,-0.240419591874231,0.811174668006475,"c__CFGB1217","ZIGMM",1,13
"fixed","ResponseResponder",0.00334602818537073,0.00535212015073098,40,0.625178077310865,0.535404750276542,"c__CFGB2906","ZIGMM",1,5
"fixed","ResponseResponder:Days",2.70478178665757e-05,0.000257031869825941,42,0.105231378057873,0.916693183101718,"c__CFGB2906","ZIGMM",1,5
"fixed","ResponseResponder:I(Days^2)",3.98465587599511e-07,2.14985007744572e-06,42,0.18534575586449,0.853850044478969,"c__CFGB2906","ZIGMM",1,5
"fixed","ResponseResponder",-0.00319554297248572,0.00420613855690726,40,-0.759733168380305,0.451868705312851,"o__OFGB1217","ZIGMM",1,13
"fixed","ResponseResponder:Days",0.000126837603725811,0.000203669236553364,42,0.622762700308829,0.536807426154434,"o__OFGB1217","ZIGMM",1,13
"fixed","ResponseResponder:I(Days^2)",-4.08585788694021e-07,1.69946960440629e-06,42,-0.240419591874231,0.811174668006475,"o__OFGB1217","ZIGMM",1,13
"fixed","ResponseResponder",0.00334602818537073,0.00535212015073098,40,0.625178077310865,0.535404750276542,"o__OFGB2906","ZIGMM",1,5
"fixed","ResponseResponder:Days",2.70478178665757e-05,0.000257031869825941,42,0.105231378057873,0.916693183101718,"o__OFGB2906","ZIGMM",1,5
"fixed","ResponseResponder:I(Days^2)",3.98465587599511e-07,2.14985007744572e-06,42,0.18534575586449,0.853850044478969,"o__OFGB2906","ZIGMM",1,5
"fixed","ResponseResponder",-0.00319554297248572,0.00420613855690726,40,-0.759733168380305,0.451868705312851,"f__FGB1217","ZIGMM",1,13
"fixed","ResponseResponder:Days",0.000126837603725811,0.000203669236553364,42,0.622762700308829,0.536807426154434,"f__FGB1217","ZIGMM",1,13
"fixed","ResponseResponder:I(Days^2)",-4.08585788694021e-07,1.69946960440629e-06,42,-0.240419591874231,0.811174668006475,"f__FGB1217","ZIGMM",1,13
"fixed","ResponseResponder",0.00334602818537073,0.00535212015073098,40,0.625178077310865,0.535404750276542,"f__FGB2906","ZIGMM",1,5
"fixed","ResponseResponder:Days",2.70478178665757e-05,0.000257031869825941,42,0.105231378057873,0.916693183101718,"f__FGB2906","ZIGMM",1,5
"fixed","ResponseResponder:I(Days^2)",3.98465587599511e-07,2.14985007744572e-06,42,0.18534575586449,0.853850044478969,"f__FGB2906","ZIGMM",1,5
"fixed","ResponseResponder",-1.3517285929554e-05,0.00610380562897451,40,-0.00221456690321003,0.998244040703201,"g__Lachnotalea","ZIGMM",1,15
"fixed","ResponseResponder:Days",0.000206543227002707,0.000213576712311824,42,0.967068107599443,0.339045948387399,"g__Lachnotalea","ZIGMM",1,15
"fixed","ResponseResponder:I(Days^2)",-4.78904563288215e-07,1.76910521765322e-06,42,-0.270704398194868,0.787944329520805,"g__Lachnotalea","ZIGMM",1,15
"fixed","ResponseResponder",-0.00285059710439087,0.00319638578344839,40,-0.891818853391198,0.377823632551028,"g__Guopingia","ZIGMM",1,10
"fixed","ResponseResponder:Days",0.000309444351481961,0.000154775032512271,42,1.9993169858157,0.052071119136823,"g__Guopingia","ZIGMM",1,10
"fixed","ResponseResponder:I(Days^2)",-2.32626359190041e-06,1.29148267782709e-06,42,-1.80123483794171,0.0788482778068376,"g__Guopingia","ZIGMM",1,10
"fixed","ResponseResponder",-0.00319554297248572,0.00420613855690726,40,-0.759733168380305,0.451868705312851,"g__GGB2982","ZIGMM",1,13
"fixed","ResponseResponder:Days",0.000126837603725811,0.000203669236553364,42,0.622762700308829,0.536807426154434,"g__GGB2982","ZIGMM",1,13
"fixed","ResponseResponder:I(Days^2)",-4.08585788694021e-07,1.69946960440629e-06,42,-0.240419591874231,0.811174668006475,"g__GGB2982","ZIGMM",1,13
"fixed","ResponseResponder",0.00334602818537073,0.00535212015073098,40,0.625178077310865,0.535404750276542,"g__GGB9225","ZIGMM",1,5
"fixed","ResponseResponder:Days",2.70478178665757e-05,0.000257031869825941,42,0.105231378057873,0.916693183101718,"g__GGB9225","ZIGMM",1,5
"fixed","ResponseResponder:I(Days^2)",3.98465587599511e-07,2.14985007744572e-06,42,0.18534575586449,0.853850044478969,"g__GGB9225","ZIGMM",1,5
"fixed","ResponseResponder",-1.3517285929554e-05,0.00610380562897451,40,-0.00221456690321003,0.998244040703201,"s__Lachnotalea_sp_AF33_28","ZIGMM",1,15
"fixed","ResponseResponder:Days",0.000206543227002707,0.000213576712311824,42,0.967068107599443,0.339045948387399,"s__Lachnotalea_sp_AF33_28","ZIGMM",1,15
"fixed","ResponseResponder:I(Days^2)",-4.78904563288215e-07,1.76910521765322e-06,42,-0.270704398194868,0.787944329520805,"s__Lachnotalea_sp_AF33_28","ZIGMM",1,15
"fixed","ResponseResponder",-0.00285059710439087,0.00319638578344839,40,-0.891818853391198,0.377823632551028,"s__Guopingia_tenuis","ZIGMM",1,10
"fixed","ResponseResponder:Days",0.000309444351481961,0.000154775032512271,42,1.9993169858157,0.052071119136823,"s__Guopingia_tenuis","ZIGMM",1,10
"fixed","ResponseResponder:I(Days^2)",-2.32626359190041e-06,1.29148267782709e-06,42,-1.80123483794171,0.0788482778068376,"s__Guopingia_tenuis","ZIGMM",1,10
"fixed","ResponseResponder",-0.000450578169722156,0.00516799394374875,40,-0.0871862805232541,0.93095845321879,"s__Clostridium_spiroforme","ZIGMM",1,12
"fixed","ResponseResponder:Days",0.000620099158784171,0.0002361368135553,42,2.62601645820444,0.012002727400891,"s__Clostridium_spiroforme","ZIGMM",1,12
"fixed","ResponseResponder:I(Days^2)",-5.12058093218492e-06,1.98008635235882e-06,42,-2.58603920282816,0.013266838335837,"s__Clostridium_spiroforme","ZIGMM",1,12
"fixed","ResponseResponder",0.000424079047286652,0.00147583349855157,40,0.287348842334082,0.775328661888102,"s__Pseudoflavonifractor_gallinarum","ZIGMM",1,6
"fixed","ResponseResponder:Days",7.88875986655753e-05,6.98104084267716e-05,42,1.13002631618071,0.264877490510521,"s__Pseudoflavonifractor_gallinarum","ZIGMM",1,6
"fixed","ResponseResponder:I(Days^2)",-6.21762491157715e-07,5.85017753390038e-07,42,-1.06280961142589,0.293941213748434,"s__Pseudoflavonifractor_gallinarum","ZIGMM",1,6
"fixed","ResponseResponder",-0.00319554297248572,0.00420613855690726,40,-0.759733168380305,0.451868705312851,"s__GGB2982_SGB3964","ZIGMM",1,13
"fixed","ResponseResponder:Days",0.000126837603725811,0.000203669236553364,42,0.622762700308829,0.536807426154434,"s__GGB2982_SGB3964","ZIGMM",1,13
"fixed","ResponseResponder:I(Days^2)",-4.08585788694021e-07,1.69946960440629e-06,42,-0.240419591874231,0.811174668006475,"s__GGB2982_SGB3964","ZIGMM",1,13
"fixed","ResponseResponder",0.00334602818537073,0.00535212015073098,40,0.625178077310865,0.535404750276542,"s__GGB9225_SGB14166","ZIGMM",1,5
"fixed","ResponseResponder:Days",2.70478178665757e-05,0.000257031869825941,42,0.105231378057873,0.916693183101718,"s__GGB9225_SGB14166","ZIGMM",1,5
"fixed","ResponseResponder:I(Days^2)",3.98465587599511e-07,2.14985007744572e-06,42,0.18534575586449,0.853850044478969,"s__GGB9225_SGB14166","ZIGMM",1,5
"fixed","ResponseResponder",-0.000244706474344222,0.0169021032791864,40,-0.0144778712034944,0.98852070646617,"c__CFGB79237","ZIGMM",1,6
"fixed","ResponseResponder:Days",0.000762510274375074,0.000678977765955256,42,1.12302686863729,0.267804762931614,"c__CFGB79237","ZIGMM",1,6
"fixed","ResponseResponder:I(Days^2)",-5.25670512750121e-06,5.66137917031094e-06,42,-0.928520236741623,0.358443594717611,"c__CFGB79237","ZIGMM",1,6
"fixed","ResponseResponder",0.00692359982078891,0.00822557796658411,40,0.84171590724878,0.404951312599494,"c__Opitutae","ZIGMM",1,5
"fixed","ResponseResponder:Days",1.08876333421484e-05,0.000342463473217663,42,0.031792101037381,0.974788449610622,"c__Opitutae","ZIGMM",1,5
"fixed","ResponseResponder:I(Days^2)",-9.1659099231782e-07,2.86073734926617e-06,42,-0.320403756238909,0.750250969866473,"c__Opitutae","ZIGMM",1,5
"fixed","ResponseResponder",0.0236970631317407,0.0375630736270679,40,0.630860599082196,0.531719975497059,"c__CFGB1670","ZIGMM",1,6
"fixed","ResponseResponder:Days",4.94768601858535e-05,0.000317624230750031,42,0.155771680482373,0.876959284888768,"c__CFGB1670","ZIGMM",1,6
"fixed","ResponseResponder:I(Days^2)",-2.56881298073591e-07,2.57265671690349e-06,42,-0.0998505927299853,0.920938040027984,"c__CFGB1670","ZIGMM",1,6
"fixed","ResponseResponder",0.00479955942218613,0.00284559791237912,40,1.6866611411636,0.0994539280327479,"c__CFGB2378","ZIGMM",1,9
"fixed","ResponseResponder:Days",-4.83900737715649e-05,0.000110343776815061,42,-0.438539219594304,0.66324303597131,"c__CFGB2378","ZIGMM",1,9
"fixed","ResponseResponder:I(Days^2)",1.26555889846369e-07,9.18391576815929e-07,42,0.137801666567043,0.89105570699016,"c__CFGB2378","ZIGMM",1,9
"fixed","ResponseResponder",0.00163164744338966,0.00551694972968476,40,0.295751732993024,0.768949636963865,"c__CFGB2992","ZIGMM",1,5
"fixed","ResponseResponder:Days",0.000219569975386197,0.000197710989583783,42,1.11056029737361,0.273075361112933,"c__CFGB2992","ZIGMM",1,5
"fixed","ResponseResponder:I(Days^2)",-1.66019117319144e-06,1.63939675894437e-06,42,-1.01268418650557,0.317009703222,"c__CFGB2992","ZIGMM",1,5
"fixed","ResponseResponder",-0.0234949865654829,0.0130769753177219,40,-1.79666826576039,0.0799426906304896,"c__CFGB2840","ZIGMM",1,10
"fixed","ResponseResponder:Days",0.000622151054666736,0.000569047476495205,42,1.09332011890923,0.280484594287074,"c__CFGB2840","ZIGMM",1,10
"fixed","ResponseResponder:I(Days^2)",-3.05692400074543e-06,4.76380754895279e-06,42,-0.641697627230432,0.5245564228096,"c__CFGB2840","ZIGMM",1,10
"fixed","ResponseResponder",-0.000244706474344222,0.0169021032791864,40,-0.0144778712034944,0.98852070646617,"o__OFGB79237","ZIGMM",1,6
"fixed","ResponseResponder:Days",0.000762510274375074,0.000678977765955256,42,1.12302686863729,0.267804762931614,"o__OFGB79237","ZIGMM",1,6
"fixed","ResponseResponder:I(Days^2)",-5.25670512750121e-06,5.66137917031094e-06,42,-0.928520236741623,0.358443594717611,"o__OFGB79237","ZIGMM",1,6
"fixed","ResponseResponder",0.00692359982078891,0.00822557796658411,40,0.84171590724878,0.404951312599494,"o__Puniceicoccales","ZIGMM",1,5
"fixed","ResponseResponder:Days",1.08876333421484e-05,0.000342463473217663,42,0.031792101037381,0.974788449610622,"o__Puniceicoccales","ZIGMM",1,5
"fixed","ResponseResponder:I(Days^2)",-9.1659099231782e-07,2.86073734926617e-06,42,-0.320403756238909,0.750250969866473,"o__Puniceicoccales","ZIGMM",1,5
"fixed","ResponseResponder",0.0236970631317407,0.0375630736270679,40,0.630860599082196,0.531719975497059,"o__OFGB1670","ZIGMM",1,6
"fixed","ResponseResponder:Days",4.94768601858535e-05,0.000317624230750031,42,0.155771680482373,0.876959284888768,"o__OFGB1670","ZIGMM",1,6
"fixed","ResponseResponder:I(Days^2)",-2.56881298073591e-07,2.57265671690349e-06,42,-0.0998505927299853,0.920938040027984,"o__OFGB1670","ZIGMM",1,6
"fixed","ResponseResponder",0.00479955942218613,0.00284559791237912,40,1.6866611411636,0.0994539280327479,"o__OFGB2378","ZIGMM",1,9
"fixed","ResponseResponder:Days",-4.83900737715649e-05,0.000110343776815061,42,-0.438539219594304,0.66324303597131,"o__OFGB2378","ZIGMM",1,9
"fixed","ResponseResponder:I(Days^2)",1.26555889846369e-07,9.18391576815929e-07,42,0.137801666567043,0.89105570699016,"o__OFGB2378","ZIGMM",1,9
"fixed","ResponseResponder",0.00163164744338966,0.00551694972968476,40,0.295751732993024,0.768949636963865,"o__OFGB2992","ZIGMM",1,5
"fixed","ResponseResponder:Days",0.000219569975386197,0.000197710989583783,42,1.11056029737361,0.273075361112933,"o__OFGB2992","ZIGMM",1,5
"fixed","ResponseResponder:I(Days^2)",-1.66019117319144e-06,1.63939675894437e-06,42,-1.01268418650557,0.317009703222,"o__OFGB2992","ZIGMM",1,5
"fixed","ResponseResponder",-0.0234949865654829,0.0130769753177219,40,-1.79666826576039,0.0799426906304896,"o__OFGB2840","ZIGMM",1,10
"fixed","ResponseResponder:Days",0.000622151054666736,0.000569047476495205,42,1.09332011890923,0.280484594287074,"o__OFGB2840","ZIGMM",1,10
"fixed","ResponseResponder:I(Days^2)",-3.05692400074543e-06,4.76380754895279e-06,42,-0.641697627230432,0.5245564228096,"o__OFGB2840","ZIGMM",1,10
"fixed","ResponseResponder",-0.000244706474344222,0.0169021032791864,40,-0.0144778712034944,0.98852070646617,"f__FGB79237","ZIGMM",1,6
"fixed","ResponseResponder:Days",0.000762510274375074,0.000678977765955256,42,1.12302686863729,0.267804762931614,"f__FGB79237","ZIGMM",1,6
"fixed","ResponseResponder:I(Days^2)",-5.25670512750121e-06,5.66137917031094e-06,42,-0.928520236741623,0.358443594717611,"f__FGB79237","ZIGMM",1,6
"fixed","ResponseResponder",0.00692359982078891,0.00822557796658411,40,0.84171590724878,0.404951312599494,"f__Puniceicoccaceae","ZIGMM",1,5
"fixed","ResponseResponder:Days",1.08876333421484e-05,0.000342463473217663,42,0.031792101037381,0.974788449610622,"f__Puniceicoccaceae","ZIGMM",1,5
"fixed","ResponseResponder:I(Days^2)",-9.1659099231782e-07,2.86073734926617e-06,42,-0.320403756238909,0.750250969866473,"f__Puniceicoccaceae","ZIGMM",1,5
"fixed","ResponseResponder",0.0236970631317407,0.0375630736270679,40,0.630860599082196,0.531719975497059,"f__FGB1670","ZIGMM",1,6
"fixed","ResponseResponder:Days",4.94768601858535e-05,0.000317624230750031,42,0.155771680482373,0.876959284888768,"f__FGB1670","ZIGMM",1,6
"fixed","ResponseResponder:I(Days^2)",-2.56881298073591e-07,2.57265671690349e-06,42,-0.0998505927299853,0.920938040027984,"f__FGB1670","ZIGMM",1,6
"fixed","ResponseResponder",0.00479955942218613,0.00284559791237912,40,1.6866611411636,0.0994539280327479,"f__FGB2378","ZIGMM",1,9
"fixed","ResponseResponder:Days",-4.83900737715649e-05,0.000110343776815061,42,-0.438539219594304,0.66324303597131,"f__FGB2378","ZIGMM",1,9
"fixed","ResponseResponder:I(Days^2)",1.26555889846369e-07,9.18391576815929e-07,42,0.137801666567043,0.89105570699016,"f__FGB2378","ZIGMM",1,9
"fixed","ResponseResponder",0.00163164744338966,0.00551694972968476,40,0.295751732993024,0.768949636963865,"f__FGB2992","ZIGMM",1,5
"fixed","ResponseResponder:Days",0.000219569975386197,0.000197710989583783,42,1.11056029737361,0.273075361112933,"f__FGB2992","ZIGMM",1,5
"fixed","ResponseResponder:I(Days^2)",-1.66019117319144e-06,1.63939675894437e-06,42,-1.01268418650557,0.317009703222,"f__FGB2992","ZIGMM",1,5
"fixed","ResponseResponder",-0.0234949865654829,0.0130769753177219,40,-1.79666826576039,0.0799426906304896,"f__FGB2840","ZIGMM",1,10
"fixed","ResponseResponder:Days",0.000622151054666736,0.000569047476495205,42,1.09332011890923,0.280484594287074,"f__FGB2840","ZIGMM",1,10
"fixed","ResponseResponder:I(Days^2)",-3.05692400074543e-06,4.76380754895279e-06,42,-0.641697627230432,0.5245564228096,"f__FGB2840","ZIGMM",1,10
"fixed","ResponseResponder",0.165422282774992,0.135569949979282,40,1.22019874463531,0.229534696992216,"g__GGB6608","ZIGMM",1,3
"fixed","ResponseResponder:Days",-0.00503245496311068,0.00622988018712485,42,-0.807793217839269,0.423761270734263,"g__GGB6608","ZIGMM",1,3
"fixed","ResponseResponder:I(Days^2)",3.2811682351285e-05,5.22354586763765e-05,42,0.628149597662557,0.533306954322574,"g__GGB6608","ZIGMM",1,3
"fixed","ResponseResponder",0.0443376818878552,0.0414776138778175,40,1.06895449720089,0.291498798064817,"g__GGB1550","ZIGMM",1,4
"fixed","ResponseResponder:Days",-0.000732767539642628,0.00176261786496612,42,-0.415726831213477,0.679726402399584,"g__GGB1550","ZIGMM",1,4
"fixed","ResponseResponder:I(Days^2)",2.60055002693859e-06,1.47391744203599e-05,42,0.176437970863981,0.860797915055315,"g__GGB1550","ZIGMM",1,4
