"effect","term","estimate","std.error","df","statistic","p.value","microbe","model_type","padj","pres"
"fixed","ResponseResponder",0.00270841527288503,0.0239151174805149,40,0.113251179932181,0.910397920220729,"o__OFGB2834","ZIGMM",1,27
"fixed","ResponseResponder:Days",0.000271019577190592,0.000650943834520698,42,0.416348635347547,0.679274954589498,"o__OFGB2834","ZIGMM",1,27
"fixed","ResponseResponder:I(Days^2)",-3.93153289626927e-06,5.34649166279842e-06,42,-0.735348176753997,0.466214156650233,"o__OFGB2834","ZIGMM",1,27
"fixed","ResponseResponder",-0.0779862867524024,0.245902029768948,40,-0.317143729255424,0.752784028765777,"o__Candidatus_Borkfalkiales","ZIGMM",1,29
"fixed","ResponseResponder:Days",0.0152959445850785,0.0119372277236067,42,1.28136489805164,0.207095086034027,"o__Candidatus_Borkfalkiales","ZIGMM",1,29
"fixed","ResponseResponder:I(Days^2)",-0.000135961667544682,0.000102199204231992,42,-1.3303593561849,0.190578659375834,"o__Candidatus_Borkfalkiales","ZIGMM",1,29
"fixed","ResponseResponder",-0.012648302083297,0.0587563373238857,40,-0.215267027513561,0.830652993902708,"o__OFGB3038","ZIGMM",1,51
"fixed","ResponseResponder:Days",-0.000938514487690371,0.00185567670525222,42,-0.505753230093392,0.615674130294367,"o__OFGB3038","ZIGMM",1,51
"fixed","ResponseResponder:I(Days^2)",1.26459256292153e-05,1.53099538542217e-05,42,0.825993712954806,0.41347525612312,"o__OFGB3038","ZIGMM",1,51
"fixed","ResponseResponder",-0.380417438229591,0.177171435139849,40,-2.14717139887314,0.0378945158679591,"o__OFGB79294","ZIGMM",1,10
"fixed","ResponseResponder:Days",0.00955805956008677,0.00782762379177006,42,1.2210678252238,0.228870882861768,"o__OFGB79294","ZIGMM",1,10
"fixed","ResponseResponder:I(Days^2)",-5.00719438682274e-05,6.5347958695118e-05,42,-0.766235776420178,0.447821348210586,"o__OFGB79294","ZIGMM",1,10
"fixed","ResponseResponder",0.000751023093071073,0.00349577052894861,40,0.214837640758116,0.830985490350057,"o__OFGB1211","ZIGMM",1,17
"fixed","ResponseResponder:Days",7.39534980966744e-05,0.000150331572676979,42,0.491935903947337,0.625326125849847,"o__OFGB1211","ZIGMM",1,17
"fixed","ResponseResponder:I(Days^2)",-1.12111525725347e-06,1.25780614056378e-06,42,-0.891325953259351,0.377832309924573,"o__OFGB1211","ZIGMM",1,17
"fixed","ResponseResponder",0.167539402446204,0.209036244152662,40,0.801484944036061,0.427586642120814,"o__OFGB1227","ZIGMM",1,31
"fixed","ResponseResponder:Days",0.00845942569511524,0.0094730998435716,42,0.892994461665657,0.376948444890434,"o__OFGB1227","ZIGMM",1,31
"fixed","ResponseResponder:I(Days^2)",-7.41593551909987e-05,7.96811398639981e-05,42,-0.930701484913191,0.35732701778994,"o__OFGB1227","ZIGMM",1,31
"fixed","ResponseResponder",0.00044089432871934,0.00212790439396338,40,0.207196493399848,0.836907623329969,"o__OFGB2954","ZIGMM",1,4
"fixed","ResponseResponder:Days",-0.000162186780550829,0.000103037148681375,42,-1.57406122574649,0.122976984421771,"o__OFGB2954","ZIGMM",1,4
"fixed","ResponseResponder:I(Days^2)",6.95473638614101e-07,8.59768230892681e-07,42,0.808908277399368,0.423126666950533,"o__OFGB2954","ZIGMM",1,4
"fixed","ResponseResponder",0.0246985710195216,0.0298385569010061,40,0.827740131718261,0.412729023708972,"o__Pasteurellales","ZIGMM",1,9
"fixed","ResponseResponder:Days",-0.000283959761447331,0.000235463689893758,42,-1.20595987251985,0.234582822231606,"o__Pasteurellales","ZIGMM",1,9
"fixed","ResponseResponder:I(Days^2)",9.85906202708057e-07,1.91181921687139e-06,42,0.515690078856645,0.608775015202534,"o__Pasteurellales","ZIGMM",1,9
"fixed","ResponseResponder",-0.000471840621710503,0.004188379221323,40,-0.112654704069862,0.910867792277284,"o__OFGB79291","ZIGMM",1,10
"fixed","ResponseResponder:Days",-3.55832967059844e-05,9.41350556976182e-05,42,-0.37800260957284,0.70733242237247,"o__OFGB79291","ZIGMM",1,10
"fixed","ResponseResponder:I(Days^2)",1.43130383337855e-07,7.69756152558215e-07,42,0.185942499923092,0.853385010626819,"o__OFGB79291","ZIGMM",1,10
"fixed","ResponseResponder",-0.00312277181099849,0.00204810885365967,40,-1.52470988317762,0.135199859326154,"o__OFGB83839","ZIGMM",1,3
"fixed","ResponseResponder:Days",5.04910118541389e-05,9.53946860499132e-05,42,0.529285371595233,0.599394070656812,"o__OFGB83839","ZIGMM",1,3
"fixed","ResponseResponder:I(Days^2)",-2.85284983405232e-07,7.99927010622388e-07,42,-0.356638767808659,0.723147792957712,"o__OFGB83839","ZIGMM",1,3
"fixed","ResponseResponder",0.0024850761516521,0.00278739107163095,40,0.891541978785933,0.377970280578322,"o__OFGB32970","ZIGMM",1,6
"fixed","ResponseResponder:Days",6.86715223769402e-05,4.3429314752047e-05,42,1.58122509574488,0.121329045915083,"o__OFGB32970","ZIGMM",1,6
"fixed","ResponseResponder:I(Days^2)",-7.5850430640633e-07,3.53148460881526e-07,42,-2.1478340993274,0.0375421753744592,"o__OFGB32970","ZIGMM",1,6
"fixed","ResponseResponder",-0.0116842628943409,0.0055962163613071,40,-2.08788619666803,0.0432209106322312,"o__OFGB1359","ZIGMM",1,4
"fixed","ResponseResponder:Days",0.000316923126604273,0.000270592295813996,42,1.17122006615489,0.248112309686529,"o__OFGB1359","ZIGMM",1,4
"fixed","ResponseResponder:I(Days^2)",-1.72243164092947e-06,2.25912192185744e-06,42,-0.762434122861899,0.450061838505769,"o__OFGB1359","ZIGMM",1,4
"fixed","ResponseResponder",-0.0302539499597225,0.207666230018111,40,-0.145685458618303,0.884901391947365,"f__FGB658","ZIGMM",1,8
"fixed","ResponseResponder:Days",0.0122083659097959,0.00836485447165095,42,1.45948335995215,0.151871635371924,"f__FGB658","ZIGMM",1,8
"fixed","ResponseResponder:I(Days^2)",-0.000148534100755353,7.07967495485908e-05,42,-2.09803559771353,0.0419574355139991,"f__FGB658","ZIGMM",1,8
"fixed","ResponseResponder",0.00912830535183216,0.731819219307238,40,0.0124734430457747,0.990109897132796,"f__FGB4806","ZIGMM",1,15
"fixed","ResponseResponder:Days",0.00240611243667772,0.0145869607010788,42,0.164949538562873,0.869775062277315,"f__FGB4806","ZIGMM",1,15
"fixed","ResponseResponder:I(Days^2)",-2.69842746324641e-06,0.000121176657876968,42,-0.0222685417350441,0.98233920495383,"f__FGB4806","ZIGMM",1,15
"fixed","ResponseResponder",-1.46958139401702,0.557433743439625,40,-2.63633375501996,0.0118723110162063,"f__FGB343","ZIGMM",1,4
"fixed","ResponseResponder:Days",0.0514769289828334,0.0105099758975116,42,4.8979112307024,1.48193745758384e-05,"f__FGB343","ZIGMM",0.111500974308608,4
"fixed","ResponseResponder:I(Days^2)",3.36038684844328e-05,7.71442302999011e-05,42,0.435597948852383,0.66535904405783,"f__FGB343","ZIGMM",1,4
"fixed","ResponseResponder",-0.942940082444825,0.727285883200582,40,-1.2965191601069,0.20222678828768,"f__FGB1354","ZIGMM",1,19
"fixed","ResponseResponder:Days",0.0111782415698494,0.0169079045723807,42,0.66112518686137,0.512142599175822,"f__FGB1354","ZIGMM",1,19
"fixed","ResponseResponder:I(Days^2)",-8.47454588720624e-05,0.000145318303707282,42,-0.583171264115269,0.562896512912658,"f__FGB1354","ZIGMM",1,19
"fixed","ResponseResponder",-0.187514838239668,0.111671792421595,40,-1.67916028007989,0.10091704254378,"f__FGB1458","ZIGMM",1,6
"fixed","ResponseResponder:Days",-0.00110481965270671,0.0011854201369928,42,-0.932006820391495,0.356659905347344,"f__FGB1458","ZIGMM",1,6
"fixed","ResponseResponder:I(Days^2)",5.15045434340866e-05,9.67562392844636e-06,42,5.3231237401304,3.70759934454909e-06,"f__FGB1458","ZIGMM",0.0278959774683874,6
"fixed","ResponseResponder",0.435664992113729,0.670141413648617,40,0.650109041525624,0.519338354551198,"f__FGB4405","ZIGMM",1,12
"fixed","ResponseResponder:Days",0.0166219812350482,0.00950254969134212,42,1.74921276656861,0.0875592602219312,"f__FGB4405","ZIGMM",1,12
"fixed","ResponseResponder:I(Days^2)",-0.000114644618470667,7.83077778759634e-05,42,-1.46402594455252,0.150631937629839,"f__FGB4405","ZIGMM",1,12
"fixed","ResponseResponder",-0.243533452288884,0.129761470422604,40,-1.87677784087796,0.0678566151261819,"f__FGB3062","ZIGMM",1,13
"fixed","ResponseResponder:Days",0.00152074432578057,0.00326623970520005,42,0.465594831683497,0.643910964196424,"f__FGB3062","ZIGMM",1,13
"fixed","ResponseResponder:I(Days^2)",-1.06495311234481e-05,2.68209644906504e-05,42,-0.397059961328403,0.693333843419284,"f__FGB3062","ZIGMM",1,13
"fixed","ResponseResponder",-0.448862893349976,0.853747152864302,40,-0.525756240409178,0.601960383061495,"f__FGB2982","ZIGMM",1,17
"fixed","ResponseResponder:Days",0.0864565582733873,0.0380638779371445,42,2.27135444307998,0.0283123616842878,"f__FGB2982","ZIGMM",1,17
"fixed","ResponseResponder:I(Days^2)",-0.000527998964224613,0.000368976183150806,42,-1.43098386382519,0.159833806722411,"f__FGB2982","ZIGMM",1,17
"fixed","ResponseResponder",0.0982668084120147,0.353856821038223,40,0.277702173787969,0.782671320391952,"f__Barnesiellaceae","ZIGMM",1,44
"fixed","ResponseResponder:Days",-0.0192898542554737,0.0125243024061603,42,-1.5401939070064,0.131014271735698,"f__Barnesiellaceae","ZIGMM",1,44
"fixed","ResponseResponder:I(Days^2)",0.000101072248947785,0.000103741219243808,42,0.974272807708674,0.33549929807468,"f__Barnesiellaceae","ZIGMM",1,44
"fixed","ResponseResponder",-0.26094615956711,0.45139171528067,40,-0.578092487596626,0.566442242175006,"f__Eubacteriales_incertae_sedis","ZIGMM",1,46
"fixed","ResponseResponder:Days",0.0173293537659342,0.0160125029522104,42,1.08223891153394,0.285320969619766,"f__Eubacteriales_incertae_sedis","ZIGMM",1,46
"fixed","ResponseResponder:I(Days^2)",-0.000107089295345856,0.000134564658005036,42,-0.795820365714812,0.430611550192628,"f__Eubacteriales_incertae_sedis","ZIGMM",1,46
"fixed","ResponseResponder",-0.00190825454147016,0.00380819892118497,40,-0.501091088192521,0.619053543096514,"f__FGB2880","ZIGMM",1,1
"fixed","ResponseResponder:Days",0.000897432845525973,0.000209863733731105,42,4.2762645530544,0.000107159660788637,"f__FGB2880","ZIGMM",0.806269287773701,1
"fixed","ResponseResponder:I(Days^2)",-1.60795499535129e-05,1.93479605050976e-06,42,-8.31072088930328,2.06980843940961e-10,"f__FGB2880","ZIGMM",1.55732386981179e-06,1
"fixed","ResponseResponder",-0.00278563607818889,0.409609102951837,40,-0.00680071819233087,0.99460765896436,"f__FGB38642","ZIGMM",1,25
"fixed","ResponseResponder:Days",-0.0089976627184631,0.0128059877249977,42,-0.702613723492752,0.486172733580752,"f__FGB38642","ZIGMM",1,25
"fixed","ResponseResponder:I(Days^2)",-9.33692567158345e-07,0.000108823972146529,42,-0.00857984273815285,0.993194984921745,"f__FGB38642","ZIGMM",1,25
"fixed","ResponseResponder",0.032907176034846,0.0219444192797387,40,1.49956923513712,0.141578048554709,"f__FGB3023","ZIGMM",1,48
"fixed","ResponseResponder:Days",2.75620804888437e-05,0.000649893954844935,42,0.0424101198101158,0.966372742558562,"f__FGB3023","ZIGMM",1,48
"fixed","ResponseResponder:I(Days^2)",-1.24635720311495e-06,5.35054360050261e-06,42,-0.232940294701621,0.816939274821226,"f__FGB3023","ZIGMM",1,48
"fixed","ResponseResponder",-0.0227408276288243,0.0406841252582341,40,-0.558960712181512,0.579304713725841,"f__FGB3070","ZIGMM",1,23
"fixed","ResponseResponder:Days",-0.0015435199197866,0.00133697163085538,42,-1.1544896571957,0.254826246265423,"f__FGB3070","ZIGMM",1,23
"fixed","ResponseResponder:I(Days^2)",1.10234211577991e-05,1.10465175231405e-05,42,0.997909172253335,0.324038244133774,"f__FGB3070","ZIGMM",1,23
"fixed","ResponseResponder",0.0883396733164191,0.257064062348023,40,0.343648476218436,0.732910520256333,"f__FGB3054","ZIGMM",1,33
"fixed","ResponseResponder:Days",-0.0123222830392786,0.0100875337136141,42,-1.2215357478953,0.2286956248078,"f__FGB3054","ZIGMM",1,33
"fixed","ResponseResponder:I(Days^2)",0.000119437721957845,8.4772472606391e-05,42,1.40892105993426,0.166219400175183,"f__FGB3054","ZIGMM",1,33
"fixed","ResponseResponder",-0.0142118889106361,0.00824552176665978,40,-1.72358879314357,0.0925047738782549,"f__FGB1258","ZIGMM",1,11
"fixed","ResponseResponder:Days",-0.000256192109948888,0.000297936606469174,42,-0.859887990888408,0.394732639639183,"f__FGB1258","ZIGMM",1,11
"fixed","ResponseResponder:I(Days^2)",1.23045783460863e-06,2.47136977711186e-06,42,0.497884956757298,0.62116216040644,"f__FGB1258","ZIGMM",1,11
"fixed","ResponseResponder",0.0754853400305614,0.0724238833568507,40,1.04227136866752,0.303544613298858,"f__FGB72924","ZIGMM",1,14
"fixed","ResponseResponder:Days",0.000457837415838257,0.00310035208799679,42,0.147672716789427,0.883307727896973,"f__FGB72924","ZIGMM",1,14
"fixed","ResponseResponder:I(Days^2)",-9.87991253232493e-06,2.59344389318528e-05,42,-0.380957249867102,0.705155215805064,"f__FGB72924","ZIGMM",1,14
"fixed","ResponseResponder",-0.0163259877565796,0.00720539281543267,40,-2.26580120956241,0.0289473848923292,"f__FGB1473","ZIGMM",1,16
"fixed","ResponseResponder:Days",0.000125238231761788,0.000329355453045166,42,0.380252491962273,0.70567430939097,"f__FGB1473","ZIGMM",1,16
"fixed","ResponseResponder:I(Days^2)",-1.03794321314346e-06,2.76176216797639e-06,42,-0.375826428929609,0.708937588397902,"f__FGB1473","ZIGMM",1,16
"fixed","ResponseResponder",0.0005748152688415,0.00187968904041295,40,0.305803383689048,0.761340268182791,"f__FGB2881","ZIGMM",1,5
"fixed","ResponseResponder:Days",0.000117686115560768,9.25758097051118e-05,42,1.27124046698205,0.210638564378856,"f__FGB2881","ZIGMM",1,5
"fixed","ResponseResponder:I(Days^2)",-2.20711560121551e-06,7.89139732023321e-07,42,-2.79686285159734,0.00775256793351899,"f__FGB2881","ZIGMM",1,5
"fixed","ResponseResponder",0.00270841527288503,0.0239151174805149,40,0.113251179932181,0.910397920220729,"f__FGB2834","ZIGMM",1,27
"fixed","ResponseResponder:Days",0.000271019577190592,0.000650943834520698,42,0.416348635347547,0.679274954589498,"f__FGB2834","ZIGMM",1,27
"fixed","ResponseResponder:I(Days^2)",-3.93153289626927e-06,5.34649166279842e-06,42,-0.735348176753997,0.466214156650233,"f__FGB2834","ZIGMM",1,27
"fixed","ResponseResponder",-0.0779862867524024,0.245902029768948,40,-0.317143729255424,0.752784028765777,"f__Candidatus_Borkfalkiaceae","ZIGMM",1,29
"fixed","ResponseResponder:Days",0.0152959445850785,0.0119372277236067,42,1.28136489805164,0.207095086034027,"f__Candidatus_Borkfalkiaceae","ZIGMM",1,29
"fixed","ResponseResponder:I(Days^2)",-0.000135961667544682,0.000102199204231992,42,-1.3303593561849,0.190578659375834,"f__Candidatus_Borkfalkiaceae","ZIGMM",1,29
"fixed","ResponseResponder",-0.012648302083297,0.0587563373238857,40,-0.215267027513561,0.830652993902708,"f__FGB3038","ZIGMM",1,51
"fixed","ResponseResponder:Days",-0.000938514487690371,0.00185567670525222,42,-0.505753230093392,0.615674130294367,"f__FGB3038","ZIGMM",1,51
"fixed","ResponseResponder:I(Days^2)",1.26459256292153e-05,1.53099538542217e-05,42,0.825993712954806,0.41347525612312,"f__FGB3038","ZIGMM",1,51
"fixed","ResponseResponder",-0.380417438229591,0.177171435139849,40,-2.14717139887314,0.0378945158679591,"f__FGB79294","ZIGMM",1,10
"fixed","ResponseResponder:Days",0.00955805956008677,0.00782762379177006,42,1.2210678252238,0.228870882861768,"f__FGB79294","ZIGMM",1,10
"fixed","ResponseResponder:I(Days^2)",-5.00719438682274e-05,6.5347958695118e-05,42,-0.766235776420178,0.447821348210586,"f__FGB79294","ZIGMM",1,10
"fixed","ResponseResponder",0.000751023093071073,0.00349577052894861,40,0.214837640758116,0.830985490350057,"f__FGB1211","ZIGMM",1,17
"fixed","ResponseResponder:Days",7.39534980966744e-05,0.000150331572676979,42,0.491935903947337,0.625326125849847,"f__FGB1211","ZIGMM",1,17
"fixed","ResponseResponder:I(Days^2)",-1.12111525725347e-06,1.25780614056378e-06,42,-0.891325953259351,0.377832309924573,"f__FGB1211","ZIGMM",1,17
"fixed","ResponseResponder",0.167539402446204,0.209036244152662,40,0.801484944036061,0.427586642120814,"f__FGB1227","ZIGMM",1,31
"fixed","ResponseResponder:Days",0.00845942569511524,0.0094730998435716,42,0.892994461665657,0.376948444890434,"f__FGB1227","ZIGMM",1,31
"fixed","ResponseResponder:I(Days^2)",-7.41593551909987e-05,7.96811398639981e-05,42,-0.930701484913191,0.35732701778994,"f__FGB1227","ZIGMM",1,31
"fixed","ResponseResponder",0.00044089432871934,0.00212790439396338,40,0.207196493399848,0.836907623329969,"f__FGB2954","ZIGMM",1,4
"fixed","ResponseResponder:Days",-0.000162186780550829,0.000103037148681375,42,-1.57406122574649,0.122976984421771,"f__FGB2954","ZIGMM",1,4
"fixed","ResponseResponder:I(Days^2)",6.95473638614101e-07,8.59768230892681e-07,42,0.808908277399368,0.423126666950533,"f__FGB2954","ZIGMM",1,4
"fixed","ResponseResponder",0.0246985710195216,0.0298385569010061,40,0.827740131718261,0.412729023708972,"f__Pasteurellaceae","ZIGMM",1,9
"fixed","ResponseResponder:Days",-0.000283959761447331,0.000235463689893758,42,-1.20595987251985,0.234582822231606,"f__Pasteurellaceae","ZIGMM",1,9
"fixed","ResponseResponder:I(Days^2)",9.85906202708057e-07,1.91181921687139e-06,42,0.515690078856645,0.608775015202534,"f__Pasteurellaceae","ZIGMM",1,9
"fixed","ResponseResponder",-0.000471840621710503,0.004188379221323,40,-0.112654704069862,0.910867792277284,"f__FGB79291","ZIGMM",1,10
"fixed","ResponseResponder:Days",-3.55832967059844e-05,9.41350556976182e-05,42,-0.37800260957284,0.70733242237247,"f__FGB79291","ZIGMM",1,10
"fixed","ResponseResponder:I(Days^2)",1.43130383337855e-07,7.69756152558215e-07,42,0.185942499923092,0.853385010626819,"f__FGB79291","ZIGMM",1,10
"fixed","ResponseResponder",-0.00312277181099849,0.00204810885365967,40,-1.52470988317762,0.135199859326154,"f__FGB83839","ZIGMM",1,3
"fixed","ResponseResponder:Days",5.04910118541389e-05,9.53946860499132e-05,42,0.529285371595233,0.599394070656812,"f__FGB83839","ZIGMM",1,3
"fixed","ResponseResponder:I(Days^2)",-2.85284983405232e-07,7.99927010622388e-07,42,-0.356638767808659,0.723147792957712,"f__FGB83839","ZIGMM",1,3
"fixed","ResponseResponder",0.0024850761516521,0.00278739107163095,40,0.891541978785933,0.377970280578322,"f__FGB32970","ZIGMM",1,6
"fixed","ResponseResponder:Days",6.86715223769402e-05,4.3429314752047e-05,42,1.58122509574488,0.121329045915083,"f__FGB32970","ZIGMM",1,6
"fixed","ResponseResponder:I(Days^2)",-7.5850430640633e-07,3.53148460881526e-07,42,-2.1478340993274,0.0375421753744592,"f__FGB32970","ZIGMM",1,6
"fixed","ResponseResponder",-0.0116842628943409,0.0055962163613071,40,-2.08788619666803,0.0432209106322312,"f__FGB1359","ZIGMM",1,4
"fixed","ResponseResponder:Days",0.000316923126604273,0.000270592295813996,42,1.17122006615489,0.248112309686529,"f__FGB1359","ZIGMM",1,4
"fixed","ResponseResponder:I(Days^2)",-1.72243164092947e-06,2.25912192185744e-06,42,-0.762434122861899,0.450061838505769,"f__FGB1359","ZIGMM",1,4
"fixed","ResponseResponder",0.0015155906072159,0.00172800617676509,40,0.877074762575878,0.385683491023444,"f__Hafniaceae","ZIGMM",1,3
"fixed","ResponseResponder:Days",-4.3414626250932e-05,1.52124076675087e-05,42,-2.85389579347514,0.00667853556983229,"f__Hafniaceae","ZIGMM",1,3
"fixed","ResponseResponder:I(Days^2)",3.38653967525175e-07,1.23546916095603e-07,42,2.74109608096666,0.00895586587245157,"f__Hafniaceae","ZIGMM",1,3
"fixed","ResponseResponder",4.61993103455373,3.38533144930822,40,1.36469090360349,0.179978443294212,"g__Segatella","ZIGMM",1,12
"fixed","ResponseResponder:Days",-0.547028032275142,0.121075694085582,42,-4.51806645757056,5.00561946435585e-05,"g__Segatella","ZIGMM",0.376622808498134,12
"fixed","ResponseResponder:I(Days^2)",0.00385362405994787,0.00117340820458308,42,3.28412912479769,0.00206775858507647,"g__Segatella","ZIGMM",1,12
"fixed","ResponseResponder",-1.03089608584497,1.90410722467506,40,-0.541406530307607,0.591230368301105,"g__Faecalibacterium","ZIGMM",1,68
"fixed","ResponseResponder:Days",-0.0257640300884755,0.0571750134428638,42,-0.450616948507096,0.65458338319324,"g__Faecalibacterium","ZIGMM",1,68
"fixed","ResponseResponder:I(Days^2)",0.000149394740644402,0.000459689270691577,42,0.324990706047252,0.746801464515534,"g__Faecalibacterium","ZIGMM",1,68
"fixed","ResponseResponder",-0.327223086249684,0.362699245014695,40,-0.902188495695453,0.372357516578706,"g__GGB1146","ZIGMM",1,6
"fixed","ResponseResponder:Days",-0.00963156499443256,0.0109010178207746,42,-0.883547312075502,0.381970356249182,"g__GGB1146","ZIGMM",1,6
"fixed","ResponseResponder:I(Days^2)",1.56592866846345e-05,9.03939259393675e-05,42,0.173233837582606,0.863299829024622,"g__GGB1146","ZIGMM",1,6
"fixed","ResponseResponder",0.15090985041677,0.206589436624772,40,0.73048193016213,0.469352780034582,"g__Wujia","ZIGMM",1,12
"fixed","ResponseResponder:Days",0.00989278658702357,0.00892593611856887,42,1.10831922339701,0.274030581546326,"g__Wujia","ZIGMM",1,12
"fixed","ResponseResponder:I(Days^2)",-0.00016807474884643,7.55470364991615e-05,42,-2.22476958243485,0.0315246507253434,"g__Wujia","ZIGMM",1,12
"fixed","ResponseResponder",0.376330404068592,1.05579356216077,40,0.35644316991136,0.723382070154302,"g__Ruminococcus","ZIGMM",1,57
"fixed","ResponseResponder:Days",0.0268622463205837,0.0304877461815988,42,0.881083375615238,0.383287094218911,"g__Ruminococcus","ZIGMM",1,57
"fixed","ResponseResponder:I(Days^2)",-0.000169511864442027,0.000259645670706039,42,-0.652858428107364,0.517405423267864,"g__Ruminococcus","ZIGMM",1,57
"fixed","ResponseResponder",-0.0302539499597225,0.207666230018111,40,-0.145685458618303,0.884901391947365,"g__GGB1627","ZIGMM",1,8
"fixed","ResponseResponder:Days",0.0122083659097959,0.00836485447165095,42,1.45948335995215,0.151871635371924,"g__GGB1627","ZIGMM",1,8
"fixed","ResponseResponder:I(Days^2)",-0.000148534100755353,7.07967495485908e-05,42,-2.09803559771353,0.0419574355139991,"g__GGB1627","ZIGMM",1,8
"fixed","ResponseResponder",0.00912830535183216,0.731819219307238,40,0.0124734430457747,0.990109897132796,"g__GGB51647","ZIGMM",1,15
"fixed","ResponseResponder:Days",0.00240611243667772,0.0145869607010788,42,0.164949538562873,0.869775062277315,"g__GGB51647","ZIGMM",1,15
"fixed","ResponseResponder:I(Days^2)",-2.69842746324641e-06,0.000121176657876968,42,-0.0222685417350441,0.98233920495383,"g__GGB51647","ZIGMM",1,15
"fixed","ResponseResponder",-1.46958139401702,0.557433743439625,40,-2.63633375501996,0.0118723110162063,"g__GGB781","ZIGMM",1,4
"fixed","ResponseResponder:Days",0.0514769289828334,0.0105099758975116,42,4.8979112307024,1.48193745758384e-05,"g__GGB781","ZIGMM",0.111500974308608,4
"fixed","ResponseResponder:I(Days^2)",3.36038684844328e-05,7.71442302999011e-05,42,0.435597948852383,0.66535904405783,"g__GGB781","ZIGMM",1,4
"fixed","ResponseResponder",-0.318015481738198,0.386791816984975,40,-0.822187719008934,0.415844355402449,"g__Oscillibacter","ZIGMM",1,77
"fixed","ResponseResponder:Days",-0.00250084855410112,0.0119476437509946,42,-0.209317301906742,0.835212525380649,"g__Oscillibacter","ZIGMM",1,77
"fixed","ResponseResponder:I(Days^2)",-6.28047974545373e-06,9.85324634257112e-05,42,-0.0637402083242231,0.949479491634488,"g__Oscillibacter","ZIGMM",1,77
"fixed","ResponseResponder",0.0465109584686695,0.770844174365695,40,0.0603376921242766,0.952187146139777,"g__Oscillospiraceae_unclassified","GMM",1,82
"fixed","ResponseResponder:Days",-0.0270565850005601,0.0282128172490832,42,-0.959017483496418,0.343038400464123,"g__Oscillospiraceae_unclassified","GMM",1,82
"fixed","ResponseResponder:I(Days^2)",0.000224817644411049,0.000234161352819531,42,0.960097136884568,0.3425011803492,"g__Oscillospiraceae_unclassified","GMM",1,82
"fixed","ResponseResponder",0.00463425552239789,0.113587701914273,40,0.0407989196391652,0.967659168193525,"g__GGB3278","ZIGMM",1,12
"fixed","ResponseResponder:Days",-0.00779873062381508,0.00396678840093587,42,-1.96600620844186,0.0559311184507305,"g__GGB3278","ZIGMM",1,12
"fixed","ResponseResponder:I(Days^2)",2.81735942765775e-05,3.27647426162749e-05,42,0.859875342423206,0.394739533182528,"g__GGB3278","ZIGMM",1,12
"fixed","ResponseResponder",-0.942940082444825,0.727285883200582,40,-1.2965191601069,0.20222678828768,"g__GGB3304","ZIGMM",1,19
"fixed","ResponseResponder:Days",0.0111782415698494,0.0169079045723807,42,0.66112518686137,0.512142599175822,"g__GGB3304","ZIGMM",1,19
"fixed","ResponseResponder:I(Days^2)",-8.47454588720624e-05,0.000145318303707282,42,-0.583171264115269,0.562896512912658,"g__GGB3304","ZIGMM",1,19
"fixed","ResponseResponder",-0.909574436598352,0.336731458546061,40,-2.70118640095497,0.0100833188583876,"g__Lachnospira","ZIGMM",1,62
"fixed","ResponseResponder:Days",0.00798311293552454,0.00933952770256376,42,0.854766235484598,0.397530215192851,"g__Lachnospira","ZIGMM",1,62
"fixed","ResponseResponder:I(Days^2)",-3.22993969364401e-05,7.65034761086522e-05,42,-0.422195154773982,0.675036058956451,"g__Lachnospira","ZIGMM",1,62
"fixed","ResponseResponder",-0.187514838239668,0.111671792421595,40,-1.67916028007989,0.10091704254378,"g__GGB1458","ZIGMM",1,6
"fixed","ResponseResponder:Days",-0.00110481965270671,0.0011854201369928,42,-0.932006820391495,0.356659905347344,"g__GGB1458","ZIGMM",1,6
"fixed","ResponseResponder:I(Days^2)",5.15045434340866e-05,9.67562392844636e-06,42,5.3231237401304,3.70759934454909e-06,"g__GGB1458","ZIGMM",0.0278959774683874,6
"fixed","ResponseResponder",0.0711958586598221,0.0670997800131396,40,1.06104459129196,0.295034368694598,"g__GGB3345","ZIGMM",1,7
"fixed","ResponseResponder:Days",-0.00145773785145133,0.00277910606063596,42,-0.524534803510789,0.602664318421118,"g__GGB3345","ZIGMM",1,7
"fixed","ResponseResponder:I(Days^2)",-6.99687605061597e-06,2.32098278576847e-05,42,-0.301461781341878,0.764549973043719,"g__GGB3345","ZIGMM",1,7
"fixed","ResponseResponder",0.0085876448612166,0.163414484299991,40,0.0525513077864729,0.958350989948024,"g__Ligilactobacillus","ZIGMM",1,10
"fixed","ResponseResponder:Days",-0.0114260499712179,0.00361505344520634,42,-3.16068632024491,0.00291833980132506,"g__Ligilactobacillus","ZIGMM",1,10
"fixed","ResponseResponder:I(Days^2)",0.000115629334033698,3.00568808001381e-05,42,3.84701708745395,0.000400077205488842,"g__Ligilactobacillus","ZIGMM",1,10
"fixed","ResponseResponder",0.435664992113729,0.670141413648617,40,0.650109041525624,0.519338354551198,"g__GGB1266","ZIGMM",1,12
"fixed","ResponseResponder:Days",0.0166219812350482,0.00950254969134212,42,1.74921276656861,0.0875592602219312,"g__GGB1266","ZIGMM",1,12
"fixed","ResponseResponder:I(Days^2)",-0.000114644618470667,7.83077778759634e-05,42,-1.46402594455252,0.150631937629839,"g__GGB1266","ZIGMM",1,12
