"effect","term","estimate","std.error","df","statistic","p.value","microbe","model_type","padj"
"fixed","irAE.sample",0.124405787963522,0.0583037518061336,45,2.13375270217919,0.0383486169799688,"s__Ruminococcus_callidus","ZIGMM",1
"fixed","irAE.sample",-0.00262141453145858,0.00566211659052811,45,-0.462974311734206,0.645614022581642,"s__GGB9348_SGB14315","ZIGMM",1
"fixed","irAE.sample",-0.000880758781168183,0.00111513304735192,45,-0.789823943662777,0.433772911193841,"s__GGB4884_SGB6823","ZIGMM",1
"fixed","irAE.sample",-0.00774856840615616,0.032141481476799,45,-0.241076890365162,0.81059059899272,"s__Negativibacillus_massiliensis","ZIGMM",1
"fixed","irAE.sample",0.126557024462068,0.0574511862798859,45,2.20286181464589,0.0327674628515509,"s__GGB41366_SGB58424","ZIGMM",1
"fixed","irAE.sample",0.0256076161349937,0.0118743891389979,45,2.15654176692704,0.0364221581005839,"s__Eubacteriales_bacterium","ZIGMM",1
"fixed","irAE.sample",0.0178648089505126,0.011253243362495,45,1.58752533603358,0.11939627938048,"s__GGB9634_SGB15100","ZIGMM",1
"fixed","irAE.sample",-0.00498224957499044,0.0057430971358562,45,-0.867519642647951,0.390260097061891,"s__GGB9637_SGB15111","ZIGMM",1
"fixed","irAE.sample",-0.0010750684781069,0.00124556015813691,45,-0.863120477227665,0.392648221293669,"s__GGB9199_SGB14138","ZIGMM",1
"fixed","irAE.sample",-0.00142593771102161,0.0037724317104999,45,-0.377989005620105,0.7072159548125,"s__Dysosmobacter_SGB15074","ZIGMM",1
"fixed","irAE.sample",-0.000886492638550159,0.00115454708227148,45,-0.767827187095789,0.446600366115555,"s__GGB9640_SGB15115","ZIGMM",1
"fixed","irAE.sample",0.00109613219898923,0.00406467405410061,45,0.269672840773889,0.788644758031622,"s__GGB9289_SGB14244","ZIGMM",1
"fixed","irAE.sample",0.00339524322388712,0.0266124694467326,45,0.127580915806518,0.899049063621234,"s__GGB9712_SGB15244","ZIGMM",1
"fixed","irAE.sample",-0.00165398768062479,0.00210465203504245,45,-0.785872273936923,0.436060985501118,"s__GGB33512_SGB15202","ZIGMM",1
"fixed","irAE.sample",-0.00029447376816724,0.000744695367656257,45,-0.395428494599104,0.694395100314694,"s__GGB38145_SGB53822","ZIGMM",1
"fixed","irAE.sample",-0.00260417152627208,0.00520423789639527,45,-0.500394405120463,0.619235941470687,"s__GGB9634_SGB15097","ZIGMM",1
"fixed","irAE.sample",0.00607919395842202,0.00213616056820725,45,2.84585065790439,0.00664668773724747,"s__GGB9296_SGB14253","ZIGMM",1
"fixed","irAE.sample",0.00930330991135894,0.00625763132011347,45,1.48671429098994,0.144063831615834,"s__GGB9590_SGB15012","ZIGMM",1
"fixed","irAE.sample",-0.000174063530450634,0.00120020863166033,45,-0.145027727562533,0.88533661793836,"s__GGB9444_SGB14834","ZIGMM",1
"fixed","irAE.sample",-0.00220574312552661,0.00886032487177983,45,-0.248946077874854,0.804535237795817,"s__Dysosmobacter_sp_Marseille_Q4140","ZIGMM",1
"fixed","irAE.sample",-0.000178815812438089,0.000452207741752193,45,-0.395428463354524,0.694395123205121,"s__GGB4564_SGB6302","ZIGMM",1
"fixed","irAE.sample",0.000679218349723289,0.00220385422032346,45,0.308195679850186,0.759355588899975,"s__Ellagibacter_isourolithinifaciens","ZIGMM",1
"fixed","irAE.sample",-0.000152407592840702,0.00032637683745791,45,-0.466968164860525,0.642775814888538,"s__Butyricicoccus_intestinisimiae","ZIGMM",1
"fixed","irAE.sample",-0.00409914028853995,0.0035647028440748,45,-1.1499248234263,0.25624953670653,"s__GGB9636_SGB15107","ZIGMM",1
"fixed","irAE.sample",0.00167856338831837,0.00107418973324596,45,1.56263212760945,0.125145150715387,"s__GGB6649_SGB9391","ZIGMM",1
"fixed","irAE.sample",-0.147449398113969,0.348066926942276,45,-0.423623696193411,0.673858314674038,"s__Enterococcus_faecalis","ZIGMM",1
"fixed","irAE.sample",-0.000157044681312797,0.000283272357096347,45,-0.554394657221646,0.582053755214093,"s__GGB9559_SGB14969","ZIGMM",1
"fixed","irAE.sample",-0.000340329932265244,0.00862347330287737,45,-0.0394655285999073,0.968693810666033,"s__Clostridium_sp_1001270J_160509_D11","ZIGMM",1
"fixed","irAE.sample",-0.00111355776142028,0.00268013097568147,45,-0.415486321946314,0.679760515338412,"s__GGB9711_SGB15240","ZIGMM",1
"fixed","irAE.sample",-0.00118087920589122,0.00213175673409479,45,-0.553946511346498,0.582357850387644,"s__GGB34228_SGB53814","ZIGMM",1
"fixed","irAE.sample",-0.00215003978286349,0.00411164983859236,45,-0.522914126267028,0.603599356850841,"c__CFGB1217","ZIGMM",1
"fixed","irAE.sample",-0.00356175552882658,0.00517689956845069,45,-0.688009392829021,0.494978296901264,"c__CFGB2906","ZIGMM",1
"fixed","irAE.sample",-0.00215003978286349,0.00411164983859236,45,-0.522914126267028,0.603599356850841,"o__OFGB1217","ZIGMM",1
"fixed","irAE.sample",-0.00356175552882658,0.00517689956845069,45,-0.688009392829021,0.494978296901264,"o__OFGB2906","ZIGMM",1
"fixed","irAE.sample",-0.00215003978286349,0.00411164983859236,45,-0.522914126267028,0.603599356850841,"f__FGB1217","ZIGMM",1
"fixed","irAE.sample",-0.00356175552882658,0.00517689956845069,45,-0.688009392829021,0.494978296901264,"f__FGB2906","ZIGMM",1
"fixed","irAE.sample",0.00131581768924647,0.00489240066164451,45,0.268951334988205,0.789196429878664,"g__Lachnotalea","ZIGMM",1
"fixed","irAE.sample",0.00152768560129532,0.00317565265249621,45,0.481061932291142,0.632803388951406,"g__Guopingia","ZIGMM",1
"fixed","irAE.sample",-0.00215003978286349,0.00411164983859236,45,-0.522914126267028,0.603599356850841,"g__GGB2982","ZIGMM",1
"fixed","irAE.sample",-0.00356175552882658,0.00517689956845069,45,-0.688009392829021,0.494978296901264,"g__GGB9225","ZIGMM",1
"fixed","irAE.sample",0.00131581768924647,0.00489240066164451,45,0.268951334988205,0.789196429878664,"s__Lachnotalea_sp_AF33_28","ZIGMM",1
"fixed","irAE.sample",0.00152768560129532,0.00317565265249621,45,0.481061932291142,0.632803388951406,"s__Guopingia_tenuis","ZIGMM",1
"fixed","irAE.sample",-0.000448711693338576,0.00529069114418046,45,-0.0848115456204885,0.932787420902309,"s__Clostridium_spiroforme","ZIGMM",1
"fixed","irAE.sample",0.000660471353188419,0.00143356178390671,45,0.460720535803149,0.647218015989052,"s__Pseudoflavonifractor_gallinarum","ZIGMM",1
"fixed","irAE.sample",-0.00215003978286349,0.00411164983859236,45,-0.522914126267028,0.603599356850841,"s__GGB2982_SGB3964","ZIGMM",1
"fixed","irAE.sample",-0.00356175552882658,0.00517689956845069,45,-0.688009392829021,0.494978296901264,"s__GGB9225_SGB14166","ZIGMM",1
"fixed","irAE.sample",-0.00227491917396387,0.0143888440626201,45,-0.158102983399045,0.875083008868862,"c__CFGB79237","ZIGMM",1
"fixed","irAE.sample",0.0235255751622572,0.00662775204642803,45,3.54955571624562,0.000917038421727923,"c__Opitutae","ZIGMM",1
"fixed","irAE.sample",0.00132370544432531,0.00710215433187439,45,0.186380833542935,0.852983815040928,"c__CFGB1670","ZIGMM",1
"fixed","irAE.sample",0.000498372562080418,0.00232170402015539,45,0.21465809498278,0.831003717838411,"c__CFGB2378","ZIGMM",1
"fixed","irAE.sample",0.00714419595093515,0.00424113009138384,45,1.68450290299963,0.0990091805086349,"c__CFGB2992","ZIGMM",1
"fixed","irAE.sample",-0.0038186124341657,0.0120082121766052,45,-0.318000080112279,0.751955949197673,"c__CFGB2840","ZIGMM",1
"fixed","irAE.sample",-0.00227491917396387,0.0143888440626201,45,-0.158102983399045,0.875083008868862,"o__OFGB79237","ZIGMM",1
"fixed","irAE.sample",0.0235255751622572,0.00662775204642803,45,3.54955571624562,0.000917038421727923,"o__Puniceicoccales","ZIGMM",1
"fixed","irAE.sample",0.00132370544432531,0.00710215433187439,45,0.186380833542935,0.852983815040928,"o__OFGB1670","ZIGMM",1
"fixed","irAE.sample",0.000498372562080418,0.00232170402015539,45,0.21465809498278,0.831003717838411,"o__OFGB2378","ZIGMM",1
"fixed","irAE.sample",0.00714419595093515,0.00424113009138384,45,1.68450290299963,0.0990091805086349,"o__OFGB2992","ZIGMM",1
"fixed","irAE.sample",-0.0038186124341657,0.0120082121766052,45,-0.318000080112279,0.751955949197673,"o__OFGB2840","ZIGMM",1
"fixed","irAE.sample",-0.00227491917396387,0.0143888440626201,45,-0.158102983399045,0.875083008868862,"f__FGB79237","ZIGMM",1
"fixed","irAE.sample",0.0235255751622572,0.00662775204642803,45,3.54955571624562,0.000917038421727923,"f__Puniceicoccaceae","ZIGMM",1
"fixed","irAE.sample",0.00132370544432531,0.00710215433187439,45,0.186380833542935,0.852983815040928,"f__FGB1670","ZIGMM",1
"fixed","irAE.sample",0.000498372562080418,0.00232170402015539,45,0.21465809498278,0.831003717838411,"f__FGB2378","ZIGMM",1
"fixed","irAE.sample",0.00714419595093515,0.00424113009138384,45,1.68450290299963,0.0990091805086349,"f__FGB2992","ZIGMM",1
"fixed","irAE.sample",-0.0038186124341657,0.0120082121766052,45,-0.318000080112279,0.751955949197673,"f__FGB2840","ZIGMM",1
"fixed","irAE.sample",-0.129856458584181,0.123213995846737,45,-1.05390996933259,0.297550216673017,"g__GGB6608","ZIGMM",1
"fixed","irAE.sample",0.0845432238586719,0.0355836509066873,45,2.3759007775895,0.0218241355689472,"g__GGB1550","ZIGMM",1
"fixed","irAE.sample",-1.39073979911523,0.361775578900689,45,-3.84420585640746,0.00037738016177342,"g__GGB3733","ZIGMM",0.946846825889512
"fixed","irAE.sample",0.000525853547121912,0.00878680026390704,45,0.0598458518832989,0.952543398185941,"g__GGB6006","ZIGMM",1
"fixed","irAE.sample",-0.013018849925975,0.00657622839535668,45,-1.97968336001945,0.0538753128287786,"g__GGB9759","ZIGMM",1
"fixed","irAE.sample",-0.00127211601966429,0.0143333409627924,45,-0.0887522331999598,0.929672638769537,"g__GGB9061","ZIGMM",1
"fixed","irAE.sample",0.0227234830030211,0.00665705664532817,45,3.41344293937594,0.00136735193011231,"g__Puniceicoccaceae_unclassified","ZIGMM",1
"fixed","irAE.sample",-0.00181429740087042,0.00129707639682687,45,-1.39875909029635,0.168739892929741,"g__Jilunia","ZIGMM",1
"fixed","irAE.sample",0.00132370544432531,0.00710215433187439,45,0.186380833542935,0.852983815040928,"g__GGB47687","ZIGMM",1
"fixed","irAE.sample",0.0090351900991623,0.00554017958116061,45,1.63084787538052,0.109902705100931,"g__GGB2998","ZIGMM",1
"fixed","irAE.sample",-0.000157011063518793,0.00230784269563467,45,-0.0680336938976746,0.946060215136926,"g__GGB6518","ZIGMM",1
"fixed","irAE.sample",0.00714419595093515,0.00424113009138384,45,1.68450290299963,0.0990091805086349,"g__GGB9412","ZIGMM",1
"fixed","irAE.sample",-0.00376213626767329,0.0120096285888865,45,-0.313260001325494,0.755530518361704,"g__GGB9092","ZIGMM",1
"fixed","irAE.sample",0.000299469023322237,0.000770805739729932,45,0.388514262266861,0.699467629968437,"g__Fournierella","ZIGMM",1
"fixed","irAE.sample",-0.129856458584181,0.123213995846737,45,-1.05390996933259,0.297550216673017,"s__GGB6608_SGB9342","ZIGMM",1
"fixed","irAE.sample",0.0117093441416227,0.0370279638195239,45,0.316229760801718,0.753290336738609,"s__Enterobacter_roggenkampii","ZIGMM",1
"fixed","irAE.sample",0.0845432238586719,0.0355836509066873,45,2.3759007775895,0.0218241355689472,"s__GGB1550_SGB2135","ZIGMM",1
"fixed","irAE.sample",-1.39073979911523,0.361775578900689,45,-3.84420585640746,0.00037738016177342,"s__GGB3733_SGB5066","ZIGMM",0.946846825889512
"fixed","irAE.sample",0.118760028169492,0.036685643889254,45,3.23723439414074,0.00226828624160035,"s__GGB9635_SGB15103","ZIGMM",1
"fixed","irAE.sample",0.000525853547121912,0.00878680026390704,45,0.0598458518832989,0.952543398185941,"s__GGB6006_SGB8630","ZIGMM",1
"fixed","irAE.sample",-0.013018849925975,0.00657622839535668,45,-1.97968336001945,0.0538753128287786,"s__GGB9759_SGB15370","ZIGMM",1
"fixed","irAE.sample",-0.00127211601966429,0.0143333409627924,45,-0.0887522331999598,0.929672638769537,"s__GGB9061_SGB13979","ZIGMM",1
"fixed","irAE.sample",0.0227234830030211,0.00665705664532817,45,3.41344293937594,0.00136735193011231,"s__Puniceicoccaceae_unclassified_SGB60941","ZIGMM",1
"fixed","irAE.sample",0.0222401140050322,0.00944708756707995,45,2.35417676052161,0.0229888737981043,"s__Blautia_sp_MCC283","ZIGMM",1
"fixed","irAE.sample",-0.00181429740087042,0.00129707639682687,45,-1.39875909029635,0.168739892929741,"s__Jilunia_laotingensis","ZIGMM",1
"fixed","irAE.sample",0.00444260919379239,0.0269393497133278,45,0.164911523146176,0.869752210380806,"s__Enterococcus_faecium","ZIGMM",1
"fixed","irAE.sample",0.00132370544432531,0.00710215433187439,45,0.186380833542935,0.852983815040928,"s__GGB47687_SGB2286","ZIGMM",1
"fixed","irAE.sample",0.0090351900991623,0.00554017958116061,45,1.63084787538052,0.109902705100931,"s__GGB2998_SGB3988","ZIGMM",1
"fixed","irAE.sample",0.00147777892862803,0.00129841768971874,45,1.13813832045691,0.261086115709156,"s__GGB6518_SGB9206","ZIGMM",1
"fixed","irAE.sample",-0.000620199191183253,0.0230843903559003,45,-0.0268666047325237,0.978684923585466,"s__Bacteroides_pectinophilus","ZIGMM",1
"fixed","irAE.sample",0.00714419595093515,0.00424113009138384,45,1.68450290299963,0.0990091805086349,"s__GGB9412_SGB14770","ZIGMM",1
"fixed","irAE.sample",-0.00376213626767329,0.0120096285888865,45,-0.313260001325494,0.755530518361704,"s__GGB9092_SGB14022","ZIGMM",1
"fixed","irAE.sample",0.00457208654871314,0.023502812100228,45,0.194533595776344,0.846633686389302,"s__Lawsonibacter_hominis","ZIGMM",1
"fixed","irAE.sample",0.00312208790106869,0.0133883055461267,45,0.233195148580392,0.816667387579081,"s__Eubacterium_sp_AF16_48","ZIGMM",1
"fixed","irAE.sample",0.000299469023322237,0.000770805739729932,45,0.388514262266861,0.699467629968437,"s__Fournierella_massiliensis","ZIGMM",1
"fixed","irAE.sample",-0.00105145699719518,0.00265902019493495,45,-0.39543024125881,0.69439382067605,"c__CFGB10318","ZIGMM",1
"fixed","irAE.sample",-0.00131056626269604,0.0047163799500555,45,-0.277875463082786,0.782380703055483,"c__CFGB2846","ZIGMM",1
"fixed","irAE.sample",-0.00129104195080886,0.00366808573382745,45,-0.351966132880359,0.726506612117485,"c__CFGB9512","ZIGMM",1
"fixed","irAE.sample",-0.00105145699719518,0.00265902019493495,45,-0.39543024125881,0.69439382067605,"o__OFGB10318","ZIGMM",1
"fixed","irAE.sample",-0.00131056626269604,0.0047163799500555,45,-0.277875463082786,0.782380703055483,"o__OFGB2846","ZIGMM",1
"fixed","irAE.sample",-0.00129104195080886,0.00366808573382745,45,-0.351966132880359,0.726506612117485,"o__OFGB9512","ZIGMM",1
"fixed","irAE.sample",-0.00105145699719518,0.00265902019493495,45,-0.39543024125881,0.69439382067605,"f__FGB10318","ZIGMM",1
"fixed","irAE.sample",-0.00131056626269604,0.0047163799500555,45,-0.277875463082786,0.782380703055483,"f__FGB2846","ZIGMM",1
"fixed","irAE.sample",-0.00129104195080886,0.00366808573382745,45,-0.351966132880359,0.726506612117485,"f__FGB9512","ZIGMM",1
"fixed","irAE.sample",-0.179634701463499,0.56848858357373,45,-0.315986471239665,0.753473777185241,"g__GGB3220","ZIGMM",1
"fixed","irAE.sample",-0.00475150244177073,0.0146972580824906,45,-0.323291760619716,0.747971898672365,"g__GGB9620","ZIGMM",1
"fixed","irAE.sample",-0.0104969326819583,0.0283745596397916,45,-0.36994169478626,0.713161374335952,"g__GGB9695","ZIGMM",1
"fixed","irAE.sample",-0.0050062824042272,0.01265977252355,45,-0.395448053660869,0.694380770997199,"g__GGB32451","ZIGMM",1
"fixed","irAE.sample",-0.015258333092763,0.0430900001434949,45,-0.354103806961033,0.724914982943906,"g__GGB9716","ZIGMM",1
"fixed","irAE.sample",-0.000448328918501118,0.00498904300551995,45,-0.0898627087409509,0.928795100169215,"g__GGB9668","ZIGMM",1
"fixed","irAE.sample",-0.00323615475786138,0.00898973753553949,45,-0.359983230329891,0.720543743456043,"g__GGB3678","ZIGMM",1
"fixed","irAE.sample",-0.328610027556933,0.750313308871553,45,-0.437963746173118,0.663507716933065,"g__GGB74708","ZIGMM",1
"fixed","irAE.sample",-0.00372181236188526,0.00379791412179579,45,-0.979962222032933,0.332344115135905,"g__GGB9765","ZIGMM",1
"fixed","irAE.sample",-0.00105145699719518,0.00265902019493495,45,-0.39543024125881,0.69439382067605,"g__GGB4658","ZIGMM",1
"fixed","irAE.sample",-0.0085207973591113,0.0177420623931135,45,-0.480259688547742,0.63336921327296,"g__GGB3365","ZIGMM",1
"fixed","irAE.sample",-0.00131056626269604,0.0047163799500555,45,-0.277875463082786,0.782380703055483,"g__GGB9117","ZIGMM",1
"fixed","irAE.sample",-0.00117439543553123,0.00672238519137393,45,-0.174699217926132,0.86209962943341,"g__GGB9580","ZIGMM",1
"fixed","irAE.sample",0.00194602773718119,0.0212178380764165,45,0.0917165891346956,0.927330295685096,"g__GGB45495","ZIGMM",1
"fixed","irAE.sample",-0.00378658091111159,0.00944429517692096,45,-0.400938433221027,0.69036290212622,"g__GGB3032","ZIGMM",1
"fixed","irAE.sample",-0.00093499604602056,0.00177575896047275,45,-0.526533198949276,0.601103647444329,"g__GGB3816","ZIGMM",1
"fixed","irAE.sample",-0.000169812625999847,0.00046390135468357,45,-0.366053309147325,0.716040639862968,"g__GGB9116","ZIGMM",1
"fixed","irAE.sample",-0.00137328495901842,0.003660296738453,45,-0.375184051224992,0.709286206250815,"g__GGB74699","ZIGMM",1
"fixed","irAE.sample",-0.179634701463499,0.56848858357373,45,-0.315986471239665,0.753473777185241,"s__GGB3220_SGB4252","ZIGMM",1
"fixed","irAE.sample",1.57209978274633,1.28786949084248,45,1.2206980551406,0.228558251958428,"s__Odoribacter_laneus","ZIGMM",1
"fixed","irAE.sample",-0.00923413613402882,0.025945292276533,45,-0.355907963402706,0.723572633108756,"s__Flavonifractor_sp_An10","ZIGMM",1
"fixed","irAE.sample",-0.00809566372468424,0.0233936689809044,45,-0.346062164566511,0.730908802366821,"s__Eubacteriaceae_bacterium_Marseille_Q4139","ZIGMM",1
"fixed","irAE.sample",-0.00273872608925975,0.0147879365198684,45,-0.185200016620312,0.853904372540817,"s__Lachnoclostridium_sp_An14","ZIGMM",1
"fixed","irAE.sample",-0.00475150244177073,0.0146972580824906,45,-0.323291760619716,0.747971898672365,"s__GGB9620_SGB15068","ZIGMM",1
"fixed","irAE.sample",-0.00921851428180994,0.0252917511893865,45,-0.364486990749712,0.717201647917035,"s__GGB9695_SGB15211","ZIGMM",1
"fixed","irAE.sample",-0.0050062824042272,0.01265977252355,45,-0.395448053660869,0.694380770997199,"s__GGB32451_SGB47419","ZIGMM",1
"fixed","irAE.sample",-0.015258333092763,0.0430900001434949,45,-0.354103806961033,0.724914982943906,"s__GGB9716_SGB15269","ZIGMM",1
"fixed","irAE.sample",-0.000448328918501118,0.00498904300551995,45,-0.0898627087409509,0.928795100169215,"s__GGB9668_SGB15165","ZIGMM",1
"fixed","irAE.sample",-0.00323615475786138,0.00898973753553949,45,-0.359983230329891,0.720543743456043,"s__GGB3678_SGB4991","ZIGMM",1
"fixed","irAE.sample",-0.328610027556933,0.750313308871553,45,-0.437963746173118,0.663507716933065,"s__GGB74708_SGB54312","ZIGMM",1
"fixed","irAE.sample",-0.00372181236188526,0.00379791412179579,45,-0.979962222032933,0.332344115135905,"s__GGB9765_SGB15382","ZIGMM",1
"fixed","irAE.sample",-0.00699922453723433,0.0166566300532966,45,-0.420206519256222,0.676334361562391,"s__Pseudoflavonifractor_capillosus","ZIGMM",1
"fixed","irAE.sample",-0.00105145699719518,0.00265902019493495,45,-0.39543024125881,0.69439382067605,"s__GGB4658_SGB6445","ZIGMM",1
"fixed","irAE.sample",-0.0085207973591113,0.0177420623931135,45,-0.480259688547742,0.63336921327296,"s__GGB3365_SGB4451","ZIGMM",1
"fixed","irAE.sample",-0.000953953884885396,0.00241244827674819,45,-0.395429777326152,0.694394160562522,"s__Erysipelatoclostridium_sp_An15","ZIGMM",1
"fixed","irAE.sample",-0.00131056626269604,0.0047163799500555,45,-0.277875463082786,0.782380703055483,"s__GGB9117_SGB14050","ZIGMM",1
"fixed","irAE.sample",-0.00154706998024221,0.00541903651743346,45,-0.285488015307734,0.776580275743737,"s__GGB9580_SGB14996","ZIGMM",1
"fixed","irAE.sample",0.00194602773718119,0.0212178380764165,45,0.0917165891346956,0.927330295685096,"s__GGB45495_SGB63167","ZIGMM",1
"fixed","irAE.sample",-0.00378658091111159,0.00944429517692096,45,-0.400938433221027,0.69036290212622,"s__GGB3032_SGB4027","ZIGMM",1
"fixed","irAE.sample",-0.00093499604602056,0.00177575896047275,45,-0.526533198949276,0.601103647444329,"s__GGB3816_SGB5181","ZIGMM",1
"fixed","irAE.sample",-0.00509471420553633,0.00435374433553581,45,-1.17019140603931,0.248084202008273,"s__GGB9210_SGB14149","ZIGMM",1
"fixed","irAE.sample",-0.000230348597991175,0.00125273651513278,45,-0.183876334096288,0.854936551593007,"s__Eubacteriales_unclassified_SGB15150","ZIGMM",1
"fixed","irAE.sample",-0.000169812625999847,0.00046390135468357,45,-0.366053309147325,0.716040639862968,"s__GGB9116_SGB14049","ZIGMM",1
"fixed","irAE.sample",-0.00137328495901842,0.003660296738453,45,-0.375184051224992,0.709286206250815,"s__GGB74699_SGB54317","ZIGMM",1
"fixed","irAE.sample",-0.000152426630107652,0.00038489408316149,45,-0.396022274116638,0.693960137182099,"s__Lachnoclostridium_sp_An118","ZIGMM",1
"fixed","irAE.sample",-0.000164781239200986,0.000498385427521683,45,-0.330630131022073,0.74245843205408,"s__Clostridium_sp_Marseille_P3244","ZIGMM",1
"fixed","irAE.sample",-4.19159965377005e-05,0.000112081853690841,45,-0.373976653288756,0.7101780346167,"s__Flavonifractor_sp_An135","ZIGMM",1
"fixed","irAE.sample",-0.0240148071960478,0.04270670406924,45,-0.562319376300097,0.576689042780589,"g__Longibaculum","ZIGMM",1
"fixed","irAE.sample",0.0675356663669762,0.0258736581568899,45,2.61020942448341,0.0122457477013041,"g__GGB3602","ZIGMM",1
"fixed","irAE.sample",-0.00028565094434598,0.0044237524785012,45,-0.0645720902636851,0.94880070922513,"g__GGB9574","ZIGMM",1
"fixed","irAE.sample",-0.0240148071960478,0.04270670406924,45,-0.562319376300097,0.576689042780589,"s__Longibaculum_muris","ZIGMM",1
"fixed","irAE.sample",0.0675356663669762,0.0258736581568899,45,2.61020942448341,0.0122457477013041,"s__GGB3602_SGB4865","ZIGMM",1
"fixed","irAE.sample",-0.00028565094434598,0.0044237524785012,45,-0.0645720902636851,0.94880070922513,"s__GGB9574_SGB14987","ZIGMM",1
"fixed","irAE.sample",-0.00183723022207682,0.0138645982792226,45,-0.132512329969927,0.895169836350128,"g__GGB41473","ZIGMM",1
"fixed","irAE.sample",-0.232475698737961,0.459592695315323,45,-0.505829838262466,0.615445126692539,"g__Klebsiella","ZIGMM",1
"fixed","irAE.sample",-0.000635922288876213,0.00160818407214495,45,-0.395428794433984,0.694394880649462,"g__Veillonellaceae_unclassified","ZIGMM",1
"fixed","irAE.sample",-0.00183723022207682,0.0138645982792226,45,-0.132512329969927,0.895169836350128,"s__GGB41473_SGB58537","ZIGMM",1
"fixed","irAE.sample",-0.00204491505952696,0.00520673957170547,45,-0.392743871930808,0.696362971966066,"s__Schaalia_odontolytica","ZIGMM",1
"fixed","irAE.sample",-0.00448048124359044,0.00514328784725341,45,-0.871131730646396,0.388306081639664,"s__Veillonella_atypica","ZIGMM",1
"fixed","irAE.sample",-0.000635922288876213,0.00160818407214495,45,-0.395428794433984,0.694394880649462,"s__Veillonellaceae_bacterium","ZIGMM",1
"fixed","irAE.sample",-0.000611053108101864,0.00119769771158961,45,-0.510189760061295,0.612412044240141,"s__Actinomyces_graevenitzii","ZIGMM",1
"fixed","irAE.sample",-0.00219221229579818,0.00227514859191153,45,-0.963546866165927,0.340422720037824,"c__CFGB45628","ZIGMM",1
"fixed","irAE.sample",-0.00219221229579818,0.00227514859191153,45,-0.963546866165927,0.340422720037824,"o__OFGB45628","ZIGMM",1
"fixed","irAE.sample",-0.00219221229579818,0.00227514859191153,45,-0.963546866165927,0.340422720037824,"f__FGB45628","ZIGMM",1
"fixed","irAE.sample",-0.00199914724772165,0.00419459236964224,45,-0.476601078614978,0.635952446570959,"g__GGB6002","ZIGMM",1
"fixed","irAE.sample",-0.00212579333357844,0.0022228507328179,45,-0.956336519674256,0.34401197673732,"g__GGB45613","ZIGMM",1
"fixed","irAE.sample",0.000546941449139102,0.000814615910377191,45,0.671410221887089,0.505391433995443,"g__GGB2987","ZIGMM",1
"fixed","irAE.sample",-0.000118696076942417,0.000299819909879601,45,-0.395891243480401,0.694056112502685,"g__GGB79342","ZIGMM",1
"fixed","irAE.sample",-0.00179226783536182,0.00348487894923876,45,-0.514298448086216,0.609560006358269,"g__Merdimonas","ZIGMM",1
"fixed","irAE.sample",-0.000379342258651456,0.000959319477248764,45,-0.395428496604044,0.694395098845834,"s__GGB6002_SGB24096","ZIGMM",1
"fixed","irAE.sample",-0.00212579333357844,0.0022228507328179,45,-0.956336519674256,0.34401197673732,"s__GGB45613_SGB63326","ZIGMM",1
"fixed","irAE.sample",0.000546941449139102,0.000814615910377191,45,0.671410221887089,0.505391433995443,"s__GGB2987_SGB3969","ZIGMM",1
"fixed","irAE.sample",-0.000118696076942417,0.000299819909879601,45,-0.395891243480401,0.694056112502685,"s__GGB79342_SGB106059","ZIGMM",1
"fixed","irAE.sample",-0.00179226783536182,0.00348487894923876,45,-0.514298448086216,0.609560006358269,"s__Merdimonas_faecis","ZIGMM",1
"fixed","irAE.sample",0.0365605935945687,0.0271559722420671,45,1.34631871282933,0.184942635625132,"c__CFGB1325","ZIGMM",1
"fixed","irAE.sample",0.0365605935945687,0.0271559722420671,45,1.34631871282933,0.184942635625132,"o__OFGB1325","ZIGMM",1
"fixed","irAE.sample",0.0365605935945687,0.0271559722420671,45,1.34631871282933,0.184942635625132,"f__FGB1325","ZIGMM",1
"fixed","irAE.sample",-0.0372764535819228,0.0442463334001667,45,-0.842475539041668,0.40397736257996,"g__GGB3480","ZIGMM",1
"fixed","irAE.sample",0.0365605935945687,0.0271559722420671,45,1.34631871282933,0.184942635625132,"g__GGB3175","ZIGMM",1
"fixed","irAE.sample",-0.00140639356039042,0.00470723450432133,45,-0.298772784550955,0.766488831750999,"g__GGB9240","ZIGMM",1
"fixed","irAE.sample",-0.00064934345214549,0.00164212474824998,45,-0.395428820397169,0.694394861628296,"g__GGB3518","ZIGMM",1
"fixed","irAE.sample",-0.00017245538527697,0.000289681285724325,45,-0.595328016601966,0.554606520852142,"g__Youxingia","ZIGMM",1
"fixed","irAE.sample",-1.44580575309048e-05,0.000233053337713816,45,-0.0620375475963319,0.95080766353294,"g__GGB51441","ZIGMM",1
"fixed","irAE.sample",-0.0372764535819228,0.0442463334001667,45,-0.842475539041668,0.40397736257996,"s__GGB3480_SGB4648","ZIGMM",1
"fixed","irAE.sample",-0.00765137997243748,0.11416152070154,45,-0.0670224075977493,0.946860766986187,"s__Akkermansia_sp_BIOML_A66","ZIGMM",1
"fixed","irAE.sample",0.0365605935945687,0.0271559722420671,45,1.34631871282933,0.184942635625132,"s__GGB3175_SGB4191","ZIGMM",1
"fixed","irAE.sample",-0.00140639356039042,0.00470723450432133,45,-0.298772784550955,0.766488831750999,"s__GGB9240_SGB14182","ZIGMM",1
