"effect","term","estimate","std.error","df","statistic","p.value","microbe","model_type","padj"
"fixed","irAE.sample",-0.0190716158111531,0.0944421568481497,45,-0.201939646950436,0.840874063805223,"g__Turicibacter","ZIGMM",1
"fixed","irAE.sample",0.0228589610288688,0.0629587546161707,45,0.363078354523194,0.718246353831601,"g__Lachnoclostridium","ZIGMM",1
"fixed","irAE.sample",-0.00439154579030055,0.0191440853045192,45,-0.229394391032298,0.819601856710354,"g__Romboutsia","ZIGMM",1
"fixed","irAE.sample",0.0161215681676164,0.0203250410916901,45,0.793187482125573,0.431831036605226,"g__Erysipelatoclostridium","ZIGMM",1
"fixed","irAE.sample",0.022613625218062,0.00882627194536685,45,2.56208117742536,0.0138234224210124,"g__Lentihominibacter","ZIGMM",1
"fixed","irAE.sample",0.0160249289404698,0.00909414531957163,45,1.76211489671078,0.0848417977858385,"g__Slackia","ZIGMM",1
"fixed","irAE.sample",0.0105300736049819,0.0361130052129262,45,0.291586743969257,0.771942569951242,"g__GGB3537","ZIGMM",1
"fixed","irAE.sample",0.0021882894508581,0.00957165464395176,45,0.228621856121905,0.820198632363421,"g__GGB9365","ZIGMM",1
"fixed","irAE.sample",0.00823979025697658,0.00445247971602033,45,1.85060702855742,0.0707972986615788,"g__Wansuia","ZIGMM",1
"fixed","irAE.sample",-0.0125487347158465,0.0183095578000228,45,-0.685365253104631,0.49662907057794,"g__Emergencia","ZIGMM",1
"fixed","irAE.sample",0.0123547639533536,0.0643365094236451,45,0.192033482450835,0.848579933419023,"g__Sellimonas","ZIGMM",1
"fixed","irAE.sample",0.00496117947950711,0.00216092876804193,45,2.29585516786958,0.0263964518973979,"g__GGB45491","ZIGMM",1
"fixed","irAE.sample",0.00454660184946784,0.00266995376381686,45,1.7028766232147,0.0954898514631379,"g__Rothia","ZIGMM",1
"fixed","irAE.sample",-0.00241460972351268,0.0117720503804451,45,-0.205113777589983,0.838408242743914,"g__Gordonibacter","ZIGMM",1
"fixed","irAE.sample",-0.00705475062896582,0.026610509183514,45,-0.265111448274595,0.792134284252462,"g__GGB3005","ZIGMM",1
"fixed","irAE.sample",0.0035453899710266,0.0013621302340494,45,2.60282745540909,0.0124765162757792,"g__Amedibacillus","ZIGMM",1
"fixed","irAE.sample",-0.00235229988011002,0.00686708998017372,45,-0.342546826516246,0.733534321091371,"g__GGB2980","ZIGMM",1
"fixed","irAE.sample",0.00465513337290984,0.0055657600276706,45,0.836387725982883,0.407356365289541,"g__Schaalia","ZIGMM",1
"fixed","irAE.sample",0.00282604504306367,0.00189733720294107,45,1.4894795920741,0.143336992788851,"g__Christensenella","ZIGMM",1
"fixed","irAE.sample",0.00106416889605807,0.00169961819082017,45,0.62612232665299,0.534397925077417,"g__Zhenpiania","ZIGMM",1
"fixed","irAE.sample",-0.00313514156863135,0.0134492435207259,45,-0.233109138354135,0.816733764708154,"g__Coprobacillus","ZIGMM",1
"fixed","irAE.sample",-0.0154414890868634,0.0337350772500255,45,-0.457727989546897,0.649350405097229,"g__GGB32900","ZIGMM",1
"fixed","irAE.sample",0.0010686729866331,0.0253472660264051,45,0.0421612723644369,0.966556654552571,"g__GGB9719","ZIGMM",1
"fixed","irAE.sample",-0.00145370178314216,0.00314183875560725,45,-0.462691403417103,0.645815272781842,"g__Actinomyces","ZIGMM",1
"fixed","irAE.sample",-0.0188273205444968,0.0135668037345433,45,-1.3877491642751,0.172047124980111,"g__GGB9534","ZIGMM",1
"fixed","irAE.sample",-0.007359629169249,0.0187278667722904,45,-0.392977441517165,0.696191677528613,"g__GGB9781","ZIGMM",1
"fixed","irAE.sample",-0.00223280377813799,0.0852584072795046,45,-0.0261886639615275,0.979222652082801,"g__GGB9469","ZIGMM",1
"fixed","irAE.sample",0.000103534218021542,3.97676110707336e-05,45,2.60348095432207,0.0124559277434509,"g__GGB50802","ZIGMM",1
"fixed","irAE.sample",6.66499056230854,0.647540566083343,45,10.2927768720681,2.08954294783221e-13,"s__Bifidobacterium_pseudocatenulatum","ZIGMM",5.24266325611101e-10
"fixed","irAE.sample",1.16714798576316,0.348277453757823,45,3.35120167317735,0.0016374197077671,"s__Bifidobacterium_longum","ZIGMM",1
"fixed","irAE.sample",0.215808303660902,0.0791920922590826,45,2.72512440957955,0.00912296410936751,"s__Blautia_hydrogenotrophica","ZIGMM",1
"fixed","irAE.sample",0.0597420537918,0.0460052927797812,45,1.29859088339627,0.200699870435024,"s__Clostridium_saudiense","ZIGMM",1
"fixed","irAE.sample",-0.0124997750737327,0.0940467752792017,45,-0.132910193216343,0.894856974469846,"s__Turicibacter_sanguinis","ZIGMM",1
"fixed","irAE.sample",0.0518820165607754,0.0200067240777847,45,2.5932289743719,0.0127825262836281,"s__Anaerostipes_caccae","ZIGMM",1
"fixed","irAE.sample",0.0293820584063861,0.00916292291155915,45,3.20662507913498,0.0024734561881876,"s__Coprococcus_SGB106014","ZIGMM",1
"fixed","irAE.sample",0.0505704651568172,0.0227449617405825,45,2.22336998116762,0.0312557140193531,"s__Clostridium_scindens","ZIGMM",1
"fixed","irAE.sample",-0.00419484558069594,0.0190691973324538,45,-0.219980186242908,0.82688149382572,"s__Romboutsia_timonensis","ZIGMM",1
"fixed","irAE.sample",0.0153695465236054,0.0284019083749231,45,0.541144852687985,0.591076788377117,"s__GGB3433_SGB4573","ZIGMM",1
"fixed","irAE.sample",0.00150597871057242,0.0185173092149692,45,0.0813281612943528,0.935541630933205,"s__Erysipelatoclostridium_ramosum","ZIGMM",1
"fixed","irAE.sample",0.0420356213547419,0.0163111114624224,45,2.577115695125,0.0133117035461026,"s__Blautia_hansenii","ZIGMM",1
"fixed","irAE.sample",0.0149418785818874,0.00587149172714618,45,2.54481812736027,0.0144330888209052,"s__Lentihominibacter_faecis","ZIGMM",1
"fixed","irAE.sample",0.0155061737844062,0.00907368305456419,45,1.70891728211803,0.0943556731776004,"s__Slackia_isoflavoniconvertens","ZIGMM",1
"fixed","irAE.sample",0.0105300736049819,0.0361130052129262,45,0.291586743969257,0.771942569951242,"s__GGB3537_SGB4727","ZIGMM",1
"fixed","irAE.sample",-0.00688877253813731,0.046139969866541,45,-0.149301626291975,0.881982755814112,"s__Blautia_producta","ZIGMM",1
"fixed","irAE.sample",0.0021882894508581,0.00957165464395176,45,0.228621856121905,0.820198632363421,"s__GGB9365_SGB14341","ZIGMM",1
"fixed","irAE.sample",-0.0316397885940711,0.049032175454536,45,-0.645286249299877,0.522018375298908,"s__Vescimonas_coprocola","ZIGMM",1
"fixed","irAE.sample",0.00823979025697658,0.00445247971602033,45,1.85060702855742,0.0707972986615788,"s__Wansuia_hejianensis","ZIGMM",1
"fixed","irAE.sample",-0.0210811391268186,0.0684014585594201,45,-0.30819721641616,0.759354427406288,"s__Streptococcus_parasanguinis","ZIGMM",1
"fixed","irAE.sample",-0.0125487347158465,0.0183095578000228,45,-0.685365253104631,0.49662907057794,"s__Emergencia_timonensis","ZIGMM",1
"fixed","irAE.sample",0.0123547639533536,0.0643365094236451,45,0.192033482450835,0.848579933419023,"s__Sellimonas_intestinalis","ZIGMM",1
"fixed","irAE.sample",0.00204246553588134,0.00742867780719395,45,0.274943346432848,0.784618206927034,"s__Frisingicoccus_caecimuris","ZIGMM",1
"fixed","irAE.sample",0.00496117947950711,0.00216092876804193,45,2.29585516786958,0.0263964518973979,"s__GGB45491_SGB63163","ZIGMM",1
"fixed","irAE.sample",0.00454660184946784,0.00266995376381686,45,1.7028766232147,0.0954898514631379,"s__Rothia_mucilaginosa","ZIGMM",1
"fixed","irAE.sample",0.00651100810846833,0.00241351288556853,45,2.69773082522184,0.00979238286708035,"s__Lentihominibacter_hominis","ZIGMM",1
"fixed","irAE.sample",-0.0014812716152234,0.0109549742438942,45,-0.13521452285011,0.893045286648013,"s__Gordonibacter_pamelaeae","ZIGMM",1
"fixed","irAE.sample",-0.00705475062896582,0.026610509183514,45,-0.265111448274595,0.792134284252462,"s__GGB3005_SGB3996","ZIGMM",1
"fixed","irAE.sample",0.004165938000588,0.00725605064961762,45,0.574132982493382,0.568736730258042,"s__Clostridium_innocuum","ZIGMM",1
"fixed","irAE.sample",0.0035453899710266,0.0013621302340494,45,2.60282745540909,0.0124765162757792,"s__Amedibacillus_dolichus","ZIGMM",1
"fixed","irAE.sample",-0.00235229988011002,0.00686708998017372,45,-0.342546826516246,0.733534321091371,"s__GGB2980_SGB3962","ZIGMM",1
"fixed","irAE.sample",0.00284498016561655,0.00188313076095583,45,1.51077143690888,0.137837563879878,"s__Christensenella_minuta","ZIGMM",1
"fixed","irAE.sample",0.00106416889605807,0.00169961819082017,45,0.62612232665299,0.534397925077417,"s__Zhenpiania_hominis","ZIGMM",1
"fixed","irAE.sample",-0.00313514156863135,0.0134492435207259,45,-0.233109138354135,0.816733764708154,"s__Coprobacillus_cateniformis","ZIGMM",1
"fixed","irAE.sample",-0.0154414890868634,0.0337350772500255,45,-0.457727989546897,0.649350405097229,"s__GGB32900_SGB53446","ZIGMM",1
"fixed","irAE.sample",0.00136123376365353,0.000522983253654614,45,2.60282476377821,0.0124766011401728,"s__Schaalia_SGB17158","ZIGMM",1
"fixed","irAE.sample",0.00277732348547284,0.0239409925703524,45,0.116007031759918,0.908163127153804,"s__GGB9719_SGB15272","ZIGMM",1
"fixed","irAE.sample",0.000987332580061699,0.000379331191343216,45,2.60282466244219,0.012476604335205,"s__Schaalia_SGB17153","ZIGMM",1
"fixed","irAE.sample",0.000665511531887176,0.000358229646550603,45,1.85777904842716,0.0697507252125567,"s__Actinomyces_oris","ZIGMM",1
"fixed","irAE.sample",-0.0188273205444968,0.0135668037345433,45,-1.3877491642751,0.172047124980111,"s__GGB9534_SGB14937","ZIGMM",1
"fixed","irAE.sample",0.000286535216089208,0.00402405609359978,45,0.0712055720458121,0.94354967018197,"s__GGB9781_SGB15402","ZIGMM",1
"fixed","irAE.sample",0.0616576572134155,0.0586195340790105,45,1.05182782808048,0.298494180901907,"s__Enterocloster_clostridioformis","ZIGMM",1
"fixed","irAE.sample",-0.100962153568789,0.086051388901304,45,-1.17327744337267,0.246857538548754,"s__Enterocloster_bolteae","ZIGMM",1
"fixed","irAE.sample",-0.00211934125701804,0.0853481616573779,45,-0.0248317153628445,0.980298984507206,"s__GGB9469_SGB14862","ZIGMM",1
"fixed","irAE.sample",0.000103534218021542,3.97676110707336e-05,45,2.60348095432207,0.0124559277434509,"s__GGB50802_SGB106454","ZIGMM",1
"fixed","irAE.sample",-0.0087471589915047,0.0158553132767874,45,-0.551686292084229,0.583892718755035,"o__Propionibacteriales","ZIGMM",1
"fixed","irAE.sample",-0.0087471589915047,0.0158553132767874,45,-0.551686292084229,0.583892718755035,"f__Propionibacteriaceae","ZIGMM",1
"fixed","irAE.sample",-0.0087471589915047,0.0158553132767874,45,-0.551686292084229,0.583892718755035,"g__Propionibacterium","ZIGMM",1
"fixed","irAE.sample",-0.138848071756745,0.553766070362568,45,-0.250734162289569,0.803160975855297,"s__Bacteroides_thetaiotaomicron","ZIGMM",1
"fixed","irAE.sample",0.0277329979250845,0.0106006114133298,45,2.61616965698899,0.0120622828701934,"s__Firmicutes_unclassified_SGB47660","ZIGMM",1
"fixed","irAE.sample",-0.00606643130259213,0.0219356535357727,45,-0.276555758537076,0.78338754308644,"s__Enterocloster_aldenensis","ZIGMM",1
"fixed","irAE.sample",-0.0247859862293066,0.0384489067183807,45,-0.64464736047898,0.522428617436052,"s__Clostridium_symbiosum","ZIGMM",1
"fixed","irAE.sample",-0.00548708950410078,0.0138753279697561,45,-0.39545656261682,0.694374537219549,"s__Bacteroides_acidifaciens","ZIGMM",1
"fixed","irAE.sample",-2.38417151896581e-06,7.01744956614609e-05,45,-0.0339749006600295,0.973047422188784,"s__Streptococcus_australis","ZIGMM",1
"fixed","irAE.sample",1.68586971837753e-06,4.04131982032724e-05,45,0.0417158204084184,0.966909787282827,"s__Streptococcus_mitis","ZIGMM",1
"fixed","irAE.sample",-0.0138108273795149,0.0526948591287144,45,-0.262090602534492,0.794447647941867,"s__Firmicutes_unclassified_SGB47659","ZIGMM",1
"fixed","irAE.sample",-0.0376254961130039,0.0706057505711543,45,-0.532895632560214,0.596727835241166,"s__Enterocloster_asparagiformis","ZIGMM",1
"fixed","irAE.sample",-0.0087471589915047,0.0158553132767874,45,-0.551686292084229,0.583892718755035,"s__Propionibacterium_freudenreichii","ZIGMM",1
"fixed","irAE.sample",-0.0193270542036032,0.524458402718204,45,-0.0368514530483895,0.970766443239515,"p__Verrucomicrobia","ZIGMM",1
"fixed","irAE.sample",-0.0213361953373368,0.0227913260480699,45,-0.936154188323044,0.354190852707899,"p__Bacteria_unclassified","ZIGMM",1
"fixed","irAE.sample",0.16291214086384,0.111335795519962,45,1.46325034193186,0.150349233218415,"c__CFGB2983","ZIGMM",1
"fixed","irAE.sample",-0.00805085053038647,0.0184746269938987,45,-0.435778786388775,0.665080596742611,"c__CFGB1011","ZIGMM",1
"fixed","irAE.sample",0.0998659075626565,0.0400375369345305,45,2.49430697312768,0.0163602915144628,"c__CFGB2979","ZIGMM",1
"fixed","irAE.sample",0.00982659101827801,0.0209215478023084,45,0.469687573363659,0.640846360030727,"c__CFGB2898","ZIGMM",1
"fixed","irAE.sample",-0.00581460436538677,0.479659015668806,45,-0.0121223706329782,0.990381569794101,"c__Verrucomicrobiae","ZIGMM",1
"fixed","irAE.sample",-0.00190556903377722,0.00083408048417419,45,-2.28463448064475,0.0271015727910458,"c__CFGB1814","ZIGMM",1
"fixed","irAE.sample",-0.0230657799842663,0.0328984233324528,45,-0.701121137362013,0.486837403163966,"c__CFGB3041","ZIGMM",1
"fixed","irAE.sample",-0.00991539270274048,0.0219635470717685,45,-0.451447695144174,0.653835186321432,"c__CFGB3069","ZIGMM",1
"fixed","irAE.sample",-0.0208916505836063,0.0217836205964561,45,-0.959053179020435,0.342656722268506,"c__Bacteria_unclassified","ZIGMM",1
"fixed","irAE.sample",0.0163034538271352,0.0369169487636145,45,0.441625171449813,0.660875414918133,"c__CFGB75721","ZIGMM",1
"fixed","irAE.sample",0.00135346519427985,0.00739130235776418,45,0.183115928528902,0.855529615615606,"c__CFGB1292","ZIGMM",1
"fixed","irAE.sample",-0.00154868592027303,0.00250100805370623,45,-0.619224683414372,0.538890885539734,"c__CFGB3004","ZIGMM",1
"fixed","irAE.sample",0.16291214086384,0.111335795519962,45,1.46325034193186,0.150349233218415,"o__OFGB2983","ZIGMM",1
"fixed","irAE.sample",-0.00805085053038647,0.0184746269938987,45,-0.435778786388775,0.665080596742611,"o__OFGB1011","ZIGMM",1
"fixed","irAE.sample",0.0998659075626565,0.0400375369345305,45,2.49430697312768,0.0163602915144628,"o__OFGB2979","ZIGMM",1
"fixed","irAE.sample",0.00982659101827801,0.0209215478023084,45,0.469687573363659,0.640846360030727,"o__OFGB2898","ZIGMM",1
"fixed","irAE.sample",-0.00581460436538677,0.479659015668806,45,-0.0121223706329782,0.990381569794101,"o__Verrucomicrobiales","ZIGMM",1
"fixed","irAE.sample",-0.00190556903377722,0.00083408048417419,45,-2.28463448064475,0.0271015727910458,"o__OFGB1814","ZIGMM",1
"fixed","irAE.sample",-0.0230657799842663,0.0328984233324528,45,-0.701121137362013,0.486837403163966,"o__OFGB3041","ZIGMM",1
"fixed","irAE.sample",-0.00991539270274048,0.0219635470717685,45,-0.451447695144174,0.653835186321432,"o__OFGB3069","ZIGMM",1
"fixed","irAE.sample",-0.0208916505836063,0.0217836205964561,45,-0.959053179020435,0.342656722268506,"o__Bacteria_unclassified","ZIGMM",1
"fixed","irAE.sample",0.0163034538271352,0.0369169487636145,45,0.441625171449813,0.660875414918133,"o__OFGB75721","ZIGMM",1
"fixed","irAE.sample",0.00135346519427985,0.00739130235776418,45,0.183115928528902,0.855529615615606,"o__OFGB1292","ZIGMM",1
"fixed","irAE.sample",-0.00154868592027303,0.00250100805370623,45,-0.619224683414372,0.538890885539734,"o__OFGB3004","ZIGMM",1
"fixed","irAE.sample",0.16291214086384,0.111335795519962,45,1.46325034193186,0.150349233218415,"f__FGB2983","ZIGMM",1
"fixed","irAE.sample",-0.00805085053038647,0.0184746269938987,45,-0.435778786388775,0.665080596742611,"f__FGB1011","ZIGMM",1
"fixed","irAE.sample",0.0998659075626565,0.0400375369345305,45,2.49430697312768,0.0163602915144628,"f__FGB2979","ZIGMM",1
"fixed","irAE.sample",0.00982659101827801,0.0209215478023084,45,0.469687573363659,0.640846360030727,"f__FGB2898","ZIGMM",1
"fixed","irAE.sample",-0.00581460436538677,0.479659015668806,45,-0.0121223706329782,0.990381569794101,"f__Akkermansiaceae","ZIGMM",1
"fixed","irAE.sample",-0.00190556903377722,0.00083408048417419,45,-2.28463448064475,0.0271015727910458,"f__FGB1814","ZIGMM",1
"fixed","irAE.sample",-0.0230657799842663,0.0328984233324528,45,-0.701121137362013,0.486837403163966,"f__FGB3041","ZIGMM",1
"fixed","irAE.sample",-0.00991539270274048,0.0219635470717685,45,-0.451447695144174,0.653835186321432,"f__FGB3069","ZIGMM",1
"fixed","irAE.sample",-0.0208916505836063,0.0217836205964561,45,-0.959053179020435,0.342656722268506,"f__Bacteria_unclassified","ZIGMM",1
"fixed","irAE.sample",0.0163034538271352,0.0369169487636145,45,0.441625171449813,0.660875414918133,"f__FGB75721","ZIGMM",1
"fixed","irAE.sample",0.00135346519427985,0.00739130235776418,45,0.183115928528902,0.855529615615606,"f__FGB1292","ZIGMM",1
"fixed","irAE.sample",-0.00154868592027303,0.00250100805370623,45,-0.619224683414372,0.538890885539734,"f__FGB3004","ZIGMM",1
"fixed","irAE.sample",-0.00224014973139902,0.0246381571922036,45,-0.0909219676586804,0.927958118210884,"g__GGB3247","ZIGMM",1
"fixed","irAE.sample",0.0110479914105443,0.0550530099248302,45,0.200679153158553,0.841853726777209,"g__GGB3576","ZIGMM",1
"fixed","irAE.sample",-0.0435594126559102,0.1125154551612,45,-0.387141593957051,0.700476329301998,"g__GGB33512","ZIGMM",1
"fixed","irAE.sample",-0.0377534564285838,0.106032940484992,45,-0.356054036188193,0.723463988689748,"g__GGB9699","ZIGMM",1
"fixed","irAE.sample",0.16291214086384,0.111335795519962,45,1.46325034193186,0.150349233218415,"g__GGB9343","ZIGMM",1
"fixed","irAE.sample",-0.00494832737422254,0.0183850348207338,45,-0.269149741758554,0.789044714814564,"g__GGB2653","ZIGMM",1
"fixed","irAE.sample",0.0998659075626565,0.0400375369345305,45,2.49430697312768,0.0163602915144628,"g__GGB40351","ZIGMM",1
"fixed","irAE.sample",-0.0177993658031694,0.0352794644913838,45,-0.504524829381028,0.616354312450544,"g__Neglectibacter","ZIGMM",1
"fixed","irAE.sample",-0.0043740977915321,0.0127267312976378,45,-0.343693733232505,0.732677369036187,"g__GGB9453","ZIGMM",1
"fixed","irAE.sample",0.000441551852341968,0.034465410511542,45,0.0128114490960175,0.989834853924229,"g__GGB9531","ZIGMM",1
"fixed","irAE.sample",-0.00577382555382322,0.00490729503773405,45,-1.17658007301906,0.245549653363115,"g__GGB9210","ZIGMM",1
"fixed","irAE.sample",-0.0525259721538558,0.0855259086368556,45,-0.614152751967616,0.542207064716776,"g__Longicatena","ZIGMM",1
"fixed","irAE.sample",-0.00973428218676206,0.0223851473213448,45,-0.434854506294903,0.665746414629071,"g__GGB9782","ZIGMM",1
"fixed","irAE.sample",-0.00581460436538677,0.479659015668806,45,-0.0121223706329782,0.990381569794101,"g__Akkermansia","ZIGMM",1
"fixed","irAE.sample",-0.00190556903377722,0.00083408048417419,45,-2.28463448064475,0.0271015727910458,"g__GGB4802","ZIGMM",1
"fixed","irAE.sample",-0.0230657799842663,0.0328984233324528,45,-0.701121137362013,0.486837403163966,"g__GGB9547","ZIGMM",1
"fixed","irAE.sample",-0.00782380750325566,0.022603572969076,45,-0.34613145072062,0.730857086866258,"g__GGB9770","ZIGMM",1
"fixed","irAE.sample",-0.0160197407776294,0.0352005610184024,45,-0.455099018713209,0.651226176925191,"g__Eisenbergiella","ZIGMM",1
"fixed","irAE.sample",-0.00127554180890835,0.00298604014594272,45,-0.427168338858905,0.671293761208869,"g__Yanshouia","ZIGMM",1
"fixed","irAE.sample",-0.0477330626940991,0.0920959017441791,45,-0.518297359492612,0.606790044359948,"g__Anaerotruncus","ZIGMM",1
"fixed","irAE.sample",0.00530665865816365,0.00609391997665054,45,0.870812002536403,0.388478794684222,"g__GGB9818","ZIGMM",1
"fixed","irAE.sample",-0.0182341097093637,0.0166412849226897,45,-1.09571525240231,0.279033098635638,"g__Bacteria_unclassified","ZIGMM",1
"fixed","irAE.sample",0.0105144086048707,0.0313690368031828,45,0.335184298798866,0.739043627708104,"g__GGB9524","ZIGMM",1
"fixed","irAE.sample",-0.00201827249205213,0.00356061124945442,45,-0.566833150448926,0.573644209676,"g__GGB3002","ZIGMM",1
"fixed","irAE.sample",-0.0328833394310166,0.0283834425220351,45,-1.15853950434265,0.252755426237471,"g__Adlercreutzia","ZIGMM",1
"fixed","irAE.sample",-0.000206489386770428,0.00876084073293004,45,-0.0235695857355653,0.981300139788341,"g__Holdemania","ZIGMM",1
"fixed","irAE.sample",-0.00249192002527647,0.00472558320663167,45,-0.527325393779846,0.60055799369699,"g__Provencibacterium","ZIGMM",1
"fixed","irAE.sample",-0.00210594739466649,0.00488621593639374,45,-0.430997610846641,0.66852771776088,"g__Massilistercora","ZIGMM",1
"fixed","irAE.sample",-8.03860137154807e-05,0.000608387520464656,45,-0.132129622997667,0.895470795918369,"g__GGB3441","ZIGMM",1
"fixed","irAE.sample",0.00499447677862784,0.00571775102010577,45,0.873503718693831,0.387026274155677,"g__GGB3109","ZIGMM",1
"fixed","irAE.sample",-2.28668360193359e-05,0.000274520258210224,45,-0.083297444671004,0.933984476035061,"g__GGB58071","ZIGMM",1
"fixed","irAE.sample",-0.00154868592027303,0.00250100805370623,45,-0.619224683414372,0.538890885539734,"g__GGB58158","ZIGMM",1
"fixed","irAE.sample",-0.0302238586882251,0.0565584255226447,45,-0.534382957250536,0.595707081299493,"g__GGB3167","ZIGMM",1
"fixed","irAE.sample",0.00235621165979968,0.0107999432642619,45,0.218168892386372,0.828283883688442,"g__GGB33586","ZIGMM",1
"fixed","irAE.sample",0.00106255619203093,0.000756602802010153,45,1.40437781780337,0.167071212352984,"g__Anaerofilum","ZIGMM",1
"fixed","irAE.sample",-0.00224014973139902,0.0246381571922036,45,-0.0909219676586804,0.927958118210884,"s__GGB3247_SGB4294","ZIGMM",1
"fixed","irAE.sample",0.0110479914105443,0.0550530099248302,45,0.200679153158553,0.841853726777209,"s__GGB3576_SGB4784","ZIGMM",1
"fixed","irAE.sample",-0.0387792240183996,0.112514988427745,45,-0.344658294510716,0.731956929370458,"s__GGB33512_SGB15201","ZIGMM",1
"fixed","irAE.sample",-0.0249642314500809,0.042616796383992,45,-0.585783859141936,0.560947379992865,"s__GGB3550_SGB4747","ZIGMM",1
"fixed","irAE.sample",-0.0134556542819535,0.0412456798532321,45,-0.326231846094763,0.745761334100046,"s__Bilophila_wadsworthia","ZIGMM",1
"fixed","irAE.sample",0.0303835387115255,0.0138412781436638,45,2.19513966818407,0.0333532546026575,"s__Anaerotignum_lactatifermentans","ZIGMM",1
"fixed","irAE.sample",0.0311389327471885,0.0806747864231699,45,0.385980975318025,0.701329631138179,"s__Phascolarctobacterium_succinatutens","ZIGMM",1
"fixed","irAE.sample",-0.0377534564285838,0.106032940484992,45,-0.356054036188193,0.723463988689748,"s__GGB9699_SGB15216","ZIGMM",1
"fixed","irAE.sample",0.16291214086384,0.111335795519962,45,1.46325034193186,0.150349233218415,"s__GGB9343_SGB14307","ZIGMM",1
"fixed","irAE.sample",-0.00494832737422254,0.0183850348207338,45,-0.269149741758554,0.789044714814564,"s__GGB2653_SGB3574","ZIGMM",1
"fixed","irAE.sample",0.0998659075626565,0.0400375369345305,45,2.49430697312768,0.0163602915144628,"s__GGB40351_SGB14301","ZIGMM",1
"fixed","irAE.sample",-0.0177993658031694,0.0352794644913838,45,-0.504524829381028,0.616354312450544,"s__Neglectibacter_timonensis","ZIGMM",1
"fixed","irAE.sample",-0.0184253173989078,0.178622511376982,45,-0.103152269312916,0.91830045577205,"s__Alistipes_shahii","ZIGMM",1
"fixed","irAE.sample",-0.00901197769176174,0.0178808339259262,45,-0.504002091238869,0.616718669337958,"s__GGB9453_SGB14845","ZIGMM",1
"fixed","irAE.sample",0.000441551852341968,0.034465410511542,45,0.0128114490960175,0.989834853924229,"s__GGB9531_SGB14932","ZIGMM",1
"fixed","irAE.sample",-0.0157731745447008,0.0287444820588709,45,-0.548737476375332,0.585898121313272,"s__Blautia_stercoris","ZIGMM",1
"fixed","irAE.sample",-0.00402624341191036,0.00826309707884048,45,-0.48725597357684,0.628442213826284,"s__Clostridium_sp_AM29_11AC","ZIGMM",1
"fixed","irAE.sample",-0.00604270480864923,0.0185518228757177,45,-0.32572027283413,0.746145816301169,"s__Dorea_phocaeensis","ZIGMM",1
"fixed","irAE.sample",-0.00400784226607745,0.00762204944776765,45,-0.525822128751902,0.601593620550275,"s__GGB9719_SGB15273","ZIGMM",1
"fixed","irAE.sample",-5.24297116161942e-05,0.00115880725490057,45,-0.0452445489916207,0.964112571939545,"s__GGB9210_SGB14150","ZIGMM",1
"fixed","irAE.sample",-0.0525259721538558,0.0855259086368556,45,-0.614152751967616,0.542207064716776,"s__Longicatena_caecimuris","ZIGMM",1
"fixed","irAE.sample",-0.00973428218676206,0.0223851473213448,45,-0.434854506294903,0.665746414629071,"s__GGB9782_SGB15403","ZIGMM",1
"fixed","irAE.sample",-0.051516968225873,0.457045257768933,45,-0.112717433011674,0.910755918363992,"s__Akkermansia_muciniphila","ZIGMM",1
"fixed","irAE.sample",-0.00190556903377722,0.00083408048417419,45,-2.28463448064475,0.0271015727910458,"s__GGB4802_SGB6641","ZIGMM",1
"fixed","irAE.sample",0.0190101755476561,0.0326859148640695,45,0.581601452084591,0.563737436381246,"s__Alistipes_senegalensis","ZIGMM",1
"fixed","irAE.sample",0.605310781624062,0.242001461325699,45,2.50126911758356,0.016081449615703,"s__Clostridium_leptum","ZIGMM",1
"fixed","irAE.sample",-3.33305087965312e-05,0.00939185946577371,45,-0.00354887218212707,0.997184101873743,"s__GGB9547_SGB14953","ZIGMM",1
"fixed","irAE.sample",-0.00977454542827719,0.0144887833704978,45,-0.674628447284278,0.503363270996696,"s__GGB9770_SGB15390","ZIGMM",1
"fixed","irAE.sample",-0.00117273176456612,0.0172430880532119,45,-0.0680117019032258,0.946077623786993,"s__Eisenbergiella_massiliensis","ZIGMM",1
"fixed","irAE.sample",-0.00152655205725837,0.00696335942619551,45,-0.219226376785266,0.827465059916176,"s__Lachnoclostridium_pacaense","ZIGMM",1
"fixed","irAE.sample",-0.00127554180890835,0.00298604014594272,45,-0.427168338858905,0.671293761208869,"s__Yanshouia_hominis","ZIGMM",1
"fixed","irAE.sample",0.00530665865816365,0.00609391997665054,45,0.870812002536403,0.388478794684222,"s__GGB9818_SGB15459","ZIGMM",1
"fixed","irAE.sample",-0.0794874036530519,0.0858225241660313,45,-0.926183474856513,0.359291405722673,"s__Anaerotruncus_massiliensis","ZIGMM",1
"fixed","irAE.sample",-0.00685914317775257,0.00768499889634609,45,-0.892536650982972,0.376853561477646,"s__bacterium_210917_DFI_7_65","ZIGMM",1
"fixed","irAE.sample",0.00618287452552094,0.0129775003774878,45,0.476430309818866,0.636073133444982,"s__Alistipes_indistinctus","ZIGMM",1
"fixed","irAE.sample",0.0105376474722384,0.0308410788910553,45,0.341675708215725,0.7341854375141,"s__GGB9524_SGB14924","ZIGMM",1
"fixed","irAE.sample",-0.00201827249205213,0.00356061124945442,45,-0.566833150448926,0.573644209676,"s__GGB3002_SGB3993","ZIGMM",1
