ADORA2A,AHR,B3GAT1,BCL6,BTLA,C10orf54,CCR4,CCR6,CD127,CD160,CD200R1,CD244,CD27,CD274,CD276,CD28,CD3D,CD3E,CD4,CD45RO,CD45RA,CD45RB,CD80,CD86,CD8A,CD96,CDKN1B,CDKN2A_ARF,CDKN2A_p16,CEACAM1,CTLA4,CXCR3,EGR1,EOMES,FOXO1,FOXP3,GATA3,GRAIL,GZMB,HAVCR2,IFNG,IL-10,IL-17A,IL-2,IL-21,IL-4,IL2RA,IL6,ITCH,KIR_Activating_Subgroup_1,KIR_Activating_Subgroup_2,KIR_Inhibiting_Subgroup_1,KIR_Inhibiting_Subgroup_2,KLRG1,LAG3,NECTIN2,PDCD1,PDCD1LG2,PRDM1,PVR,PVRIG,RORA,RORC,RUNX3,SPI1,SPN,TBX21,TGFB1,TIGIT,TNF,TNFRSF14,TNFRSF18,VTCN1,ZBTB7B,GUSB,HPRT1,PGK1,UBC,YWHAZ,toxicity
-2.412831326,0.443883689,-0.580838081,1.669130553,0.071815038,-0.09823281,1.840107948,0.836105694,-0.504447366,0.092189934,0.091149965,0.62223695,0.269706644,2.99999581,0.328299419,0.382568859,0.633324162,0.878411114,0.507264624,-0.019089835,0.553354619,-0.669679878,0.247508087,0.127227513,-0.36156447,0.453014336,-0.268681185,0.88951579,0.300740587,0.184095842,0.982999847,-1.159889288,2.131296847,-0.830199049,-0.408830011,0.756642993,-0.108541737,0.136599419,0.47586329,0.136027433,-0.836029511,1.29372442,3.196993682,-0.083272487,-0.245738081,1.118529019,0.511464415,3.163213577,-0.898179878,2.410660723,3.477496847,2.650912465,2.504789697,-0.021964586,0.12009072,0.802808087,-0.798355855,0.737999419,1.555689472,1.253327433,-0.762809212,0.868894172,-0.743550035,0.417326981,1.631285145,0.245235186,-0.459010344,0.217021993,-0.315172567,0.393002378,-0.569275557,-0.011020808,0.627199419,-0.069012019,0.252180492,0.7455122,1.589785912,0.32141462,1.413033692,NA
-1.017352469,0.834376704,-1.664173754,0.710077946,-0.102083582,0.284596187,2.129603608,-0.169192709,-0.24073765,1.134363768,1.152376612,2.27476041,0.916817618,3.032985774,1.550400133,0.568134749,0.464830952,0.810169258,0.077182567,0.239440069,0.651084688,0.017077274,-0.003111254,-1.628873754,0.830689471,0.603863958,-0.799549159,1.936894067,0.578219153,-0.768243997,0.980482588,0.32331683,3.249154452,-0.133983736,-0.557462773,0.417328855,1.418940328,0.722922177,0.933902168,0.013200133,-0.182344231,0.804956003,3.037795636,-0.316811254,-1.336273754,2.531978446,-0.515232434,1.604085718,-0.564552885,3.534451533,2.824701056,1.805024558,2.198022249,0.81325037,1.377197849,0.352754341,-0.764171023,0.383626246,0.327361365,0.719124558,-1.035075389,1.107269356,0.203325271,1.181675614,1.675095439,1.042943395,0.36818949,0.50793394,0.852839699,0.255640447,-0.538456605,1.075628473,0.670588746,0.640533754,0.488308078,0.579395555,1.305756064,0.465470626,1.483548002,FALSE
-0.573413414,0.550418738,-0.548080847,0.473494542,0.743104709,0.506825036,0.721922589,-0.517464202,0.27816114,0.396043063,1.103444647,2.453218867,1.618703144,3.45840868,3.295725271,0.374092332,0.746228852,1.041122916,0.738415007,-0.318694079,1.03174221,0.143697328,-1.042943348,1.309539742,0.01570963,0.707934118,-0.266588041,1.806083217,1.41678827,-0.788780847,1.27001663,-0.418596047,3.176944401,0.151964165,0.094800216,1.101887912,0.579340169,0.129456652,0.004629594,0.301582146,-1.171928704,1.481371296,3.513659079,-0.787180847,0.200856652,2.940891778,0.207704709,0.798300904,-0.383722626,1.081538734,0.712539742,-0.094988426,-0.582988426,0.432270631,0.439785866,1.43083845,-1.645505093,0.602111574,-0.298210099,1.121094119,-0.120629655,0.37476388,-0.070395045,0.326318527,2.587176249,0.951272458,-0.335374408,0.244375516,0.208918738,0.23930813,-0.27741638,0.459651893,0.237719153,0.906073012,0.350449158,0.681434561,1.407759137,0.53568308,1.346657531,FALSE
-1.878150787,0.525302142,0.257538892,1.451336865,-0.058371062,0.722133907,0.899830061,-0.342286445,-0.13381885,-1.15502407,2.420684235,3.232911948,0.964827507,2.957321865,2.66877593,0.749289742,0.191360027,0.822829607,0.280409763,-0.09308058,1.132868278,-0.995850665,-0.382768347,-0.855568347,-0.443321035,0.904362969,-0.815297316,2.312203817,1.603174788,0.303393486,0.696159047,-2.049452771,4.805058112,-2.054147501,-0.449148535,0.44891076,0.606556771,0.791331653,-2.086325584,0.652838892,-1.785127362,0.289694154,2.614713877,-2.4092,-0.597205846,4.103332824,0.228547939,0.927594004,-0.710234734,-1.081468347,-1.046127362,0.1948058,-1.056461108,-1.806517045,-0.179308647,1.940468301,-2.267728934,-0.948627362,-0.180457972,1.175701392,-1.486220101,1.188715856,-1.034184846,0.659988362,3.95870059,0.063286003,-1.988846566,-0.032020643,-0.635974012,-0.202434734,-0.840247271,-0.244213475,1.237738892,0.236967146,0.381225988,0.428047084,1.444818411,0.499500889,1.565717692,NA
-1.550901127,0.391830188,1.192993718,1.760241731,0.238888713,0.203529309,0.122087801,-0.80115513,-0.665164227,1.154781319,0.203489328,2.236413,0.792850097,2.815811506,3.429701646,-0.170827444,0.497019372,0.817736809,0.334811723,-0.015135424,1.390725656,-0.331221594,-1.802552402,-0.059352402,0.710478048,0.80299651,-0.764959297,2.026050998,0.182583317,-0.350027362,0.185246214,0.29191517,0.789571849,-0.424947551,-0.54989913,-0.170423627,0.484873256,0.777947598,1.037092816,0.535483317,0.137918478,0.352147598,2.802509178,-0.752390757,0.540093718,1.019389948,-0.743127143,-0.834986147,-0.62405652,2.340471849,2.003678962,1.99237839,1.966422556,0.211320042,1.228483141,-0.131760258,-2.399910672,-0.038160258,-0.368179974,0.048772638,-0.878494435,0.891820368,-0.639447551,0.887096893,2.369286436,0.698944426,0.484221085,0.405794421,-0.280397766,0.350017702,-0.390943359,-0.276177444,0.355009243,0.632720364,0.626073986,0.277650097,1.29746418,0.644345573,1.475374983,FALSE
-1.981182135,0.698037535,-0.895770045,1.596360927,-0.233229257,-0.143949457,1.350310099,-0.737093089,-0.563240385,-2.716013766,-0.122133014,2.509403394,0.840666034,2.24488325,9.82496889,0.40952899,0.278094071,0.752917451,0.799260975,-0.480487948,0.705107923,-0.705738796,-0.194772964,0.561927036,-2.058360029,0.506052711,-0.496822622,2.999524073,0.344781958,0.390271905,1.293238909,-1.825304794,0.701127036,-2.388171206,-0.472038759,0.87643112,0.549506057,0.765729955,-1.539744636,0.27450615,-1.331618832,1.549089537,3.324495321,0.182819153,0.254828794,0.405127036,0.186874049,0.607548008,-0.976999037,-0.743872964,-0.589069284,-1.645070045,-1.177169284,-2.129944636,-0.885072508,0.486928794,-1.541613766,0.790481168,0.548343264,1.32970615,-1.450364037,0.659520989,-1.034618042,0.258278994,1.355735963,-0.041827261,-2.10973171,0.156915087,-0.548963035,0.222373817,-0.383228916,0.516030779,2.419771905,-0.069343064,0.531839971,0.608363164,1.192284562,0.737944852,1.25058307,FALSE
-0.850002283,0.578935377,1.666113657,1.017641981,0.3973511,0.693752558,0.354778465,-0.961378713,0.075155436,0.951874686,0.506928938,2.304925409,1.170052558,2.720075725,3.240903399,-0.002019139,0.497856781,0.869280706,0.415003727,0.043676475,1.445170716,0.098036001,-0.329473234,2.211821157,0.233304851,0.706290009,-1.148488213,2.323363622,0.555478465,-0.446844636,0.653910768,-0.581996262,2.105180294,0.196108661,-0.346502474,0.573433387,0.181182851,0.22333845,1.517484194,0.954501749,-0.178971905,1.503328095,1.597460173,-2.3432,-0.093673234,1.222463344,-0.515078037,1.018625409,-0.465134212,1.751145198,2.750908389,3.08786836,2.758676903,1.492889901,0.756756626,0.546500843,-1.188557086,0.374226766,0.126650509,1.416128095,-0.905707846,1.151620735,0.158399707,0.855520673,2.821367823,0.910512944,0.59916066,0.308506775,0.010921908,0.163828553,-0.557860212,-0.555099157,-0.41686155,0.56608149,0.611948569,0.433781749,1.389279518,0.553586245,1.332889718,FALSE
-3.225890508,1.185942951,0.194645742,4.42735249,-0.907565051,-1.194930729,0.859621316,-0.453714087,-1.890079426,0.74981053,-2.554054258,0.174783873,-1.039578684,1.415536924,6.428967616,-0.600351036,0.270507723,0.732096883,-1.026866898,-2.923819646,1.314006048,-2.814214087,-1.005031569,-1.275331569,0.512473911,0.005375523,-1.639683228,1.74071472,-0.505041344,-1.286631569,0.128772775,1.165261159,0.789325333,-0.925724307,-0.248515946,-0.072051036,0.451767034,-0.3802,0.50896867,-1.929931569,0.467621465,0.953858656,1.850086966,0.628568431,0.542945742,0.681157663,-1.599805675,4.038953424,-0.234392007,-0.571731569,1.07344226,-1.286654516,-0.240501268,-0.413396828,0.198714019,1.681977458,-1.963324307,-1.488931569,-0.056409006,-0.565154258,-1.947089309,2.017847519,-1.398922542,1.791755134,1.036505338,-1.393685981,0.205773383,1.615374152,-1.8238001,3.252254423,-0.75518018,-1.013405675,0.743468431,-0.96852025,-0.034097441,0.126832283,1.518993639,1.167708915,1.541347771,FALSE
-2.651978482,0.106778597,-0.730771503,0.858300664,-0.976145078,-0.619404012,1.027661071,-0.271517478,-1.207120496,-0.726898068,-0.076413239,2.252919,0.694030066,1.084581244,9.331308697,0.225895958,0.63921076,0.404737507,-0.092381517,0.21380961,-0.63153134,-0.765047152,-0.654671503,1.111883419,0.074136683,0.628167305,-0.511835991,2.370240985,0.552584461,-1.005971503,0.984930066,0.476225806,0.771676378,-0.674315539,-1.096931347,-0.056255208,-0.053197258,-0.667771503,0.654484549,-0.295239884,-0.735143408,1.889156592,1.454905629,0.353556592,0.767053498,0.542190998,-0.862010931,0.72767178,-1.477555974,2.811256573,2.392405065,1.074890998,1.192984461,-0.10791053,-0.331811148,-0.035771503,-1.712146229,-0.682971503,-0.631190291,0.211383419,-1.403957678,0.69518093,-0.695060993,0.390779597,0.826039007,-0.458870365,-0.714045586,0.118118046,-0.046266841,0.482762334,-0.849895291,-0.196808794,1.340956592,-0.474680178,0.31110952,0.769204354,1.403082798,0.480331962,1.358758076,NA
-1.291181822,0.174964075,-1.14139957,1.674357543,0.534679839,0.640744052,0.301201688,-0.043538171,0.02637237,0.054569031,0.538012061,1.710158477,0.919793845,1.622343127,2.523308158,0.131592125,0.484896559,0.822539604,0.650433308,0.165968743,0.939390662,-0.956542288,-1.422287669,2.152679197,-0.060541718,0.780825401,-0.567345276,1.214625297,-0.271067369,-1.695687669,0.241914263,-0.961863569,4.522562489,0.603160413,-0.364083917,-0.266876965,0.474384504,0.67970043,-1.217359879,0.408440121,-0.794025306,1.717389668,1.473598683,-1.38469957,-0.465859879,0.674632631,-0.560842457,2.590862496,-0.697506783,-1.009010332,-0.857960993,-0.073264337,-0.424460993,0.707992604,-0.688187939,-0.007210332,-1.654706684,-0.959787669,0.82410617,1.113930223,-1.32920529,0.598144052,0.728721544,0.563514849,3.688778309,0.425561209,-0.430436801,0.108121702,-0.277418516,1.333795043,-0.469093991,0.319357473,0.335012331,0.25373424,0.170257473,0.511531425,1.584273552,0.572528759,1.482058534,TRUE
