"effect","group","term","estimate","std.error","statistic","p.value"
"fixed",NA,"s__Hydrogenoanaerobacterium_SGB53821",2.82132982817413,32.7508368268811,0.0861452744883285,0.931350933529758
"fixed",NA,"Days",0.0375792221881012,0.2039868788462,0.184223722626958,0.853837950003514
"fixed",NA,"Days2",-0.000256377396095398,0.00185074731792458,-0.138526417740753,0.889824392545196
"fixed",NA,"s__Hydrogenoanaerobacterium_SGB53821:Days",-0.373731405053583,3.30024966434159,-0.113243373400401,0.909837609808533
"fixed",NA,"s__Hydrogenoanaerobacterium_SGB53821:Days2",0.00187947867047003,0.0340666682071914,0.0551706042704017,0.956002547648999
"ran_pars","Patient_Id","sd__(Intercept)",46.1164430897575,NA,NA,NA
"fixed",NA,"(Intercept)",10.2943459681034,0.0111823122776708,920.591887659904,0
"fixed",NA,"s__Bacteroides_cellulosilyticus",-0.0138345965516579,0.0111804342268261,-1.23739349214751,0.21594103367328
"fixed",NA,"Days",0.0516161891579093,0.0111627987128668,4.6239469586076,3.76506180830606e-06
"fixed",NA,"Days2",-0.000534187962751743,0.000359083861693565,-1.48764124411586,0.136845530367413
"fixed",NA,"s__Bacteroides_cellulosilyticus:Days",0.362634425222829,0.0111609783038595,32.4912758855046,1.4161531621102e-231
"fixed",NA,"s__Bacteroides_cellulosilyticus:Days2",0.0118652996164944,0.0100723415947732,1.17800806345286,0.238793391626813
"ran_pars","Patient_Id","sd__(Intercept)",33.9416977394425,NA,NA,NA
"fixed",NA,"(Intercept)",10.9555636955241,12.5583497778073,0.872372874570219,0.383004993484296
"fixed",NA,"s__Anaerobutyricum_soehngenii",0.247276575079895,31.5745904702771,0.00783150537811947,0.993751426644432
"fixed",NA,"Days",0.0331265001692876,0.424779128745898,0.0779852349786794,0.937839798000578
"fixed",NA,"Days2",-0.000236550369882422,0.00307650992609698,-0.0768891944329013,0.938711693692708
"fixed",NA,"s__Anaerobutyricum_soehngenii:Days",-0.0364701850011878,2.05667406331254,-0.0177326031634044,0.985852171169807
"fixed",NA,"s__Anaerobutyricum_soehngenii:Days2",0.000339649807899053,0.0232875085765452,0.0145850642108251,0.988363215020092
"ran_pars","Patient_Id","sd__(Intercept)",46.3280851917274,NA,NA,NA
"fixed",NA,"(Intercept)",11.2170303445204,12.3875001896637,0.905512022020394,0.365194193836378
"fixed",NA,"s__Eubacterium_ventriosum",-9.31441762120622,111.151741108414,-0.0837991157702262,0.933216151061699
"fixed",NA,"Days",0.0379025551740492,0.376942476322229,0.100552624219639,0.919905606407156
"fixed",NA,"Days2",-0.000353270807699725,0.00348327212375668,-0.101419238907676,0.919217664776346
"fixed",NA,"s__Eubacterium_ventriosum:Days",-0.0619781567093287,5.72074266797904,-0.0108339354357332,0.991355939281648
"fixed",NA,"s__Eubacterium_ventriosum:Days2",0.00154061367814732,0.0506930299199988,0.0303910356232137,0.975755194091454
"ran_pars","Patient_Id","sd__(Intercept)",45.4893312162006,NA,NA,NA
"fixed",NA,"(Intercept)",10.8606464812399,11.9630656966696,0.907848101533325,0.363958480575994
"fixed",NA,"s__Dorea_sp_AF36_15AT",12.1623963453933,484.389604694873,0.0251087063543708,0.979968255706193
"fixed",NA,"Days",0.0295078595303056,0.348376188712552,0.0847011376964481,0.932498991468861
"fixed",NA,"Days2",-0.000187587032770151,0.00263466897526165,-0.071199469281154,0.943239003798845
"fixed",NA,"s__Dorea_sp_AF36_15AT:Days",-0.159208250926271,25.6521699656125,-0.00620642429625621,0.995048021667701
"fixed",NA,"s__Dorea_sp_AF36_15AT:Days2",5.80628195864883e-05,0.150321072709178,0.000386258683097751,0.999691810167944
"ran_pars","Patient_Id","sd__(Intercept)",46.1020420523371,NA,NA,NA
"fixed",NA,"(Intercept)",11.941205958167,11.8816521723795,1.00501224786953,0.314890952281238
"fixed",NA,"s__Intestinibacter_bartlettii",-15.459539812126,68.1791118235079,-0.226748917647173,0.820618986863699
"fixed",NA,"Days",0.00740484384078785,0.327709398628741,0.0225957628062317,0.981972723756952
"fixed",NA,"Days2",-0.000107957010283601,0.00250969617264438,-0.0430159680125145,0.965688805002012
"fixed",NA,"s__Intestinibacter_bartlettii:Days",0.500725641137444,4.32472946685716,0.115781956992868,0.907825350566545
"fixed",NA,"s__Intestinibacter_bartlettii:Days2",-0.00302642740004666,0.0374151961605524,-0.0808876528953626,0.935531299350429
"ran_pars","Patient_Id","sd__(Intercept)",43.8254011558325,NA,NA,NA
"fixed",NA,"(Intercept)",10.357178539366,12.6041829316271,0.821725501410902,0.411233141950328
"fixed",NA,"s__Gemmiger_formicilis",1.01207727238246,21.7469603833498,0.0465387922974902,0.962880815785192
"fixed",NA,"Days",0.0355731832809003,0.382054780546658,0.0931101640188899,0.925816042797211
"fixed",NA,"Days2",-0.000295221717232847,0.00314778631056604,-0.0937870897531667,0.925278287362692
"fixed",NA,"s__Gemmiger_formicilis:Days",0.00253718886792583,1.2874931025786,0.00197064268759524,0.998427655642391
"fixed",NA,"s__Gemmiger_formicilis:Days2",0.000124355197161408,0.0170568771518531,0.00729061926484579,0.994182978982078
"ran_pars","Patient_Id","sd__(Intercept)",44.2362499580979,NA,NA,NA
"fixed",NA,"(Intercept)",10.7079503616019,12.7247335608463,0.841506842591184,0.400064053320987
"fixed",NA,"s__Mediterraneibacter_faecis",0.889582703656544,23.2275999895939,0.0382985200388797,0.969449670760081
"fixed",NA,"Days",0.0297413094924955,0.465013731533824,0.0639579166713967,0.949003735796032
"fixed",NA,"Days2",-0.000188098364116699,0.00375540215951911,-0.0500874090514944,0.960052733266346
"fixed",NA,"s__Mediterraneibacter_faecis:Days",0.0153880188078108,2.52119795908054,0.00610345520564466,0.995130177559122
"fixed",NA,"s__Mediterraneibacter_faecis:Days2",-0.000261821687333029,0.0183818278710526,-0.0142435066398017,0.988635710221456
"ran_pars","Patient_Id","sd__(Intercept)",46.0745454254759,NA,NA,NA
"fixed",NA,"(Intercept)",10.7791462911685,11.7731690721771,0.915568800981736,0.359893101305414
"fixed",NA,"s__Simiaoa_sunii",7.04473733939047,169.175349819317,0.0416416301010425,0.966784385985844
"fixed",NA,"Days",0.0307330717213993,0.366868269783071,0.0837714085755405,0.93323818074484
"fixed",NA,"Days2",-0.000216136657995169,0.00279075040141842,-0.0774475058340281,0.938267550049624
"fixed",NA,"s__Simiaoa_sunii:Days",-0.0360271806848204,5.85694061740746,-0.00615119446110546,0.995092087859277
"fixed",NA,"s__Simiaoa_sunii:Days2",-0.000209409419327781,0.0451978851415156,-0.00463316853591965,0.996303279583385
"ran_pars","Patient_Id","sd__(Intercept)",45.6013263315819,NA,NA,NA
"fixed",NA,"(Intercept)",9.83057073552186,0.00205505093708565,4783.61414703568,0
"fixed",NA,"s__GGB3057_SGB71294",-572.594810433684,0.00204544614004358,-279936.391002446,0
"fixed",NA,"Days",0.0195268302673585,0.0029557401981159,6.60640954837833,3.93752657475614e-11
"fixed",NA,"Days2",-0.000144839032739992,0.000217995729574455,-0.664412247995541,0.506426495886852
"fixed",NA,"s__GGB3057_SGB71294:Days",1437.54627923104,0.00205363203696635,700001.876360775,0
"fixed",NA,"s__GGB3057_SGB71294:Days2",-13.1543974781698,0.00284552528851803,-4622.83625847538,0
"ran_pars","Patient_Id","sd__(Intercept)",28.3363306338195,NA,NA,NA
"fixed",NA,"(Intercept)",5.49625086452821,0.00143309389814227,3835.23429389591,0
"fixed",NA,"s__Anaerotignum_faecicola",-44.2656759619253,0.00143305962727566,-30888.9282200192,0
"fixed",NA,"Days",0.0166771654351805,0.00143474310331991,11.623798989931,3.11949578767218e-31
"fixed",NA,"Days2",-0.000135706424762364,0.000147739529718422,-0.918551893464177,0.358330004076048
"fixed",NA,"s__Anaerotignum_faecicola:Days",0.870496296904714,0.00143358375498976,607.216909284056,0
"fixed",NA,"s__Anaerotignum_faecicola:Days2",-0.00513194089339227,0.000487847580715437,-10.5195579444428,7.02021749530831e-26
"ran_pars","Patient_Id","sd__(Intercept)",7.35835611666104,NA,NA,NA
"fixed",NA,"(Intercept)",10.7306922740491,12.698997396434,0.845003108439287,0.398109103508503
"fixed",NA,"s__Lachnospiraceae_bacterium_CLA_AA_H244",3.36619129628339,129.522290358221,0.0259892817442734,0.979265887493875
"fixed",NA,"Days",0.0284315722592585,0.373009064703768,0.0762222019506092,0.939242319467062
"fixed",NA,"Days2",-0.000180194652566584,0.00282134106428486,-0.0638684400293373,0.949074982161615
"fixed",NA,"s__Lachnospiraceae_bacterium_CLA_AA_H244:Days",0.0226577849727741,4.13883754909728,0.005474432060692,0.995632056997064
"fixed",NA,"s__Lachnospiraceae_bacterium_CLA_AA_H244:Days2",-0.000436988571450064,0.0255440391824436,-0.0171072620241832,0.986351045503438
"ran_pars","Patient_Id","sd__(Intercept)",45.7462381533914,NA,NA,NA
"fixed",NA,"(Intercept)",11.2315086990524,0.00615919565817909,1823.5349747556,0
"fixed",NA,"s__Blautia_SGB4815",-23.9081235138193,0.00615816397095495,-3882.3460412198,0
"fixed",NA,"Days",-0.0222160523237076,0.00615527125174173,-3.60927267298273,0.000307056722043592
"fixed",NA,"Days2",0.000255450665701373,0.000358064571401441,0.713420667958173,0.475585487546414
"fixed",NA,"s__Blautia_SGB4815:Days",5.78962818562904,0.00615823469767442,940.144127312234,0
"fixed",NA,"s__Blautia_SGB4815:Days2",-0.0648166640289939,0.00598924405662699,-10.8221777934187,2.70277564747144e-27
"ran_pars","Patient_Id","sd__(Intercept)",36.2188571781489,NA,NA,NA
"fixed",NA,"(Intercept)",10.8151286390328,12.068028581085,0.896180230794614,0.370156512350049
"fixed",NA,"s__Desulfovibrio_fairfieldensis",2.67714927856529,75.7357805569124,0.0353485401335967,0.97180181806478
"fixed",NA,"Days",0.0315656101246371,0.355332940144902,0.0888338978980245,0.929213917550702
"fixed",NA,"Days2",-0.000217384949008097,0.00246165742404063,-0.0883083677221326,0.929631588460381
"fixed",NA,"s__Desulfovibrio_fairfieldensis:Days",0.0110316277973415,3.75952048646263,0.00293431777724433,0.997658756508818
"fixed",NA,"s__Desulfovibrio_fairfieldensis:Days2",-0.000365168932053,0.0390006187247111,-0.00936315740605484,0.99252939042196
"ran_pars","Patient_Id","sd__(Intercept)",45.939633035811,NA,NA,NA
"fixed",NA,"(Intercept)",11.6476240767676,3.41106907496688,3.41465500134461,0.000638628454081423
"fixed",NA,"s__Clostridium_sp_AF20_17LB",-50.786922099438,17.1683424021356,-2.95817271754322,0.00309468672309764
"fixed",NA,"Days",-0.00485544578001759,0.193656038173824,-0.0250725245946599,0.979997115488039
"fixed",NA,"Days2",4.73046373744818e-05,0.00170860569899792,0.0276861053443902,0.977912505785582
"fixed",NA,"s__Clostridium_sp_AF20_17LB:Days",2.49342305336797,1.75245271519134,1.42281901916864,0.154788626427819
"fixed",NA,"s__Clostridium_sp_AF20_17LB:Days2",-0.0195034685616742,0.038070151967252,-0.512303407100952,0.608438681103058
"ran_pars","Patient_Id","sd__(Intercept)",44.3996029152334,NA,NA,NA
"fixed",NA,"(Intercept)",9.39070931748267,0.00214764033723841,4372.57074876788,0
"fixed",NA,"s__GGB9614_SGB15049",-214.185877521492,0.00214745788631479,-99739.2679439465,0
"fixed",NA,"Days",0.0347060477942778,0.00220622028182501,15.7309984321096,9.27371335816681e-56
"fixed",NA,"Days2",-0.000214568678069587,0.000268381492517257,-0.799491336220922,0.42400556832577
"fixed",NA,"s__GGB9614_SGB15049:Days",15.7134924604979,0.00214988041832748,7309.00766691123,0
"fixed",NA,"s__GGB9614_SGB15049:Days2",-0.30553564530271,0.00234435845616838,-130.328041131593,0
"ran_pars","Patient_Id","sd__(Intercept)",23.9578677686587,NA,NA,NA
"fixed",NA,"(Intercept)",11.4147354208486,0.00567309409492003,2012.08286516346,0
"fixed",NA,"c__CFGB4806",0.122854742627731,0.00567327383778706,21.654999589382,5.45317022530276e-104
"fixed",NA,"Days",0.0347525147641997,0.00572780387294094,6.06733672016532,1.30048719833023e-09
"fixed",NA,"Days2",-0.000255159163748837,0.000253335624985144,-1.00719811421627,0.313839579123076
"fixed",NA,"c__CFGB4806:Days",-0.180207893638642,0.00567776153108383,-31.7392501696424,4.46812662064918e-221
"fixed",NA,"c__CFGB4806:Days2",0.000252883355572981,0.000355833302743662,0.710679280503306,0.477283001962087
"ran_pars","Patient_Id","sd__(Intercept)",56.8591942028242,NA,NA,NA
"fixed",NA,"(Intercept)",8.18087741879219,4.5990229796762,1.77882942854271,0.0752677308896967
"fixed",NA,"c__CFGB1354",-5.73833818215812,5.70851409688447,-1.00522449183228,0.314788764352219
"fixed",NA,"Days",0.01492536866361,0.149570285328006,0.0997883278144378,0.920512374849828
"fixed",NA,"Days2",-5.20748537478264e-05,0.00109966081208977,-0.0473553782905701,0.962229992059269
"fixed",NA,"c__CFGB1354:Days",0.421310909793886,0.416763820322973,1.01091047074909,0.312059282069814
"fixed",NA,"c__CFGB1354:Days2",-0.00555389974472404,0.00537266536346437,-1.0337326762415,0.301261152685126
"ran_pars","Patient_Id","sd__(Intercept)",16.7337319345468,NA,NA,NA
"fixed",NA,"(Intercept)",10.865680194119,11.9459074136379,0.909573447866697,0.36304750683543
"fixed",NA,"c__CFGB4405",0.264903868641661,17.4280820198744,0.0151998291228818,0.987872757986975
"fixed",NA,"Days",0.0267747116451859,0.366910541813714,0.0729734052143418,0.941827280637313
"fixed",NA,"Days2",-0.000170285545551686,0.00284884036867384,-0.0597736354146636,0.952335923911693
"fixed",NA,"c__CFGB4405:Days",0.0150776096756668,0.836754919054138,0.0180191467445575,0.985623578997069
"fixed",NA,"c__CFGB4405:Days2",-0.000198807794014958,0.00690117267194338,-0.0288078278092081,0.977017857783336
"ran_pars","Patient_Id","sd__(Intercept)",45.8017119460238,NA,NA,NA
"fixed",NA,"(Intercept)",10.0096190473331,0.00286769420903941,3490.47643077886,0
"fixed",NA,"c__CFGB3062",-85.6373569285664,0.00295742679575046,-28956.7123188371,0
"fixed",NA,"Days",0.0390042210544009,0.00504698694434801,7.72821913044191,1.09061495240279e-14
"fixed",NA,"Days2",-0.00022991172876493,0.000317839989509173,-0.723356834739307,0.469460683470892
"fixed",NA,"c__CFGB3062:Days",3.41753456008824,0.00504803224905144,677.00331366354,0
"fixed",NA,"c__CFGB3062:Days2",-0.0373267840781719,0.00118795622779526,-31.4210096338711,1.04516882818654e-216
"ran_pars","Patient_Id","sd__(Intercept)",32.3726276297696,NA,NA,NA
"fixed",NA,"(Intercept)",10.7814751723003,11.7332753869507,0.918880262905197,0.358158204533026
"fixed",NA,"c__CFGB2982",2.05170407803391,41.8686267983862,0.049003376392392,0.960916605202187
"fixed",NA,"Days",0.0325513407344196,0.355051685093253,0.0916805696214905,0.92695183556039
"fixed",NA,"Days2",-0.000228854113322421,0.00282765107740027,-0.0809343540125993,0.935494159020469
"fixed",NA,"c__CFGB2982:Days",-0.0494995145771273,1.32661065044537,-0.0373127673598197,0.970235625701322
"fixed",NA,"c__CFGB2982:Days2",0.000319130723108252,0.0105764880986029,0.030173600171725,0.975928602953004
"ran_pars","Patient_Id","sd__(Intercept)",45.7456513086971,NA,NA,NA
"fixed",NA,"(Intercept)",10.9814136159977,11.6763664961347,0.940482094291312,0.346970330015793
"fixed",NA,"c__CFGB2880",-3127.89460383157,317029780.801217,-9.86624851434009e-06,0.999992127872637
"fixed",NA,"Days",0.0296725853519789,0.302888070452134,0.097965513490463,0.921959677852237
"fixed",NA,"Days2",-0.000204529505162617,0.00222585386816263,-0.0918881100363742,0.926786938310121
"ran_pars","Patient_Id","sd__(Intercept)",46.2656477849702,NA,NA,NA
"fixed",NA,"(Intercept)",10.9361521938383,12.1658241228634,0.898924074801132,0.368693103545154
"fixed",NA,"c__CFGB38642",0.0608521328420151,11.2224388932292,0.00542236259167595,0.995673601805842
"fixed",NA,"Days",0.032566343684698,0.368161249319304,0.0884567393904442,0.929513666470077
"fixed",NA,"Days2",-0.000214898463950055,0.00254081039295995,-0.0845787094328224,0.932596325817406
"fixed",NA,"c__CFGB38642:Days",0.00522387398298903,0.396386852402792,0.0131787266689682,0.989485201826989
"fixed",NA,"c__CFGB38642:Days2",-0.000106356733752657,0.00416288326061672,-0.0255488148704176,0.979617212542245
"ran_pars","Patient_Id","sd__(Intercept)",46.1209092949197,NA,NA,NA
"fixed",NA,"(Intercept)",11.2936669892718,2.42493079218102,4.65731518016399,3.20359800270972e-06
"fixed",NA,"c__CFGB3023",-8.77586301458426,16.5306569089224,-0.530884105993844,0.595499092440927
"fixed",NA,"Days",-0.112063976518673,0.00633187812734197,-17.6983786271509,4.31553663527376e-70
"fixed",NA,"Days2",0.00114598722405544,0.000566843240168576,2.02170043293561,0.0432073091290565
"fixed",NA,"c__CFGB3023:Days",6.75106367069382,9.30304311263734,0.72568336929699,0.468032899320611
"fixed",NA,"c__CFGB3023:Days2",-0.07178502354691,0.101858185385977,-0.704754588694968,0.48096297327875
"ran_pars","Patient_Id","sd__(Intercept)",37.471255806738,NA,NA,NA
"fixed",NA,"(Intercept)",11.4072276038084,2.7013164903283,4.22284010209482,2.41242972867335e-05
"fixed",NA,"c__CFGB3070",-38.253633037796,15.7737586726592,-2.4251437993724,0.0153023241418811
"fixed",NA,"Days",0.0627943552315824,0.116219930342102,0.540306254243508,0.588985845945546
"fixed",NA,"Days2",-0.000494685561009416,0.000891067973472356,-0.555160297234904,0.578785022725338
"fixed",NA,"c__CFGB3070:Days",-0.109666865224632,0.791883272027501,-0.138488675160223,0.889854219287719
"fixed",NA,"c__CFGB3070:Days2",0.00485338847848044,0.00865629280175584,0.56067748511187,0.575017418493534
"ran_pars","Patient_Id","sd__(Intercept)",43.4932957362325,NA,NA,NA
"fixed",NA,"(Intercept)",8.58473973837807,0.00474446046917964,1809.42380996641,0
"fixed",NA,"c__CFGB3054",7.95601553485725,0.00474481249552669,1676.78186279395,0
"fixed",NA,"Days",0.107062305651728,0.00453647306281096,23.6003397726312,3.82327682924625e-123
"fixed",NA,"Days2",-0.000840678359462705,0.000270490097403047,-3.10798202053971,0.0018836952741873
"fixed",NA,"c__CFGB3054:Days",-1.71290631463194,0.00483586661631926,-354.208759367249,0
"fixed",NA,"c__CFGB3054:Days2",0.0185843172310589,0.000466624010778694,39.8271773457301,0
"ran_pars","Patient_Id","sd__(Intercept)",22.6188179736921,NA,NA,NA
"fixed",NA,"(Intercept)",10.0126468507524,11.443127917887,0.874992128253799,0.381578188815572
"fixed",NA,"c__CFGB1473",-442.37798670252,636.908377322929,-0.694570840097809,0.487324291729442
"fixed",NA,"Days",-0.15916993282448,0.887785927232234,-0.179288641486702,0.857711065131084
"fixed",NA,"Days2",0.00586080012778386,0.0120718932041395,0.485491383056151,0.627327823663018
"fixed",NA,"c__CFGB1473:Days",-51.3178929896727,119.85715793789,-0.428158767257485,0.668535533560362
"fixed",NA,"c__CFGB1473:Days2",-0.151342082802762,1.32752510705029,-0.114003179298837,0.909235273161701
"ran_pars","Patient_Id","sd__(Intercept)",37.0198178165507,NA,NA,NA
"fixed",NA,"(Intercept)",10.90844892656,4.15688459370358,2.62418854328624,0.00868556897782089
"fixed",NA,"c__CFGB2834",2.04107589209081,43.5720368240935,0.0468437108031218,0.962637791068425
"fixed",NA,"Days",0.0341499574379702,0.654309405693511,0.0521923682294834,0.958375413917804
"fixed",NA,"Days2",-0.000230288383045628,0.00526927220903175,-0.043704020955855,0.96514033402189
"fixed",NA,"c__CFGB2834:Days",-0.00266596525805228,2.86837058325314,-0.000929435434046565,0.99925841792368
"fixed",NA,"c__CFGB2834:Days2",-0.000944987981883882,0.0246975864494001,-0.038262361539657,0.969478499937586
"ran_pars","Patient_Id","sd__(Intercept)",46.2053840975911,NA,NA,NA
"fixed",NA,"(Intercept)",11.0746512113346,14.3401073998563,0.77228509539932,0.439945591056381
"fixed",NA,"c__CFGB3038",-0.732245893353955,65.9306890410164,-0.0111062982050501,0.991138638309513
"fixed",NA,"Days",0.0299248629576649,0.379314586252939,0.078891938359866,0.937118575513355
"fixed",NA,"Days2",-0.000242952631039861,0.00311278182359697,-0.0780500031187915,0.93778827753646
"fixed",NA,"c__CFGB3038:Days",-0.00611617317682186,5.21307977290964,-0.0011732360606882,0.999063893275756
"fixed",NA,"c__CFGB3038:Days2",0.000352450415352502,0.0531974436538772,0.0066253261650255,0.994713793215632
"ran_pars","Patient_Id","sd__(Intercept)",46.2587925475716,NA,NA,NA
"fixed",NA,"(Intercept)",10.941580634068,12.1255739698912,0.902355687346162,0.366867952519394
"fixed",NA,"c__CFGB1211",19.9809537134903,3018.22677916933,0.00662009688980011,0.994717965482099
"fixed",NA,"Days",0.0283079510542004,0.341301003840104,0.0829413061658101,0.933898209601372
"fixed",NA,"Days2",-0.000184289516805452,0.00278745995087079,-0.0661137810241474,0.947287239186651
"fixed",NA,"c__CFGB1211:Days",-0.0369768268945089,95.7095897959223,-0.00038634401185245,0.999691742085453
"fixed",NA,"c__CFGB1211:Days2",-0.00392031109796347,0.550190969730812,-0.00712536430738138,0.994314829935873
"ran_pars","Patient_Id","sd__(Intercept)",46.2686940729646,NA,NA,NA
"fixed",NA,"(Intercept)",10.6515301588742,0.00306600152949617,3474.07855358264,0
"fixed",NA,"c__CFGB1227",0.180161590044413,0.00306581535033086,58.7646578339984,0
"fixed",NA,"Days",0.00236109055537391,0.00306208927914406,0.771071755306203,0.440664401058375
"fixed",NA,"Days2",-7.47662596261474e-05,0.000220546346308398,-0.339004752867676,0.734606149688119
"fixed",NA,"c__CFGB1227:Days",-0.492589994690255,0.00306596752234701,-160.663800611031,0
"fixed",NA,"c__CFGB1227:Days2",0.134292224227527,0.00307768593326176,43.634154731702,0
"ran_pars","Patient_Id","sd__(Intercept)",43.0759028370658,NA,NA,NA
"fixed",NA,"(Intercept)",10.933280057375,2.72227811995593,4.01622449125513,5.9137925677801e-05
"fixed",NA,"c__CFGB79291",-3.4794131631835,145.077853888066,-0.0239830757757695,0.980866108399427
"fixed",NA,"Days",0.0308332155130316,0.227432567402276,0.135570801777455,0.892160589107948
"fixed",NA,"Days2",-0.000207245272984975,0.0018486378563179,-0.112107015593505,0.910738554855917
"fixed",NA,"c__CFGB79291:Days",7.47834489493531,65.8301209617131,0.113600655530995,0.909554367677969
"fixed",NA,"c__CFGB79291:Days2",-0.0872315743345401,0.732630600274373,-0.119066244710324,0.90522287327971
"ran_pars","Patient_Id","sd__(Intercept)",46.0367943234221,NA,NA,NA
"fixed",NA,"(Intercept)",11.4147354208486,0.00567309409492003,2012.08286516346,0
"fixed",NA,"o__OFGB4806",0.122854742627731,0.00567327383778706,21.654999589382,5.45317022530276e-104
"fixed",NA,"Days",0.0347525147641997,0.00572780387294094,6.06733672016532,1.30048719833023e-09
"fixed",NA,"Days2",-0.000255159163748837,0.000253335624985144,-1.00719811421627,0.313839579123076
"fixed",NA,"o__OFGB4806:Days",-0.180207893638642,0.00567776153108383,-31.7392501696424,4.46812662064918e-221
"fixed",NA,"o__OFGB4806:Days2",0.000252883355572981,0.000355833302743662,0.710679280503306,0.477283001962087
"ran_pars","Patient_Id","sd__(Intercept)",56.8591942028242,NA,NA,NA
"fixed",NA,"(Intercept)",8.18087741879219,4.5990229796762,1.77882942854271,0.0752677308896967
"fixed",NA,"o__OFGB1354",-5.73833818215812,5.70851409688447,-1.00522449183228,0.314788764352219
"fixed",NA,"Days",0.01492536866361,0.149570285328006,0.0997883278144378,0.920512374849828
"fixed",NA,"Days2",-5.20748537478264e-05,0.00109966081208977,-0.0473553782905701,0.962229992059269
"fixed",NA,"o__OFGB1354:Days",0.421310909793886,0.416763820322973,1.01091047074909,0.312059282069814
"fixed",NA,"o__OFGB1354:Days2",-0.00555389974472404,0.00537266536346437,-1.0337326762415,0.301261152685126
"ran_pars","Patient_Id","sd__(Intercept)",16.7337319345468,NA,NA,NA
"fixed",NA,"(Intercept)",10.865680194119,11.9459074136379,0.909573447866697,0.36304750683543
"fixed",NA,"o__OFGB4405",0.264903868641661,17.4280820198744,0.0151998291228818,0.987872757986975
"fixed",NA,"Days",0.0267747116451859,0.366910541813714,0.0729734052143418,0.941827280637313
"fixed",NA,"Days2",-0.000170285545551686,0.00284884036867384,-0.0597736354146636,0.952335923911693
"fixed",NA,"o__OFGB4405:Days",0.0150776096756668,0.836754919054138,0.0180191467445575,0.985623578997069
"fixed",NA,"o__OFGB4405:Days2",-0.000198807794014958,0.00690117267194338,-0.0288078278092081,0.977017857783336
"ran_pars","Patient_Id","sd__(Intercept)",45.8017119460238,NA,NA,NA
"fixed",NA,"(Intercept)",10.0096190473331,0.00286769420903941,3490.47643077886,0
"fixed",NA,"o__OFGB3062",-85.6373569285664,0.00295742679575046,-28956.7123188371,0
"fixed",NA,"Days",0.0390042210544009,0.00504698694434801,7.72821913044191,1.09061495240279e-14
"fixed",NA,"Days2",-0.00022991172876493,0.000317839989509173,-0.723356834739307,0.469460683470892
"fixed",NA,"o__OFGB3062:Days",3.41753456008824,0.00504803224905144,677.00331366354,0
"fixed",NA,"o__OFGB3062:Days2",-0.0373267840781719,0.00118795622779526,-31.4210096338711,1.04516882818654e-216
"ran_pars","Patient_Id","sd__(Intercept)",32.3726276297696,NA,NA,NA
"fixed",NA,"(Intercept)",10.7814751723003,11.7332753869507,0.918880262905197,0.358158204533026
"fixed",NA,"o__OFGB2982",2.05170407803391,41.8686267983862,0.049003376392392,0.960916605202187
"fixed",NA,"Days",0.0325513407344196,0.355051685093253,0.0916805696214905,0.92695183556039
"fixed",NA,"Days2",-0.000228854113322421,0.00282765107740027,-0.0809343540125993,0.935494159020469
"fixed",NA,"o__OFGB2982:Days",-0.0494995145771273,1.32661065044537,-0.0373127673598197,0.970235625701322
"fixed",NA,"o__OFGB2982:Days2",0.000319130723108252,0.0105764880986029,0.030173600171725,0.975928602953004
"ran_pars","Patient_Id","sd__(Intercept)",45.7456513086971,NA,NA,NA
"fixed",NA,"(Intercept)",10.9814136159977,11.6763664961347,0.940482094291312,0.346970330015793
"fixed",NA,"o__OFGB2880",-3127.89460383157,317029780.801217,-9.86624851434009e-06,0.999992127872637
"fixed",NA,"Days",0.0296725853519789,0.302888070452134,0.097965513490463,0.921959677852237
"fixed",NA,"Days2",-0.000204529505162617,0.00222585386816263,-0.0918881100363742,0.926786938310121
"ran_pars","Patient_Id","sd__(Intercept)",46.2656477849702,NA,NA,NA
"fixed",NA,"(Intercept)",10.9361521938383,12.1658241228634,0.898924074801132,0.368693103545154
"fixed",NA,"o__OFGB38642",0.0608521328420151,11.2224388932292,0.00542236259167595,0.995673601805842
"fixed",NA,"Days",0.032566343684698,0.368161249319304,0.0884567393904442,0.929513666470077
"fixed",NA,"Days2",-0.000214898463950055,0.00254081039295995,-0.0845787094328224,0.932596325817406
"fixed",NA,"o__OFGB38642:Days",0.00522387398298903,0.396386852402792,0.0131787266689682,0.989485201826989
"fixed",NA,"o__OFGB38642:Days2",-0.000106356733752657,0.00416288326061672,-0.0255488148704176,0.979617212542245
"ran_pars","Patient_Id","sd__(Intercept)",46.1209092949197,NA,NA,NA
"fixed",NA,"(Intercept)",11.2936669892718,2.42493079218102,4.65731518016399,3.20359800270972e-06
"fixed",NA,"o__OFGB3023",-8.77586301458426,16.5306569089224,-0.530884105993844,0.595499092440927
"fixed",NA,"Days",-0.112063976518673,0.00633187812734197,-17.6983786271509,4.31553663527376e-70
"fixed",NA,"Days2",0.00114598722405544,0.000566843240168576,2.02170043293561,0.0432073091290565
"fixed",NA,"o__OFGB3023:Days",6.75106367069382,9.30304311263734,0.72568336929699,0.468032899320611
"fixed",NA,"o__OFGB3023:Days2",-0.07178502354691,0.101858185385977,-0.704754588694968,0.48096297327875
"ran_pars","Patient_Id","sd__(Intercept)",37.471255806738,NA,NA,NA
"fixed",NA,"(Intercept)",11.4072276038084,2.7013164903283,4.22284010209482,2.41242972867335e-05
