"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","threshold","level"
"s__Rothia_mucilaginosa",1.0317808199167,-0.00128967900328909,0.467882447733103,-0.00275641672291322,0.997800700438634,NA,NA,"species"
"s__Ruminococcaceae_bacterium_D16",1.08501615717329,-0.0924370879746233,0.465111559391966,-0.198741755839104,0.842464759063254,NA,NA,"species"
"s__Ruminococcaceae_bacterium_D5",1.19156676539674,0.0167545154351343,0.434960940017489,0.0385195862287328,0.969273415519347,0.978130108866302,FALSE,"species"
"s__Ruminococcaceae_bacterium_KLE1738",2.31032672318574,-0.437657971981383,0.483985452815494,-0.904279187391667,0.36584737987123,0.599474728640122,FALSE,"species"
"s__Ruminococcus_bicirculans",10.8313398209058,2.2905122991942,0.697355060626415,3.28457112957164,0.00102137713112956,0.0111330107293122,TRUE,"species"
"s__Ruminococcus_bromii",23.3067879008577,2.04278495273288,0.726846923749166,2.81047478634971,0.00494684647685466,0.0389412444500378,TRUE,"species"
"s__Ruminococcus_callidus",1.26269227173159,0.875900538883861,0.369209623709569,2.37236648948477,0.0176745495246855,0.0917393284852721,FALSE,"species"
"s__Ruminococcus_gnavus",4.75568861101064,-1.04334256551836,0.577968466782685,-1.80518942724717,0.0710450448363468,0.267031375419372,FALSE,"species"
"s__Ruminococcus_lactaris",2.15260204103584,-0.155372528276727,0.475958183116168,-0.326441552615989,0.744090303408858,0.823409574330614,FALSE,"species"
"s__Ruminococcus_sp_37_24",1.13773146408039,-0.178162754180909,0.46280824956952,-0.384960195386808,0.700266906574563,NA,NA,"species"
"s__Ruminococcus_sp_AF31_8BH",1.0317808199167,-0.00128967900328909,0.467882447733103,-0.00275641672291322,0.997800700438634,NA,NA,"species"
"s__Ruminococcus_sp_CAG_177",1.66731348198339,1.99351818013136,0.460845741583392,4.32578192711937,1.51991733604801e-05,0.000301219981144061,TRUE,"species"
"s__Ruminococcus_sp_CAG_254",1.41834438311624,-0.564605682292529,0.46955144090993,-1.20243626810813,0.229194544531745,0.487233622274853,FALSE,"species"
"s__Ruminococcus_torques",6.52823889135853,0.751897716662394,0.542298883129524,1.3865005812354,0.165594102918596,0.402714285681136,FALSE,"species"
"s__Ruthenibacterium_lactatiformans",4.53853350228162,0.387799122242775,0.426993375412489,0.908208755857507,0.363767938930615,0.599474728640122,FALSE,"species"
"s__Salmonella_phage_SPN3UB",1.13847473648271,0.58367358044912,0.402004773518593,1.45190708891452,0.146527441194069,NA,NA,"species"
"s__Salmonella_phage_SSU5",1.06752229885557,-0.0626906292517702,0.465984446541449,-0.134533737589445,0.89298053483348,NA,NA,"species"
"s__Salmonella_phage_ST64B",1.15643389599391,0.661681159085353,0.39454930363285,1.67705570125929,0.0935315901558172,0.309813330662959,FALSE,"species"
"s__Salmonella_virus_FelixO1",1.04950732883116,-0.0323164244938579,0.466906759717587,-0.0692138715520092,0.944819381685814,NA,NA,"species"
"s__Salmonella_virus_HK620",1.0317808199167,-0.00128967900328909,0.467882447733103,-0.00275641672291322,0.997800700438634,NA,NA,"species"
"s__Salmonella_virus_PsP3",1.15625705591037,0.661676466366861,0.394558364047758,1.67700529670376,0.0935414460981786,0.309813330662959,FALSE,"species"
"s__Salmonella_virus_SH19",1.13773146408039,0.583656921573498,0.401999266424006,1.45188553891014,0.146533434140686,NA,NA,"species"
"s__Sellimonas_intestinalis",1.86875261176906,-0.151066178723965,0.48818531499841,-0.309444332065696,0.75698355191693,0.829258363406486,FALSE,"species"
"s__Senegalimassilia_anaerobia",1.0317808199167,-0.00128967900328909,0.467882447733103,-0.00275641672291322,0.997800700438634,NA,NA,"species"
"s__Shigella_phage_SfII",1.06752229885557,-0.0626906292517702,0.465984446541449,-0.134533737589445,0.89298053483348,NA,NA,"species"
"s__Shigella_phage_SfIV",1.15687599620273,-0.205652062240844,0.462178303418103,-0.444962605816665,0.656346777970425,0.749131772676294,FALSE,"species"
"s__Slackia_isoflavoniconvertens",1.47662793449062,1.19103618250272,0.343202215291238,3.47036274661579,0.000519755904358039,0.00666510512647368,TRUE,"species"
"s__Streptococcus_agalactiae",1.0317808199167,-0.00128967900328909,0.467882447733103,-0.00275641672291322,0.997800700438634,NA,NA,"species"
"s__Streptococcus_anginosus_group",1.0317808199167,-0.00128967900328909,0.467882447733103,-0.00275641672291322,0.997800700438634,NA,NA,"species"
"s__Streptococcus_australis",1.0317808199167,-0.00128967900328909,0.467882447733103,-0.00275641672291322,0.997800700438634,NA,NA,"species"
"s__Streptococcus_gordonii",1.0317808199167,-0.00128967900328909,0.467882447733103,-0.00275641672291322,0.997800700438634,NA,NA,"species"
"s__Streptococcus_infantis",1.04943926061065,-0.0323162750154488,0.466906536030276,-0.0692135845649274,0.944819610120557,NA,NA,"species"
"s__Streptococcus_lutetiensis",1.120413364489,-0.150151452146383,0.463527729040282,-0.323931973729525,0.745989536487693,NA,NA,"species"
"s__Streptococcus_mitis",1.0317808199167,-0.00128967900328909,0.467882447733103,-0.00275641672291322,0.997800700438634,NA,NA,"species"
"s__Streptococcus_mutans",1.08489227843957,-0.0924366823849965,0.465111167067831,-0.198741051451718,0.842465310092587,NA,NA,"species"
"s__Streptococcus_oralis",1.0317808199167,-0.00128967900328909,0.467882447733103,-0.00275641672291322,0.997800700438634,NA,NA,"species"
"s__Streptococcus_parasanguinis",2.50181170875737,-1.4861331699332,0.58699512963528,-2.53176405544725,0.011349032974303,0.0634381843178988,FALSE,"species"
"s__Streptococcus_phage_P7132",1.04935189097122,-0.0323160818022302,0.466906249194918,-0.0692132132691573,0.944819905662974,NA,NA,"species"
"s__Streptococcus_phage_PH10",1.06752229885557,-0.0626906292517702,0.465984446541449,-0.134533737589445,0.89298053483348,NA,NA,"species"
"s__Streptococcus_phage_PH15",1.06716576952511,-0.0626896765256788,0.46598289950384,-0.134532139682439,0.892981798293169,NA,NA,"species"
"s__Streptococcus_phage_SM1",1.04965155938613,-0.0323167382365981,0.466907234323055,-0.0692144731564344,0.944818902823326,NA,NA,"species"
"s__Streptococcus_phage_TP_J34",1.04950732883116,-0.0323164244938579,0.466906759717587,-0.0692138715520092,0.944819381685814,NA,NA,"species"
"s__Streptococcus_salivarius",5.74576747323453,-2.75884522950191,0.63776294533426,-4.32581611974331,1.51968156163658e-05,0.000301219981144061,TRUE,"species"
"s__Streptococcus_sanguinis",1.0317808199167,-0.00128967900328909,0.467882447733103,-0.00275641672291322,0.997800700438634,NA,NA,"species"
"s__Streptococcus_sobrinus",1.0317808199167,-0.00128967900328909,0.467882447733103,-0.00275641672291322,0.997800700438634,NA,NA,"species"
"s__Streptococcus_sp_A12",1.0317808199167,-0.00128967900328909,0.467882447733103,-0.00275641672291322,0.997800700438634,NA,NA,"species"
"s__Streptococcus_thermophilus",4.90661811194298,-1.45689794814593,0.619246182447691,-2.35269588968196,0.0186378699592905,0.09448966630524,FALSE,"species"
"s__Streptococcus_vestibularis",1.24519051823601,-0.335707095322845,0.459816278565344,-0.730089627035981,0.465335401436306,0.67133069717954,FALSE,"species"
"s__Streptococcus_virus_7201",1.06723383774562,-0.0626898594199749,0.465983301245341,-0.134532416188383,0.89298157966083,NA,NA,"species"
"s__Streptococcus_virus_DT1",1.04943926061065,-0.0323162750154488,0.466906536030276,-0.0692135845649274,0.944819610120557,NA,NA,"species"
"s__Streptococcus_virus_phiAbc2",1.10260758004907,0.15970294367175,0.438773574809438,0.363975756154208,0.715876113289495,NA,NA,"species"
"s__Streptococcus_virus_Sfi21",1.10283459347772,0.0230418514779149,0.450637795953616,0.0511316442713264,0.959220620482318,NA,NA,"species"
"s__Stx2_converting_phage_1717",1.12083438960023,-0.150153485142689,0.463528037323883,-0.323936144207328,0.74598637901281,NA,NA,"species"
"s__Subdoligranulum_sp",3.178615041701,-0.974894351941927,0.595707123105387,-1.6365329775811,0.101728089689997,0.321401790614774,FALSE,"species"
"s__Subdoligranulum_sp_APC924_74",1.04935189097122,-0.0323160818022302,0.466906249194918,-0.0692132132691573,0.944819905662974,NA,NA,"species"
"s__Sutterella_parvirubra",1.0317808199167,-0.00128967900328909,0.467882447733103,-0.00275641672291322,0.997800700438634,NA,NA,"species"
"s__Sutterella_sp_CAG_397",1.47324183726541,-0.62631106521149,0.514360340160971,-1.21765038302814,0.22335685955865,0.483392933898807,FALSE,"species"
"s__Sutterella_wadsworthensis",1.55917506047071,-0.722836111851255,0.541894273580058,-1.33390616415965,0.182234611147168,0.436562035495413,FALSE,"species"
"s__Turicibacter_sanguinis",1.08504127760308,0.0527874173353044,0.451521553373872,0.116910072046096,0.906931316552126,NA,NA,"species"
"s__Turicimonas_muris",1.56617197309456,-0.725864182824391,0.510536832332487,-1.42176653446949,0.155094037715036,0.402057966482485,FALSE,"species"
"s__Tyzzerella_nexilis",1.0317808199167,-0.00128967900328909,0.467882447733103,-0.00275641672291322,0.997800700438634,NA,NA,"species"
"s__Tyzzerella_sp",1.3672718916828,-0.499979076466107,0.459666402745073,-1.08769984815138,0.276727634803048,0.520109110956333,FALSE,"species"
"s__Veillonella_atypica",1.0674401071355,-0.0626904105849518,0.465983986987793,-0.134533401008464,0.892980800966905,NA,NA,"species"
"s__Veillonella_dispar",1.0317808199167,-0.00128967900328909,0.467882447733103,-0.00275641672291322,0.997800700438634,NA,NA,"species"
"s__Veillonella_parvula",1.29805628401978,0.430273058392775,0.389157992785463,1.10565134564762,0.26887745666799,0.518719341182494,FALSE,"species"
"s__Victivallales_bacterium_CCUG_44730",1.0317808199167,-0.00128967900328909,0.467882447733103,-0.00275641672291322,0.997800700438634,NA,NA,"species"
"s__Weissella_confusa",1.12069241705504,-0.15015280138215,0.463529642853252,-0.323933547071306,0.745988345307813,NA,NA,"species"
