name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,threshold,level
s__Firmicutes_bacterium_CAG_102,1.043171715,0.022054423,0.457053191,0.048253514,0.961514202,NA,NA,species
s__Firmicutes_bacterium_CAG_103,1.918849033,1.03172307,0.54959644,1.877237541,0.060485544,0.192584194,FALSE,species
s__Firmicutes_bacterium_CAG_110,3.965578553,-0.032044769,0.557906999,-0.057437475,0.954196712,0.968952331,FALSE,species
s__Firmicutes_bacterium_CAG_114,1.600310588,0.739179626,0.460646832,1.604655832,0.108569567,0.292989106,FALSE,species
s__Firmicutes_bacterium_CAG_124,1.49459215,0.629474813,0.535872971,1.174671698,0.240126087,0.454854222,FALSE,species
s__Firmicutes_bacterium_CAG_129,1.465299688,0.597748484,0.491856481,1.21529045,0.224255333,0.448198225,FALSE,species
s__Firmicutes_bacterium_CAG_137,1.36536406,0.479055699,0.476036472,1.006342428,0.314250877,0.489302329,FALSE,species
s__Firmicutes_bacterium_CAG_145,1.558308782,0.694329907,0.515778458,1.346178569,0.178244935,0.399025593,FALSE,species
s__Firmicutes_bacterium_CAG_170,2.013079742,0.978040564,0.570881612,1.713210835,0.086673759,0.251098978,FALSE,species
s__Firmicutes_bacterium_CAG_176,1.422029456,0.548471803,0.460399743,1.191294762,0.233537889,0.453714711,FALSE,species
s__Firmicutes_bacterium_CAG_194,1.407338357,0.531318056,0.464812484,1.143080434,0.253005197,0.456670746,FALSE,species
s__Firmicutes_bacterium_CAG_238,1.057977084,0.046302128,0.456446596,0.101440407,0.919200862,NA,NA,species
s__Firmicutes_bacterium_CAG_24053_14,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Firmicutes_bacterium_CAG_345,1.305457843,0.405863927,0.470388227,0.862827563,0.388232282,0.538477223,FALSE,species
s__Firmicutes_bacterium_CAG_41,1.116100322,0.001213238,0.439941177,0.002757727,0.997799655,NA,NA,species
s__Firmicutes_bacterium_CAG_424,2.76853048,1.60166029,0.644890953,2.483614141,0.013005665,0.075356351,FALSE,species
s__Firmicutes_bacterium_CAG_56,2.398193328,1.38237658,0.599138904,2.307272274,0.021039646,0.096390937,FALSE,species
s__Firmicutes_bacterium_CAG_646,1.058001352,0.046302169,0.456446606,0.101440493,0.919200793,NA,NA,species
s__Firmicutes_bacterium_CAG_65_45_313,1.086826246,0.093606583,0.455311101,0.205588184,0.837112608,NA,NA,species
s__Firmicutes_bacterium_CAG_83,3.097735133,1.53849053,0.581355759,2.646383918,0.008135742,0.060032844,FALSE,species
s__Firmicutes_bacterium_CAG_94,1.219719096,0.289160189,0.451635769,0.640250858,0.522009523,0.623396756,FALSE,species
s__Firmicutes_bacterium_CAG_95,1.11672595,-0.480445592,0.397642183,-1.208235979,0.226956506,NA,NA,species
s__Flavonifractor_plautii,6.260745037,1.348803382,0.553068,2.438765907,0.014737512,0.075997458,FALSE,species
s__Flavonifractor_sp_An10,1.161020311,0.205501877,0.45296737,0.453679207,0.650059735,NA,NA,species
s__Flavonifractor_sp_An100,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Fusicatenibacter_saccharivorans,11.88021568,0.470379841,0.436510481,1.077591173,0.281216243,0.473500854,FALSE,species
s__Fusobacterium_ulcerans,1.04331672,0.022054627,0.457053519,0.048253926,0.961513874,NA,NA,species
s__Gemmiger_formicilis,1.409439775,-0.059330333,0.392323225,-0.151228194,0.879795711,0.913702211,FALSE,species
s__Gordonibacter_pamelaeae,1.383221021,0.497046426,0.451627692,1.100566761,0.271085259,0.468454351,FALSE,species
s__Haemophilus_parainfluenzae,1.102021868,-0.021869486,0.440478878,-0.049649341,0.960401826,NA,NA,species
s__Haemophilus_sp_HMSC71H05,1.057888171,-0.093422789,0.442254567,-0.211242113,0.83269835,NA,NA,species
s__Hafnia_alvei,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Hafnia_paralvei,1.043171715,0.022054423,0.457053191,0.048253514,0.961514202,NA,NA,species
s__Harryflintia_acetispora,1.072568562,0.070148672,0.455866091,0.153879995,0.877704358,NA,NA,species
s__Holdemanella_biformis,1.087377686,-0.045328327,0.44104205,-0.102775522,0.918141133,NA,NA,species
s__Holdemania_filiformis,1.175245186,-0.491348563,0.387261004,-1.268778831,0.204519957,NA,NA,species
s__Human_endogenous_retrovirus_K,1.278133047,-0.012590057,0.412116671,-0.030549741,0.975628625,0.980606322,FALSE,species
s__Hungatella_hathewayi,1.219781582,0.153222721,0.437107447,0.350537889,0.725935061,0.809383603,FALSE,species
s__Intestinibacter_bartlettii,2.27869675,0.745451971,0.498012601,1.496853631,0.134431348,0.335227538,FALSE,species
s__Intestinimonas_butyriciproducens,2.689825627,1.318701071,0.613000813,2.151222385,0.031458651,0.126476617,FALSE,species
s__Klebsiella_aerogenes,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Klebsiella_michiganensis,1.116422416,0.139410486,0.454288618,0.306876467,0.758937402,NA,NA,species
s__Klebsiella_oxytoca,1.101892536,0.116691015,0.454786201,0.256584336,0.797499669,NA,NA,species
s__Klebsiella_phage_phiKO2,1.411228128,0.532047888,0.537380253,0.990077111,0.32213643,0.489302329,FALSE,species
s__Klebsiella_pneumoniae,3.288362918,0.780954636,0.643969149,1.212720573,0.225236671,0.448198225,FALSE,species
s__Klebsiella_quasipneumoniae,1.540821648,0.546713031,0.512455361,1.066850058,0.28603955,0.477540605,FALSE,species
s__Klebsiella_variicola,2.209568541,0.897090062,0.581953154,1.541515939,0.123191267,0.311136917,FALSE,species
s__Klebsiella_virus_KP36,1.072568562,0.070148672,0.455866246,0.153879943,0.877704399,NA,NA,species
s__Lachnoclostridium_sp_An14,1.249290989,0.329240769,0.4512397,0.729636087,0.465612658,0.601481387,FALSE,species
s__Lachnospira_pectinoschiza,5.081369693,-0.811684583,0.523262626,-1.551199231,0.120853946,0.309197759,FALSE,species
s__Lachnospiraceae_bacterium_OF09_33XD,1.043288674,0.022054587,0.457053456,0.048253847,0.961513937,NA,NA,species
s__Lachnospiraceae_bacterium_OF09_6,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Lactobacillus_acidophilus,1.072314618,0.070148164,0.455865453,0.153879097,0.877705066,NA,NA,species
s__Lactobacillus_animalis,2.296879695,-2.464928368,0.440606627,-5.594396949,2.21E-08,9.47E-07,TRUE,species
s__Lactobacillus_casei_group,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Lactobacillus_crispatus,1.219339461,0.289156294,0.451765167,0.640058852,0.522134339,0.623396756,FALSE,species
s__Lactobacillus_delbrueckii,1.072749633,0.070149032,0.455866814,0.153880542,0.877703927,NA,NA,species
s__Lactobacillus_fermentum,1.219576449,0.2891588,0.451667364,0.640202997,0.522040635,0.623396756,FALSE,species
s__Lactobacillus_gasseri,1.219247197,0.289155461,0.451668848,0.640193499,0.522046809,NA,NA,species
s__Lactobacillus_helveticus,1.043256363,0.022054542,0.457053382,0.048253755,0.96151401,NA,NA,species
s__Lactobacillus_oris,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Lactobacillus_paragasseri,1.087289247,0.093607679,0.455313232,0.205589631,0.837111478,NA,NA,species
s__Lactobacillus_phage_A2,1.072617001,0.070148768,0.455866398,0.153880103,0.877704273,NA,NA,species
s__Lactobacillus_phage_J1,1.043256363,0.022054542,0.457053382,0.048253755,0.96151401,NA,NA,species
s__Lactobacillus_phage_Lc_Nu,1.072617001,0.070148768,0.455866398,0.153880103,0.877704273,NA,NA,species
s__Lactobacillus_phage_LF1,1.05810947,0.046302349,0.456446894,0.101440823,0.919200532,NA,NA,species
s__Lactobacillus_phage_Lrm1,1.043442155,0.0220548,0.457053804,0.048254276,0.961513595,NA,NA,species
s__Lactobacillus_phage_phiadh,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Lactobacillus_phage_phiAQ113,1.175085012,0.226871809,0.452583178,0.501282019,0.616172658,NA,NA,species
s__Lactobacillus_phage_Sha1,1.11683029,0.139411831,0.454287873,0.306879931,0.758934765,NA,NA,species
s__Lactobacillus_plantarum,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Lactobacillus_prophage_Lj771,1.116982878,0.139412332,0.454288847,0.306880376,0.758934427,NA,NA,species
s__Lactobacillus_prophage_Lj928,1.043256363,0.022054542,0.457053382,0.048253755,0.96151401,NA,NA,species
s__Lactobacillus_reuteri,1.072749633,0.070149032,0.455866814,0.153880542,0.877703927,NA,NA,species
s__Lactobacillus_rhamnosus,1.058033176,0.046302222,0.456446746,0.101440579,0.919200726,NA,NA,species
s__Lactobacillus_rogosae,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Lactobacillus_salivarius,1.263356198,0.348787718,0.496953535,0.701851771,0.482771609,0.613587142,FALSE,species
s__Lactobacillus_vaginalis,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Lactobacillus_virus_c5,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Lactococcus_lactis,1.087666924,0.093608569,0.455314289,0.205591107,0.837110325,NA,NA,species
s__Lactococcus_phage_340,1.04331672,0.022054627,0.457053519,0.048253926,0.961513874,NA,NA,species
s__Lactococcus_phage_bIL285,1.175594047,-0.038590194,0.425412575,-0.090712396,0.927721121,NA,NA,species
s__Lactococcus_phage_bIL286,1.145796866,0.046301317,0.438963037,0.105478851,0.915995851,NA,NA,species
s__Lactococcus_phage_bIL309,1.292790961,0.007305427,0.411818477,0.017739435,0.985846721,0.985846721,FALSE,species
s__Lactococcus_phage_bIL310,1.395897179,0.139437964,0.411959093,0.338475266,0.735005063,0.810073177,FALSE,species
s__Lactococcus_phage_bIL311,1.08738195,0.093607898,0.455313242,0.205590107,0.837111106,NA,NA,species
s__Lactococcus_phage_bIL312,1.293536914,0.126494982,0.423314897,0.298820059,0.765077345,0.819131723,FALSE,species
s__Lactococcus_phage_BK5_T,1.043256363,-0.118084232,0.442904035,-0.266613584,0.789766696,NA,NA,species
s__Lactococcus_phage_jm3,1.05800513,0.046302175,0.456446616,0.101440505,0.919200784,NA,NA,species
s__Lactococcus_phage_P335_sensu_lato,1.116805045,0.139411745,0.454287533,0.306879971,0.758934735,NA,NA,species
s__Lactococcus_phage_phiLC3,1.043171715,0.022054423,0.457053191,0.048253514,0.961514202,NA,NA,species
s__Lactococcus_phage_TP901_1,1.043171715,0.022054423,0.457053191,0.048253514,0.961514202,NA,NA,species
s__Lactococcus_phage_Tuc2009,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Lactococcus_phage_ul36,1.116750242,0.139411572,0.454287261,0.306879774,0.758934884,NA,NA,species
s__Lactococcus_virus_bIL67,1.190276431,0.247936669,0.452238499,0.548243171,0.583524942,NA,NA,species
s__Lactococcus_virus_c2,1.160600592,0.205499618,0.452965223,0.453676369,0.650061777,NA,NA,species
s__Lactonifactor_longoviformis,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Lawsonibacter_asaccharolyticus,3.010504311,1.015530718,0.513281959,1.9785046,0.04787181,0.168406189,FALSE,species
s__Massiliomicrobiota_timonensis,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Megamonas_funiformis,1.131305985,0.161778871,0.453821126,0.356481577,0.721479946,NA,NA,species
s__Megamonas_funiformis_CAG_377,1.410078658,0.531530408,0.537388522,0.989098924,0.322614744,0.489302329,FALSE,species
s__Megamonas_hypermegale,1.057944755,0.046302074,0.45644651,0.101440307,0.919200941,NA,NA,species
s__Megasphaera_elsdenii,1.04331672,-0.118084641,0.442904128,-0.266614452,0.789766027,NA,NA,species
s__Megasphaera_sp_DISK_18,1.11653103,0.139410849,0.454286811,0.306878487,0.758935864,NA,NA,species
s__Megasphaera_sp_MJR8396C,2.779464383,0.578474175,0.60478796,0.956490892,0.338824284,0.498122268,FALSE,species
s__Methanobrevibacter_smithii,2.378021256,-0.520519597,0.450281156,-1.155987966,0.247686079,0.456670746,FALSE,species
s__Methanosphaera_stadtmanae,1.072749633,-0.324535469,0.418198326,-0.776032445,0.437729829,NA,NA,species
s__Monoglobus_pectinilyticus,3.056509613,1.309723669,0.532436837,2.459866744,0.013898861,0.075997458,FALSE,species
s__Odoribacter_laneus,2.132334487,1.195735397,0.631271639,1.894169359,0.058202534,0.192584194,FALSE,species
s__Odoribacter_splanchnicus,7.03530751,0.397233439,0.462958316,0.858032841,0.390874329,0.538477223,FALSE,species
s__Olsenella_scatoligenes,1.072749633,0.070149032,0.455866814,0.153880542,0.877703927,NA,NA,species
s__Oscillibacter_sp_57_20,6.707246996,-1.158736717,0.525508751,-2.20498082,0.02745544,0.115079187,FALSE,species
s__Oscillibacter_sp_CAG_241,3.027259012,-1.126003784,0.49795759,-2.261244343,0.023744131,0.103946527,FALSE,species
s__Oxalobacter_formigenes,1.057797903,0.046301827,0.456446063,0.101439865,0.919201292,NA,NA,species
s__Paeniclostridium_sordellii,1.072826291,-0.324536193,0.418198509,-0.776033836,0.437729008,NA,NA,species
s__Parabacteroides_distasonis,19.2155287,0.14635119,0.600923836,0.243543659,0.807584268,0.855344628,FALSE,species
s__Parabacteroides_goldsteinii,1.249174567,-0.379460856,0.385123491,-0.985296572,0.324478416,0.489302329,FALSE,species
s__Parabacteroides_gordonii,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Parabacteroides_johnsonii,1.043256363,0.022054542,0.457053382,0.048253755,0.96151401,NA,NA,species
s__Parabacteroides_merdae,22.16550788,0.305433743,0.467924863,0.652741,0.513923266,0.623396756,FALSE,species
s__Parabacteroides_sp_CAG_409,1.131615458,-0.66557237,0.381988473,-1.742388625,0.081440465,NA,NA,species
s__Paraprevotella_clara,1.043329106,-0.118084725,0.442904147,-0.266614629,0.789765891,NA,NA,species
s__Paraprevotella_xylaniphila,2.132392392,-1.076828926,0.409930361,-2.626858194,0.008617724,0.060631843,FALSE,species
s__Parasutterella_excrementihominis,3.337278092,1.352792578,0.553632861,2.44348317,0.014546248,0.075997458,FALSE,species
s__Pediococcus_acidilactici,1.087579541,0.093608364,0.455313967,0.205590802,0.837110563,NA,NA,species
s__Phascolarctobacterium_faecium,2.910726698,-0.382862771,0.420300245,-0.910926833,0.362333927,0.51717713,FALSE,species
s__Phascolarctobacterium_sp_CAG_266,1.42574826,0.548842796,0.455829199,1.204053616,0.228568856,0.450280646,FALSE,species
s__Phascolarctobacterium_succinatutens,2.920867429,1.685236147,0.620943895,2.713991009,0.006647797,0.052384641,FALSE,species
s__Prevotella_copri,39.17955708,-3.518369302,0.858665475,-4.097485464,4.18E-05,0.000822795,TRUE,species
s__Prevotella_sp_AM42_24,1.072749633,-0.324535469,0.418198326,-0.776032445,0.437729829,NA,NA,species
s__Prevotella_sp_CAG_1092,1.146331914,-0.739572967,0.374863824,-1.972911013,0.048505702,NA,NA,species
s__Prevotella_sp_CAG_279,2.960792392,1.705016458,0.696760955,2.447060856,0.014402652,0.075997458,FALSE,species
s__Prevotella_sp_CAG_520,1.146331914,-0.739572995,0.374868299,-1.972887539,0.048508377,NA,NA,species
s__Prevotella_sp_CAG_891,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Prevotella_stercorea,1.983318873,-2.682563388,0.440254143,-6.093215547,1.11E-09,1.09E-07,TRUE,species
s__Propionibacterium_freudenreichii,1.189472144,0.247930716,0.452245823,0.548221129,0.583540076,NA,NA,species
s__Proteobacteria_bacterium_CAG_139,5.674778593,0.966581857,0.616477804,1.567910234,0.116902083,0.307062805,FALSE,species
s__Pseudoflavonifractor_sp_An184,1.116703901,0.139411419,0.454287031,0.306879593,0.758935022,NA,NA,species
s__Pseudomonas_phage_B3,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Pseudomonas_phage_F10,1.043171715,0.022054423,0.457053191,0.048253514,0.961514202,NA,NA,species
s__Pseudomonas_virus_phiCTX,1.043256363,0.022054542,0.457053382,0.048253755,0.96151401,NA,NA,species
s__Pyramidobacter_piscolens,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Romboutsia_ilealis,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Roseburia_faecis,15.87942829,-0.19572056,0.652156373,-0.30011293,0.764091017,0.819131723,FALSE,species
s__Roseburia_hominis,4.200536952,0.069585382,0.443487888,0.156904807,0.875319871,0.913702211,FALSE,species
s__Roseburia_intestinalis,5.192822544,0.504944738,0.542554639,0.930679975,0.352019131,0.506188094,FALSE,species
s__Roseburia_inulinivorans,4.476353814,0.410091633,0.438153656,0.935953923,0.349296912,0.505966851,FALSE,species
s__Roseburia_sp_CAG_100,1.422029456,0.548445549,0.461738216,1.187784616,0.234918277,0.453714711,FALSE,species
s__Roseburia_sp_CAG_10041_57,1.116028973,0.13940919,0.454284954,0.306876088,0.75893769,NA,NA,species
s__Roseburia_sp_CAG_182,1.057912463,0.04630202,0.456446369,0.10144022,0.91920101,NA,NA,species
s__Roseburia_sp_CAG_197,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Roseburia_sp_CAG_303,1.043288674,0.022054587,0.457053456,0.048253847,0.961513937,NA,NA,species
s__Roseburia_sp_CAG_309,1.043256363,0.022054542,0.457053382,0.048253755,0.96151401,NA,NA,species
s__Roseburia_sp_CAG_471,1.175888689,0.2268992,0.460523964,0.492697922,0.622226046,NA,NA,species
s__Rothia_dentocariosa,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Rothia_mucilaginosa,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Ruminococcaceae_bacterium_D16,1.072600873,0.070148736,0.455866114,0.153880129,0.877704252,NA,NA,species
s__Ruminococcaceae_bacterium_D5,1.469671456,-1.253956637,0.331558743,-3.78200444,0.000155571,0.00255395,TRUE,species
s__Ruminococcaceae_bacterium_KLE1738,2.113466989,0.938895517,0.503848881,1.863446666,0.06239945,0.195122089,FALSE,species
s__Ruminococcus_bicirculans,10.28853104,0.467299868,0.717682918,0.651123018,0.514967079,0.623396756,FALSE,species
s__Ruminococcus_bromii,21.30137716,0.963123587,0.734842271,1.310653489,0.189974859,0.40595261,FALSE,species
s__Ruminococcus_callidus,1.219448802,0.289157549,0.451645296,0.640231508,0.522022101,0.623396756,FALSE,species
s__Ruminococcus_gnavus,4.161951684,1.786962532,0.600088654,2.977830894,0.002902961,0.025994697,TRUE,species
s__Ruminococcus_lactaris,2.187738042,-0.162513359,0.465873678,-0.348835675,0.727212679,0.809383603,FALSE,species
s__Ruminococcus_obeum_CAG_39,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Ruminococcus_sp_37_24,1.116028973,0.139409193,0.454284322,0.306876522,0.75893736,NA,NA,species
s__Ruminococcus_sp_AF31_8BH,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Ruminococcus_sp_CAG_177,2.034139361,0.76816742,0.585072485,1.312944019,0.189201813,0.40595261,FALSE,species
s__Ruminococcus_sp_CAG_254,1.348813257,0.46121126,0.452766588,1.01865127,0.308368555,0.489302329,FALSE,species
s__Ruminococcus_torques,6.389147427,0.155640141,0.516173168,0.301526989,0.763012673,0.819131723,FALSE,species
s__Ruthenibacterium_lactatiformans,4.130117048,1.019399929,0.454252044,2.244128434,0.024824139,0.106312074,FALSE,species
s__Salmonella_phage_SPN3UB,1.116814823,0.139411788,0.45429059,0.306878,0.758936235,NA,NA,species
s__Salmonella_phage_SSU5,1.058033176,0.046302222,0.456446746,0.101440579,0.919200726,NA,NA,species
s__Salmonella_phage_ST64B,1.131545309,0.161779806,0.453819534,0.356484889,0.721477467,NA,NA,species
s__Salmonella_virus_FelixO1,1.043256363,0.022054542,0.457053382,0.048253755,0.96151401,NA,NA,species
s__Salmonella_virus_HK620,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Salmonella_virus_Jersey,2.130202974,-2.858648051,0.433340136,-6.596776552,4.20E-11,8.28E-09,TRUE,species
s__Salmonella_virus_PsP3,1.131517249,0.161779699,0.45382237,0.356482425,0.721479312,NA,NA,species
s__Salmonella_virus_SH19,1.116422416,0.139410486,0.454288618,0.306876467,0.758937402,NA,NA,species
s__Sanguibacteroides_justesenii,1.072749633,-0.324535469,0.418198326,-0.776032445,0.437729829,NA,NA,species
s__Sellimonas_intestinalis,2.352353718,1.108089504,0.589081919,1.881044841,0.059965819,0.192584194,FALSE,species
s__Senegalimassilia_anaerobia,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Shigella_phage_SfII,1.058033176,0.046302222,0.456446746,0.101440579,0.919200726,NA,NA,species
s__Shigella_phage_SfIV,1.131615458,0.161780084,0.453822949,0.356482819,0.721479017,NA,NA,species
s__Slackia_isoflavoniconvertens,1.39630425,0.514470295,0.451435613,1.139631613,0.254439809,0.456670746,FALSE,species
s__Streptococcus_agalactiae,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Streptococcus_anginosus_group,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Streptococcus_australis,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Streptococcus_gordonii,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Streptococcus_infantis,1.04321824,0.022054488,0.457053296,0.048253647,0.961514096,NA,NA,species
s__Streptococcus_lutetiensis,1.101880761,0.116690986,0.454787071,0.25658378,0.797500097,NA,NA,species
s__Streptococcus_mitis,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Streptococcus_mutans,1.072530439,0.070148596,0.455865971,0.153879869,0.877704457,NA,NA,species
s__Streptococcus_oralis,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Streptococcus_parasanguinis,2.332772253,0.692634628,0.519776019,1.332563648,0.182675041,0.401408087,FALSE,species
s__Streptococcus_phage_EJ_1,1.05800513,-0.22499959,0.429838995,-0.523450856,0.600660542,NA,NA,species
s__Streptococcus_phage_P7132,1.043141803,0.02205438,0.457053123,0.048253428,0.96151427,NA,NA,species
s__Streptococcus_phage_PH10,1.058033176,0.046302222,0.456446746,0.101440579,0.919200726,NA,NA,species
s__Streptococcus_phage_PH15,1.087279206,-0.176090153,0.428544507,-0.410902835,0.681143784,NA,NA,species
s__Streptococcus_phage_SM1,1.043393014,0.022054733,0.457053692,0.048254139,0.961513703,NA,NA,species
s__Streptococcus_phage_TP_J34,1.043256363,0.022054542,0.457053382,0.048253755,0.96151401,NA,NA,species
s__Streptococcus_salivarius,5.190757719,1.15512175,0.565313442,2.043329705,0.041019811,0.152469863,FALSE,species
s__Streptococcus_sanguinis,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Streptococcus_sobrinus,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Streptococcus_sp_A12,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Streptococcus_thermophilus,4.332573252,1.584860332,0.613646617,2.582692203,0.009803274,0.064374832,FALSE,species
s__Streptococcus_vestibularis,1.204795617,0.268693901,0.451920902,0.594559579,0.552137906,NA,NA,species
s__Streptococcus_virus_7201,1.057912463,0.04630202,0.456446424,0.101440208,0.91920102,NA,NA,species
s__Streptococcus_virus_DT1,1.043171715,0.022054423,0.457053191,0.048253514,0.961514202,NA,NA,species
s__Streptococcus_virus_phiAbc2,1.087115723,0.093607267,0.455311939,0.205589309,0.837111729,NA,NA,species
s__Streptococcus_virus_Sfi21,1.087276874,0.093607648,0.455312528,0.20558988,0.837111283,NA,NA,species
s__Stx2_converting_phage_1717,1.131374031,-0.105698583,0.426834885,-0.247633421,0.80441805,NA,NA,species
s__Subdoligranulum_sp,2.801401623,1.621307583,0.626882426,2.586302496,0.009701175,0.064374832,FALSE,species
s__Subdoligranulum_sp_APC924_74,1.057827815,-0.093422302,0.442254459,-0.211241062,0.832699171,NA,NA,species
s__Sutterella_parvirubra,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Sutterella_sp_CAG_397,1.392886553,0.514274867,0.454158635,1.132368356,0.257479603,0.456968304,FALSE,species
s__Sutterella_wadsworthensis,1.465295135,0.598116358,0.473144619,1.264130108,0.206183332,0.427559119,FALSE,species
s__Turicibacter_sanguinis,1.087358116,-0.045327547,0.44104206,-0.102773751,0.918142539,NA,NA,species
s__Turicimonas_muris,1.469465313,0.598864259,0.460770594,1.299701558,0.193703276,0.40595261,FALSE,species
s__Tyzzerella_nexilis,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Tyzzerella_sp,1.305605629,0.406153255,0.450728166,0.901104669,0.36753267,0.51717713,FALSE,species
s__Veillonella_atypica,1.131615458,-0.456197898,0.396997095,-1.149121501,0.250505884,NA,NA,species
s__Veillonella_dispar,1.072749633,-0.324535469,0.418198497,-0.776032128,0.437730016,NA,NA,species
s__Veillonella_infantium,1.04331672,-0.118084641,0.442904128,-0.266614452,0.789766027,NA,NA,species
s__Veillonella_parvula,1.263077069,0.213750332,0.436404584,0.489798549,0.624276458,0.732038465,FALSE,species
s__Veillonella_sp_T11011_6,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Victivallales_bacterium_CCUG_44730,1.028600264,-0.002607462,0.457687201,-0.005697039,0.995454445,NA,NA,species
s__Weissella_confusa,1.101961493,0.116691212,0.454787418,0.256584083,0.797499864,NA,NA,species
s__Yersinia_phage_PY100,1.043256363,-0.118084232,0.442904035,-0.266613584,0.789766696,NA,NA,species
