M-Group	M-Group-Type [k|u]	M-Group  Label (kVSG only)	species	hits	genomes of the species bin(s)
M695	uVSG	-	Phocaeicola_dorei 	1	1473
M696	uVSG	-	Ruthenibacterium_lactatiformans 	84	958
M696	uVSG	-	Clostridium_sp_AM22_11AC 	10	900
M696	uVSG	-	Oscillospiraceae_bacterium_LBM18003 	3	9
M696	uVSG	-	Roseburia_inulinivorans 	2	1121
M696	uVSG	-	Subdoligranulum_sp_APC924_74 	2	4694
M696	uVSG	-	Fournierella_massiliensis 	2	10
M696	uVSG	-	GGB3293_SGB4348 	1	2283
M696	uVSG	-	Ruminococcaceae_bacterium 	1	5899
M696	uVSG	-	Lachnospiraceae_bacterium 	1	3222
M696	uVSG	-	Oscillospiraceae_unclassified_SGB59616 	1	2
M696	uVSG	-	Gemmiger_formicilis 	1	3023
M696	uVSG	-	Ruminococcus_lactaris 	1	696
M696	uVSG	-	Oscillibacter_sp_ER4 	1	2741
M697	uVSG	-	Bacteroides_fragilis 	183	1207
M697	uVSG	-	Parabacteroides_distasonis 	72	4705
M697	uVSG	-	Bacteroides_uniformis 	38	6758
M697	uVSG	-	Phocaeicola_vulgatus 	28	4172
M697	uVSG	-	Phocaeicola_dorei 	26	1473
M697	uVSG	-	Barnesiella_intestinihominis 	16	3045
M697	uVSG	-	Bacteroides_ovatus 	11	1006
M697	uVSG	-	Phocaeicola_massiliensis 	9	619
M697	uVSG	-	Bacteroides_caccae 	8	742
M697	uVSG	-	Phocaeicola_plebeius 	5	1036
M697	uVSG	-	Phocaeicola_coprocola 	4	557
M697	uVSG	-	Bacteroides_eggerthii 	4	533
M697	uVSG	-	Alistipes_ihumii 	4	498
M697	uVSG	-	Roseburia_sp_AF02_12 	2	1130
M697	uVSG	-	Alistipes_inops 	2	835
M697	uVSG	-	Bacteroides_thetaiotaomicron 	2	711
M697	uVSG	-	GGB1387_SGB1895 	2	122
M697	uVSG	-	Phascolarctobacterium_succinatutens 	2	1104
M697	uVSG	-	Parabacteroides_merdae 	1	2296
M697	uVSG	-	Bacteroides_stercoris 	1	2047
M697	uVSG	-	Bacteroides_SGB1854 	1	3
M697	uVSG	-	GGB34492_SGB48583 	1	1
M697	uVSG	-	Bacteroidaceae_bacterium 	1	1518
M697	uVSG	-	Parabacteroides_goldsteinii 	1	87
M697	uVSG	-	Faecalibacterium_prausnitzii 	1	9456
M697	uVSG	-	Bacteroides_cellulosilyticus 	1	522
M697	uVSG	-	Eubacteriaceae_bacterium 	1	307
M697	uVSG	-	GGB1387_SGB1894 	1	9
M697	uVSG	-	Bacteroides_intestinalis 	1	211
M697	uVSG	-	Alistipes_putredinis 	1	5632
M698	uVSG	-	Clostridiales_bacterium_KLE1615 	49	1220
M698	uVSG	-	Roseburia_faecis 	1	3280
M698	uVSG	-	Clostridium_sp_AF36_4 	1	1480
M698	uVSG	-	Roseburia_inulinivorans 	1	1121
M698	uVSG	-	Coprococcus_comes 	1	310
M698	uVSG	-	Blautia_stercoris 	1	203
M698	uVSG	-	Phocaeicola_coprocola 	1	557
M700	uVSG	-	Streptomyces_cavourensis 	2	26
M700	uVSG	-	GGB9614_SGB15049 	1	55
M700	uVSG	-	Ruminococcaceae_bacterium 	1	5899
M701	uVSG	-	Klebsiella_pneumoniae 	370	7034
M701	uVSG	-	Klebsiella_quasipneumoniae 	25	516
M701	uVSG	-	Klebsiella_michiganensis 	11	285
M701	uVSG	-	Raoultella_ornithinolytica 	6	138
M701	uVSG	-	Klebsiella_variicola 	5	274
M701	uVSG	-	Enterobacter_hormaechei 	4	1219
M701	uVSG	-	Salmonella_enterica 	4	8517
M701	uVSG	-	Serratia_marcescens 	3	666
M701	uVSG	-	Gibbsiella_quercinecans 	2	3
M701	uVSG	-	Dickeya_sp_CSL_RW240 	1	2
M701	uVSG	-	Dickeya_zeae 	1	13
M701	uVSG	-	Edwardsiella_tarda 	1	17
M701	uVSG	-	Hafnia_alvei 	1	44
M701	uVSG	-	Izhakiella_capsodis 	1	1
M701	uVSG	-	Raoultella_terrigena 	1	18
M703	uVSG	-	Bacteroides_xylanisolvens 	4	364
M703	uVSG	-	Bacteroides_uniformis 	2	6758
M703	uVSG	-	Bacteroides_ovatus 	2	1006
M703	uVSG	-	Bacteroides_eggerthii 	1	533
M703	uVSG	-	Clostridia_bacterium 	1	13613
M703	uVSG	-	Delftia_acidovorans 	1	56
M703	uVSG	-	Enterobacter_roggenkampii 	1	183
M704	kVSG	NC_0070591_Staphylococcus_phage_71|NC_0087991_Staphylococcus_phage_phiETA3|NC_0101471_Staphylococcus_phage_phiMR11|NC_0254601_Staphylococcus_phage_phiSa119|NC_0116121_Staphylococcus_phage_phiSauSIPLA35|NC_0070581_Staphylococcus_phage_ROSA|NC_0131951_Staphylococcus_phage_P954|NC_0213261_Staphylococcus_phage_StauST3981|NC_0289131_Staphylococcus_aureus_phage_phiNM2|NC_0070471_Staphylococcus_phage_187|NC_0070571_Staphylococcus_phage_96|NC_0179681_Staphylococcus_phage_TEM123|NC_0199211_Staphylococcus_phage_phi5967PVL_DNA|NC_0289151_Staphylococcus_phage_B236|NC_0213321_Staphylococcus_phage_StauST3983|NC_0290101_Staphylococcus_phage_SA97|NC_0218631_Staphylococcus_phage_SA13|NC_0218011_Staphylococcus_phage_SA12|NC_0070631_Staphylococcus_phage_88|NC_0070501_Staphylococcus_phage_85|NC_0144601_Staphylococcus_phage_SAP26|NC_0288591_Staphylococcus_phage_B166|NC_0026612_Staphylococcus_phage_phiSLT|NC_0070601_Staphylococcus_phage_55|NC_0087981_Staphylococcus_phage_phiETA2|NC_0086891_Staphylococcus_phage_phiPVL108|NC_0306521_Staphylococcus_phage_80|NC_0046151_Staphylococcus_phage_11|NC_0070481_Staphylococcus_phage_69|NC_0108081_Staphylococcus_phage_phiMR25|NC_0070491_Staphylococcus_phage_53|NC_0053561_Staphylococcus_phage_77|NC_0288641_Staphylococcus_aureus_phage_phiNM4|NC_0085831_Staphylococcus_aureus_phage_phiNM1|NC_0070521_Staphylococcus_phage_42e|NC_0116141_Staphylococcus_phage_phiSauSIPLA88|NC_0070641_Staphylococcus_phage_92|NC_0070611_Staphylococcus_phage_29|NC_0070651_Staphylococcus_phage_X2|NC_0032881_Staphylococcus_phage_phiETA|NC_0097633_Staphylococcus_phage_tp3103_complete_sequence|NC_0289171_Staphylococcus_phage_3MRA|NC_0046171_Staphylococcus_prophage_phi_13|NC_0243911_Staphylococcus_phage_DW2|NC_0217732_Staphylococcus_phage_JS01|NC_0127841_Staphylococcus_phage_phiPVLCN125|NC_0097623_Staphylococcus_phage_tp3102_complete_sequence|NC_0260161_Staphylococcus_phage_phiBU01|NC_0113441_Staphylococcus_phage_phi2958PVL|NC_0047401_Staphylococcus_prophage_phiN315|NC_0086171_Staphylococcus_phage_phiNM3|NC_0201991_Staphylococcus_phage_phi7401PVL_DNA|NC_0227581_Staphylococcus_phage_YMC/09/04/R1988|NC_0234991_Staphylococcus_phage_StauST3984|NC_0213231_Staphylococcus_phage_StauST3982|NC_0024861_Staphylococcus_prophage_phiPV83|NC_0097613_Staphylococcus_phage_tp3101_complete_sequence|NC_0046161_Staphylococcus_prophage_phi_12|NC_0195131_Staphylococcus_phage_SMSAP5|NC_0288621_Staphylococcus_phage_vB_SauS_phi2	Staphylococcus_aureus 	1828	8589
M704	kVSG	NC_0070591_Staphylococcus_phage_71|NC_0087991_Staphylococcus_phage_phiETA3|NC_0101471_Staphylococcus_phage_phiMR11|NC_0254601_Staphylococcus_phage_phiSa119|NC_0116121_Staphylococcus_phage_phiSauSIPLA35|NC_0070581_Staphylococcus_phage_ROSA|NC_0131951_Staphylococcus_phage_P954|NC_0213261_Staphylococcus_phage_StauST3981|NC_0289131_Staphylococcus_aureus_phage_phiNM2|NC_0070471_Staphylococcus_phage_187|NC_0070571_Staphylococcus_phage_96|NC_0179681_Staphylococcus_phage_TEM123|NC_0199211_Staphylococcus_phage_phi5967PVL_DNA|NC_0289151_Staphylococcus_phage_B236|NC_0213321_Staphylococcus_phage_StauST3983|NC_0290101_Staphylococcus_phage_SA97|NC_0218631_Staphylococcus_phage_SA13|NC_0218011_Staphylococcus_phage_SA12|NC_0070631_Staphylococcus_phage_88|NC_0070501_Staphylococcus_phage_85|NC_0144601_Staphylococcus_phage_SAP26|NC_0288591_Staphylococcus_phage_B166|NC_0026612_Staphylococcus_phage_phiSLT|NC_0070601_Staphylococcus_phage_55|NC_0087981_Staphylococcus_phage_phiETA2|NC_0086891_Staphylococcus_phage_phiPVL108|NC_0306521_Staphylococcus_phage_80|NC_0046151_Staphylococcus_phage_11|NC_0070481_Staphylococcus_phage_69|NC_0108081_Staphylococcus_phage_phiMR25|NC_0070491_Staphylococcus_phage_53|NC_0053561_Staphylococcus_phage_77|NC_0288641_Staphylococcus_aureus_phage_phiNM4|NC_0085831_Staphylococcus_aureus_phage_phiNM1|NC_0070521_Staphylococcus_phage_42e|NC_0116141_Staphylococcus_phage_phiSauSIPLA88|NC_0070641_Staphylococcus_phage_92|NC_0070611_Staphylococcus_phage_29|NC_0070651_Staphylococcus_phage_X2|NC_0032881_Staphylococcus_phage_phiETA|NC_0097633_Staphylococcus_phage_tp3103_complete_sequence|NC_0289171_Staphylococcus_phage_3MRA|NC_0046171_Staphylococcus_prophage_phi_13|NC_0243911_Staphylococcus_phage_DW2|NC_0217732_Staphylococcus_phage_JS01|NC_0127841_Staphylococcus_phage_phiPVLCN125|NC_0097623_Staphylococcus_phage_tp3102_complete_sequence|NC_0260161_Staphylococcus_phage_phiBU01|NC_0113441_Staphylococcus_phage_phi2958PVL|NC_0047401_Staphylococcus_prophage_phiN315|NC_0086171_Staphylococcus_phage_phiNM3|NC_0201991_Staphylococcus_phage_phi7401PVL_DNA|NC_0227581_Staphylococcus_phage_YMC/09/04/R1988|NC_0234991_Staphylococcus_phage_StauST3984|NC_0213231_Staphylococcus_phage_StauST3982|NC_0024861_Staphylococcus_prophage_phiPV83|NC_0097613_Staphylococcus_phage_tp3101_complete_sequence|NC_0046161_Staphylococcus_prophage_phi_12|NC_0195131_Staphylococcus_phage_SMSAP5|NC_0288621_Staphylococcus_phage_vB_SauS_phi2	Staphylococcus_argenteus 	87	114
