"species","core_3of3","core_2of3","group"
"s__Intestinimonas_massiliensis",0.0769230769230769,0.153846153846154,"all pts w/ 3 samples"
"s__Enterocloster_lavalensis",0.0769230769230769,0.230769230769231,"all pts w/ 3 samples"
"s__Lachnospira_sp_NSJ_43",0.0769230769230769,0.153846153846154,"all pts w/ 3 samples"
"s__Roseburia_sp_AF02_12",0.0769230769230769,0.230769230769231,"all pts w/ 3 samples"
"s__GGB9667_SGB15164",0.0769230769230769,0.307692307692308,"all pts w/ 3 samples"
"s__GGB9619_SGB15066",0.0769230769230769,0.153846153846154,"all pts w/ 3 samples"
"s__GGB4745_SGB6571",0.0769230769230769,0.230769230769231,"all pts w/ 3 samples"
"s__GGB4729_SGB6550",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Victivallis_lenta",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Clostridiaceae_bacterium_AF18_31LB",0.0769230769230769,0.307692307692308,"all pts w/ 3 samples"
"s__GGB9551_SGB14958",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Butyricimonas_synergistica",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB52130_SGB14966",0.0769230769230769,0.230769230769231,"all pts w/ 3 samples"
"s__Turicimonas_muris",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Eubacteriaceae_bacterium",0.0769230769230769,0.307692307692308,"all pts w/ 3 samples"
"s__GGB3475_SGB4638",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9261_SGB14209",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Roseburia_sp_BX1005",0.0769230769230769,0.153846153846154,"all pts w/ 3 samples"
"s__Anaerotruncus_colihominis",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Hungatella_hathewayi",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB6612_SGB9346",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB79097_SGB105802",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB5997_SGB8620",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB1663_SGB2279",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Clostridia_bacterium",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB6007_SGB8634",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9719_SGB53514",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9619_SGB15067",0.0769230769230769,0.230769230769231,"all pts w/ 3 samples"
"s__GGB9186_SGB14125",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Holdemania_sp_1001095H_141210_F2",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Intestinimonas_gabonensis",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Candidatus_Gastranaerophilales_bacterium",0.0769230769230769,0.230769230769231,"all pts w/ 3 samples"
"s__Streptococcus_vestibularis",0.0769230769230769,0.153846153846154,"all pts w/ 3 samples"
"s__Bacteroides_propionicigenes",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB6613_SGB9347",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Jutongia_hominis",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB28640_SGB4673",0.0769230769230769,0.230769230769231,"all pts w/ 3 samples"
"s__Eubacterium_callanderi",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB3363_SGB4447",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB4567_SGB6308",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9708_SGB15233",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Phocaeicola_coprophilus",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Methanomassiliicoccaceae_unclassified_SGB380",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9634_SGB15095",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Prevotella_lascolaii",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9710_SGB15239",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Phascolarctobacterium_sp_ET69",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9349_SGB14316",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9642_SGB15119",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9712_SGB15241",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9302_SGB14263",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9819_SGB15460",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB6568_SGB9279",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB71580_SGB98325",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9786_SGB15409",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Ruminococcus_callidus",0.0769230769230769,0.230769230769231,"all pts w/ 3 samples"
"s__Eubacteriales_bacterium",0.0769230769230769,0.153846153846154,"all pts w/ 3 samples"
"s__GGB9634_SGB15100",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9637_SGB15111",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9289_SGB14244",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9634_SGB15097",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9590_SGB15012",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Ellagibacter_isourolithinifaciens",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9636_SGB15107",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB6649_SGB9391",0.0769230769230769,0.153846153846154,"all pts w/ 3 samples"
"s__GGB34228_SGB53814",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Lachnotalea_sp_AF33_28",0.0769230769230769,0.153846153846154,"all pts w/ 3 samples"
"s__Clostridium_spiroforme",0.0769230769230769,0.153846153846154,"all pts w/ 3 samples"
"s__Enterobacter_roggenkampii",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB1550_SGB2135",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB3733_SGB5066",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB6006_SGB8630",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9061_SGB13979",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Puniceicoccaceae_unclassified_SGB60941",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Bacteroides_pectinophilus",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9412_SGB14770",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Fournierella_massiliensis",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB3220_SGB4252",0.0769230769230769,0.153846153846154,"all pts w/ 3 samples"
"s__Flavonifractor_sp_An10",0.0769230769230769,0.153846153846154,"all pts w/ 3 samples"
"s__Eubacteriaceae_bacterium_Marseille_Q4139",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Lachnoclostridium_sp_An14",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9695_SGB15211",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB74708_SGB54312",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Pseudoflavonifractor_capillosus",0.0769230769230769,0.153846153846154,"all pts w/ 3 samples"
"s__GGB3365_SGB4451",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9117_SGB14050",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9580_SGB14996",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9210_SGB14149",0.0769230769230769,0.153846153846154,"all pts w/ 3 samples"
"s__Longibaculum_muris",0.0769230769230769,0.153846153846154,"all pts w/ 3 samples"
"s__GGB3602_SGB4865",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB41473_SGB58537",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB3480_SGB4648",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Clostridiales_bacterium_Marseille_P2846",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Ruminococcus_SGB4421",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB4603_SGB6367",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB4596_SGB6358",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB27848_SGB40282",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9603_SGB15035",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9618_SGB15065",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Dialister_hominis",0.0769230769230769,0.153846153846154,"all pts w/ 3 samples"
"s__GGB9211_SGB14151",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB6610_SGB9344",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB34540_SGB54300",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Clostridiaceae_bacterium_Marseille_Q4145",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB47150_SGB65079",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB3637_SGB4930",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Collinsella_intestinalis",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Lachnospiraceae_unclassified_SGB4550",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB79118_SGB105839",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB4768_SGB6601",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB6518_SGB9205",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB3001_SGB3992",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Eubacteriaceae_bacterium_CHKCI004",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Dysosmobacter_SGB15077",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB2658_SGB3579",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Collinsella_SGB63083",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB3277_SGB4327",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB4456_SGB6141",0.0769230769230769,0.230769230769231,"all pts w/ 3 samples"
"s__Clostridiaceae_unclassified_SGB4771",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB4567_SGB6307",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Desulfovibrio_sp_86",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Bariatricus_massiliensis",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Alistipes_montrealensis",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB4585_SGB6340",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Enteroscipio_rubneri",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB3352_SGB62935",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Lentihominibacter_SGB71368",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB1630_SGB2238",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Bacteroides_fluxus",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Duodenibacillus_massiliensis",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Jingyaoa_shaoxingensis",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB34797_SGB14323",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB3593_SGB4817",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Ruminococcus_sp_AF41_9",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Qingrenia_yutianensis",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB4749_SGB6578",0.0769230769230769,0.0769230769230769,"all pts w/ 3 samples"
"s__Bifidobacterium_pullorum",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Collinsella_stercoris",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Pediococcus_acidilactici",0,0,"all pts w/ 3 samples"
"s__GGB3606_SGB4870",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB3511_SGB4688",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9739_SGB15313",0,0,"all pts w/ 3 samples"
"s__Tyzzerella_SGB4587",0,0,"all pts w/ 3 samples"
"s__Catenibacterium_tridentinum",0,0,"all pts w/ 3 samples"
"s__Dielma_fastidiosa",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Tyzzerella_nexilis",0,0,"all pts w/ 3 samples"
"s__Mogibacterium_kristiansenii",0,0,"all pts w/ 3 samples"
"s__Wujia_chipingensis",0,0.153846153846154,"all pts w/ 3 samples"
"s__Ligilactobacillus_animalis",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Enterobacter_hormaechei",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Clostridium_perfringens",0,0.153846153846154,"all pts w/ 3 samples"
"s__GGB9184_SGB14123",0,0,"all pts w/ 3 samples"
"s__Paeniclostridium_sordellii",0,0,"all pts w/ 3 samples"
"s__GGB9185_SGB14124",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB34228_SGB72916",0,0.153846153846154,"all pts w/ 3 samples"
"s__GGB9608_SGB15043",0,0,"all pts w/ 3 samples"
"s__GGB9383_SGB72489",0,0,"all pts w/ 3 samples"
"s__GGB79104_SGB105821",0,0,"all pts w/ 3 samples"
"s__Senegalimassilia_anaerobia",0,0,"all pts w/ 3 samples"
"s__GGB9533_SGB14936",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB4487_SGB6184",0,0,"all pts w/ 3 samples"
"s__GGB2977_SGB3959",0,0,"all pts w/ 3 samples"
"s__Blautia_sp_OF03_15BH",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB3000_SGB3991",0,0,"all pts w/ 3 samples"
"s__GGB9297_SGB14255",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Haemophilus_parainfluenzae",0,0,"all pts w/ 3 samples"
"s__Desulfovibrio_desulfuricans",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9522_SGB14921",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB3328_SGB4406",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9597_SGB15022",0,0,"all pts w/ 3 samples"
"s__GGB51884_SGB49168",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB3321_SGB4394",0,0,"all pts w/ 3 samples"
"s__GGB9616_SGB15052",0,0,"all pts w/ 3 samples"
"s__Colidextribacter_sp_210702_DFI_3_9",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Hafnia_alvei",0,0,"all pts w/ 3 samples"
"s__Clostridium_sp_AF27_2AA",0,0.230769230769231,"all pts w/ 3 samples"
"s__Blautia_hydrogenotrophica",0,0.153846153846154,"all pts w/ 3 samples"
"s__Turicibacter_sanguinis",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Anaerostipes_caccae",0,0,"all pts w/ 3 samples"
"s__Coprococcus_SGB106014",0,0,"all pts w/ 3 samples"
"s__Erysipelatoclostridium_ramosum",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Lentihominibacter_faecis",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Wansuia_hejianensis",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Frisingicoccus_caecimuris",0,0,"all pts w/ 3 samples"
"s__GGB45491_SGB63163",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Lentihominibacter_hominis",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Gordonibacter_pamelaeae",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB3005_SGB3996",0,0.153846153846154,"all pts w/ 3 samples"
"s__Clostridium_innocuum",0,0,"all pts w/ 3 samples"
"s__Amedibacillus_dolichus",0,0,"all pts w/ 3 samples"
"s__GGB2980_SGB3962",0,0,"all pts w/ 3 samples"
"s__Christensenella_minuta",0,0,"all pts w/ 3 samples"
"s__Zhenpiania_hominis",0,0,"all pts w/ 3 samples"
"s__Coprobacillus_cateniformis",0,0,"all pts w/ 3 samples"
"s__Schaalia_SGB17158",0,0,"all pts w/ 3 samples"
"s__Schaalia_SGB17153",0,0,"all pts w/ 3 samples"
"s__Actinomyces_oris",0,0,"all pts w/ 3 samples"
"s__GGB9781_SGB15402",0,0.153846153846154,"all pts w/ 3 samples"
"s__Enterocloster_clostridioformis",0,0.230769230769231,"all pts w/ 3 samples"
"s__GGB50802_SGB106454",0,0,"all pts w/ 3 samples"
"s__Firmicutes_unclassified_SGB47660",0,0,"all pts w/ 3 samples"
"s__Lachnospiraceae_unclassified_SGB47637",0,0,"all pts w/ 3 samples"
"s__Bacteroides_acidifaciens",0,0,"all pts w/ 3 samples"
"s__Streptococcus_australis",0,0,"all pts w/ 3 samples"
"s__Streptococcus_mitis",0,0,"all pts w/ 3 samples"
"s__Firmicutes_unclassified_SGB47659",0,0,"all pts w/ 3 samples"
"s__Enterocloster_asparagiformis",0,0.153846153846154,"all pts w/ 3 samples"
"s__Clostridioides_difficile",0,0,"all pts w/ 3 samples"
"s__Propionibacterium_freudenreichii",0,0,"all pts w/ 3 samples"
"s__GGB3247_SGB4294",0,0,"all pts w/ 3 samples"
"s__GGB3576_SGB4784",0,0,"all pts w/ 3 samples"
"s__Anaerotignum_lactatifermentans",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB40351_SGB14301",0,0,"all pts w/ 3 samples"
"s__GGB9453_SGB14845",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Dorea_phocaeensis",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9719_SGB15273",0,0,"all pts w/ 3 samples"
"s__GGB9210_SGB14150",0,0,"all pts w/ 3 samples"
"s__GGB4802_SGB6641",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Eisenbergiella_massiliensis",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Yanshouia_hominis",0,0,"all pts w/ 3 samples"
"s__GGB9818_SGB15459",0,0,"all pts w/ 3 samples"
"s__GGB3002_SGB3993",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Parabacteroides_gordonii",0,0,"all pts w/ 3 samples"
"s__GGB9781_SGB66170",0,0.153846153846154,"all pts w/ 3 samples"
"s__Provencibacterium_massiliense",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB3441_SGB4591",0,0,"all pts w/ 3 samples"
"s__GGB9770_SGB15389",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Lawsonibacter_faecis",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB58071_SGB79702",0,0,"all pts w/ 3 samples"
"s__Anaerotruncus_rubiinfantis",0,0.230769230769231,"all pts w/ 3 samples"
"s__Anaerofilum_hominis",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9049_SGB13954",0,0,"all pts w/ 3 samples"
"s__Bacteroides_rodentium",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB1425_SGB1964",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB4581_SGB6331",0,0,"all pts w/ 3 samples"
"s__GGB1512_SGB2092",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB24147_SGB35951",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB12693_SGB19690",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9333_SGB14296",0,0,"all pts w/ 3 samples"
"s__GGB9495_SGB14892",0,0.230769230769231,"all pts w/ 3 samples"
"s__Pseudoruminococcus_massiliensis",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Parabacteroides_goldsteinii",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB3033_SGB4029",0,0.153846153846154,"all pts w/ 3 samples"
"s__Marvinbryantia_SGB4691",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Muribaculum_gordoncarteri",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB33544_SGB53490",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB4613_SGB6388",0,0,"all pts w/ 3 samples"
"s__GGB1332_SGB1789",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB36267_SGB14177",0,0,"all pts w/ 3 samples"
"s__GGB9724_SGB15278",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9059_SGB13976",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9354_SGB14327",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Traorella_massiliensis",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Limosilactobacillus_fermentum",0,0,"all pts w/ 3 samples"
"s__GGB9062_SGB13981",0,0,"all pts w/ 3 samples"
"s__Roseburia_lenta",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB6133_SGB8780",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Alistipes_timonensis",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Slackia_piriformis",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Pseudoflavonifractor_sp_AF19_9AC",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9115_SGB14048",0,0,"all pts w/ 3 samples"
"s__Mediterraneibacter_massiliensis",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB2996_SGB3983",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB1661_SGB2275",0,0,"all pts w/ 3 samples"
"s__GGB74511_SGB105989",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Collinsella_sp_AF08_23",0,0,"all pts w/ 3 samples"
"s__GGB3740_SGB5076",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Fusobacterium_SGB6028",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Butyricimonas_faecihominis",0,0.153846153846154,"all pts w/ 3 samples"
"s__Clostridium_SGB48024",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Bifidobacterium_dentium",0,0,"all pts w/ 3 samples"
"s__Veillonella_parvula",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB51139_SGB71360",0,0,"all pts w/ 3 samples"
"s__Drancourtella_massiliensis",0,0,"all pts w/ 3 samples"
"s__Massilimicrobiota_timonensis",0,0,"all pts w/ 3 samples"
"s__Enterocloster_citroniae",0,0.230769230769231,"all pts w/ 3 samples"
"s__Catenibacillus_scindens",0,0,"all pts w/ 3 samples"
"s__GGB1153_SGB1481",0,0,"all pts w/ 3 samples"
"s__GGB1492_SGB2067",0,0,"all pts w/ 3 samples"
"s__Mediterraneibacter_SGB4586",0,0,"all pts w/ 3 samples"
"s__GGB9480_SGB14873",0,0,"all pts w/ 3 samples"
"s__Butyricimonas_paravirosa",0,0,"all pts w/ 3 samples"
"s__Blautia_marasmi",0,0,"all pts w/ 3 samples"
"s__GGB47740_SGB65712",0,0,"all pts w/ 3 samples"
"s__GGB9355_SGB14328",0,0,"all pts w/ 3 samples"
"s__GGB4593_SGB6353",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB4617_SGB6392",0,0,"all pts w/ 3 samples"
"s__Veillonella_dispar",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9621_SGB15073",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9088_SGB14017",0,0,"all pts w/ 3 samples"
"s__Butyricicoccus_SGB14990",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9701_SGB15218",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9623_SGB15075",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9593_SGB15015",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9291_SGB14248",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9348_SGB14315",0,0.230769230769231,"all pts w/ 3 samples"
"s__GGB4884_SGB6823",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Negativibacillus_massiliensis",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB41366_SGB58424",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9199_SGB14138",0,0,"all pts w/ 3 samples"
"s__Dysosmobacter_SGB15074",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9640_SGB15115",0,0,"all pts w/ 3 samples"
"s__GGB33512_SGB15202",0,0,"all pts w/ 3 samples"
"s__GGB38145_SGB53822",0,0,"all pts w/ 3 samples"
"s__GGB9296_SGB14253",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9444_SGB14834",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Dysosmobacter_sp_Marseille_Q4140",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB4564_SGB6302",0,0,"all pts w/ 3 samples"
"s__Butyricicoccus_intestinisimiae",0,0,"all pts w/ 3 samples"
"s__Enterococcus_faecalis",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9559_SGB14969",0,0,"all pts w/ 3 samples"
"s__Clostridium_sp_1001270J_160509_D11",0,0.153846153846154,"all pts w/ 3 samples"
"s__GGB9711_SGB15240",0,0,"all pts w/ 3 samples"
"s__Guopingia_tenuis",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Pseudoflavonifractor_gallinarum",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB2982_SGB3964",0,0.230769230769231,"all pts w/ 3 samples"
"s__GGB9225_SGB14166",0,0,"all pts w/ 3 samples"
"s__GGB6608_SGB9342",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Jilunia_laotingensis",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Enterococcus_faecium",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB47687_SGB2286",0,0,"all pts w/ 3 samples"
"s__GGB6518_SGB9206",0,0,"all pts w/ 3 samples"
"s__Lawsonibacter_hominis",0,0.0769230769230769,"all pts w/ 3 samples"
"s__Odoribacter_laneus",0,0,"all pts w/ 3 samples"
"s__GGB9620_SGB15068",0,0,"all pts w/ 3 samples"
"s__GGB32451_SGB47419",0,0,"all pts w/ 3 samples"
"s__GGB9716_SGB15269",0,0.153846153846154,"all pts w/ 3 samples"
"s__GGB9668_SGB15165",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB3678_SGB4991",0,0.0769230769230769,"all pts w/ 3 samples"
"s__GGB9765_SGB15382",0,0.153846153846154,"all pts w/ 3 samples"
"s__GGB4658_SGB6445",0,0,"all pts w/ 3 samples"
"s__Erysipelatoclostridium_sp_An15",0,0,"all pts w/ 3 samples"
"s__GGB45495_SGB63167",0,0,"all pts w/ 3 samples"
"s__GGB3032_SGB4027",0,0,"all pts w/ 3 samples"
